,CBLI
2010-08-19,78.80000305175781
2010-08-20,78.80000305175781
2010-08-23,75.5999984741211
2010-08-24,74.5999984741211
2010-08-25,76.19999694824219
2010-08-26,79.0
2010-08-27,85.19999694824219
2010-08-30,90.80000305175781
2010-08-31,88.19999694824219
2010-09-01,89.4000015258789
2010-09-02,85.19999694824219
2010-09-03,85.19999694824219
2010-09-07,85.0
2010-09-08,83.4000015258789
2010-09-09,83.0
2010-09-10,83.80000305175781
2010-09-13,87.19999694824219
2010-09-14,93.80000305175781
2010-09-15,92.80000305175781
2010-09-16,97.4000015258789
2010-09-17,104.19999694824219
2010-09-20,100.19999694824219
2010-09-21,101.5999984741211
2010-09-22,102.4000015258789
2010-09-23,101.5999984741211
2010-09-24,102.0
2010-09-27,101.5999984741211
2010-09-28,101.4000015258789
2010-09-29,102.0
2010-09-30,103.19999694824219
2010-10-01,101.4000015258789
2010-10-04,102.80000305175781
2010-10-05,109.0
2010-10-06,109.19999694824219
2010-10-07,116.4000015258789
2010-10-08,121.0
2010-10-11,126.80000305175781
2010-10-12,131.39999389648438
2010-10-13,126.19999694824219
2010-10-14,125.0
2010-10-15,125.80000305175781
2010-10-18,137.60000610351562
2010-10-19,142.60000610351562
2010-10-20,141.1999969482422
2010-10-21,140.8000030517578
2010-10-22,139.60000610351562
2010-10-25,140.39999389648438
2010-10-26,140.60000610351562
2010-10-27,140.8000030517578
2010-10-28,140.60000610351562
2010-10-29,133.8000030517578
2010-11-01,131.39999389648438
2010-11-02,131.39999389648438
2010-11-03,130.60000610351562
2010-11-04,130.39999389648438
2010-11-05,125.5999984741211
2010-11-08,129.39999389648438
2010-11-09,127.19999694824219
2010-11-10,129.60000610351562
2010-11-11,127.0
2010-11-12,121.5999984741211
2010-11-15,120.80000305175781
2010-11-16,118.4000015258789
2010-11-17,121.80000305175781
2010-11-18,123.0
2010-11-19,123.0
2010-11-22,121.80000305175781
2010-11-23,123.0
2010-11-24,123.19999694824219
2010-11-26,123.5999984741211
2010-11-29,134.39999389648438
2010-11-30,134.60000610351562
2010-12-01,134.0
2010-12-02,136.39999389648438
2010-12-03,140.8000030517578
2010-12-06,144.0
2010-12-07,145.0
2010-12-08,143.60000610351562
2010-12-09,143.0
2010-12-10,140.1999969482422
2010-12-13,142.0
2010-12-14,140.8000030517578
2010-12-15,139.8000030517578
2010-12-16,137.1999969482422
2010-12-17,142.0
2010-12-20,140.1999969482422
2010-12-21,142.60000610351562
2010-12-22,143.0
2010-12-23,144.1999969482422
2010-12-27,140.1999969482422
2010-12-28,144.0
2010-12-29,144.0
2010-12-30,143.8000030517578
2010-12-31,144.39999389648438
2011-01-03,141.1999969482422
2011-01-04,138.39999389648438
2011-01-05,136.39999389648438
2011-01-06,137.1999969482422
2011-01-07,136.0
2011-01-10,136.0
2011-01-11,141.0
2011-01-12,141.39999389648438
2011-01-13,140.0
2011-01-14,142.39999389648438
2011-01-18,143.1999969482422
2011-01-19,139.60000610351562
2011-01-20,148.1999969482422
2011-01-21,148.0
2011-01-24,144.0
2011-01-25,148.0
2011-01-26,146.60000610351562
2011-01-27,139.8000030517578
2011-01-28,132.39999389648438
2011-01-31,129.0
2011-02-01,132.0
2011-02-02,143.1999969482422
2011-02-03,145.39999389648438
2011-02-04,145.0
2011-02-07,141.60000610351562
2011-02-08,141.39999389648438
2011-02-09,140.60000610351562
2011-02-10,140.1999969482422
2011-02-11,140.8000030517578
2011-02-14,143.0
2011-02-15,143.39999389648438
2011-02-16,143.8000030517578
2011-02-17,143.8000030517578
2011-02-18,140.60000610351562
2011-02-22,142.0
2011-02-23,141.0
2011-02-24,141.60000610351562
2011-02-25,143.8000030517578
2011-02-28,142.60000610351562
2011-03-01,140.39999389648438
2011-03-02,140.60000610351562
2011-03-03,141.8000030517578
2011-03-04,140.39999389648438
2011-03-07,141.0
2011-03-08,140.1999969482422
2011-03-09,139.8000030517578
2011-03-10,138.8000030517578
2011-03-11,143.8000030517578
2011-03-14,158.8000030517578
2011-03-15,168.0
2011-03-16,158.39999389648438
2011-03-17,152.0
2011-03-18,147.8000030517578
2011-03-21,143.1999969482422
2011-03-22,150.8000030517578
2011-03-23,150.1999969482422
2011-03-24,148.8000030517578
2011-03-25,146.39999389648438
2011-03-28,152.8000030517578
2011-03-29,153.1999969482422
2011-03-30,148.0
2011-03-31,150.0
2011-04-01,150.0
2011-04-04,146.8000030517578
2011-04-05,146.0
2011-04-06,143.0
2011-04-07,149.8000030517578
2011-04-08,158.1999969482422
2011-04-11,158.39999389648438
2011-04-12,157.60000610351562
2011-04-13,158.8000030517578
2011-04-14,153.0
2011-04-15,157.0
2011-04-18,163.8000030517578
2011-04-19,162.1999969482422
2011-04-20,163.60000610351562
2011-04-21,164.8000030517578
2011-04-25,160.1999969482422
2011-04-26,160.0
2011-04-27,156.39999389648438
2011-04-28,152.60000610351562
2011-04-29,156.60000610351562
2011-05-02,157.39999389648438
2011-05-03,158.8000030517578
2011-05-04,154.1999969482422
2011-05-05,150.0
2011-05-06,147.1999969482422
2011-05-09,147.39999389648438
2011-05-10,148.39999389648438
2011-05-11,144.60000610351562
2011-05-12,146.1999969482422
2011-05-13,141.60000610351562
2011-05-16,143.60000610351562
2011-05-17,138.8000030517578
2011-05-18,136.0
2011-05-19,136.39999389648438
2011-05-20,134.8000030517578
2011-05-23,128.0
2011-05-24,112.19999694824219
2011-05-25,107.19999694824219
2011-05-26,108.4000015258789
2011-05-27,107.19999694824219
2011-05-31,89.0
2011-06-01,89.0
2011-06-02,98.0
2011-06-03,98.4000015258789
2011-06-06,102.0
2011-06-07,102.5999984741211
2011-06-08,99.80000305175781
2011-06-09,97.19999694824219
2011-06-10,102.19999694824219
2011-06-13,101.19999694824219
2011-06-14,96.0
2011-06-15,92.19999694824219
2011-06-16,89.0
2011-06-17,71.80000305175781
2011-06-20,68.5999984741211
2011-06-21,65.19999694824219
2011-06-22,67.19999694824219
2011-06-23,69.80000305175781
2011-06-24,67.80000305175781
2011-06-27,66.19999694824219
2011-06-28,68.80000305175781
2011-06-29,68.5999984741211
2011-06-30,68.19999694824219
2011-07-01,68.4000015258789
2011-07-05,67.19999694824219
2011-07-06,67.0
2011-07-07,67.80000305175781
2011-07-08,66.4000015258789
2011-07-11,65.0
2011-07-12,66.80000305175781
2011-07-13,68.0
2011-07-14,65.19999694824219
2011-07-15,62.79999923706055
2011-07-18,59.79999923706055
2011-07-19,61.0
2011-07-20,59.79999923706055
2011-07-21,63.0
2011-07-22,63.0
2011-07-25,62.0
2011-07-26,61.20000076293945
2011-07-27,58.599998474121094
2011-07-28,61.0
2011-07-29,60.20000076293945
2011-08-01,59.599998474121094
2011-08-02,59.0
2011-08-03,58.20000076293945
2011-08-04,52.79999923706055
2011-08-05,49.400001525878906
2011-08-08,44.0
2011-08-09,52.400001525878906
2011-08-10,46.79999923706055
2011-08-11,49.79999923706055
2011-08-12,48.79999923706055
2011-08-15,59.0
2011-08-16,55.0
2011-08-17,54.599998474121094
2011-08-18,47.400001525878906
2011-08-19,45.400001525878906
2011-08-22,43.79999923706055
2011-08-23,48.79999923706055
2011-08-24,47.599998474121094
2011-08-25,44.20000076293945
2011-08-26,46.20000076293945
2011-08-29,48.20000076293945
2011-08-30,51.20000076293945
2011-08-31,51.79999923706055
2011-09-01,48.20000076293945
2011-09-02,44.79999923706055
2011-09-06,50.599998474121094
2011-09-07,57.400001525878906
2011-09-08,52.599998474121094
2011-09-09,57.79999923706055
2011-09-12,57.79999923706055
2011-09-13,59.20000076293945
2011-09-14,59.20000076293945
2011-09-15,65.19999694824219
2011-09-16,60.79999923706055
2011-09-19,61.20000076293945
2011-09-20,58.599998474121094
2011-09-21,55.599998474121094
2011-09-22,49.0
2011-09-23,46.0
2011-09-26,46.20000076293945
2011-09-27,53.79999923706055
2011-09-28,51.20000076293945
2011-09-29,52.79999923706055
2011-09-30,50.599998474121094
2011-10-03,47.400001525878906
2011-10-04,50.79999923706055
2011-10-05,49.0
2011-10-06,49.0
2011-10-07,47.0
2011-10-10,46.0
2011-10-11,46.0
2011-10-12,48.599998474121094
2011-10-13,50.400001525878906
2011-10-14,51.0
2011-10-17,48.599998474121094
2011-10-18,51.79999923706055
2011-10-19,51.400001525878906
2011-10-20,51.20000076293945
2011-10-21,54.79999923706055
2011-10-24,61.79999923706055
2011-10-25,57.599998474121094
2011-10-26,60.599998474121094
2011-10-27,63.0
2011-10-28,61.79999923706055
2011-10-31,59.400001525878906
2011-11-01,54.20000076293945
2011-11-02,56.79999923706055
2011-11-03,57.599998474121094
2011-11-04,56.0
2011-11-07,55.599998474121094
2011-11-08,57.400001525878906
2011-11-09,53.20000076293945
2011-11-10,51.599998474121094
2011-11-11,56.0
2011-11-14,51.79999923706055
2011-11-15,53.400001525878906
2011-11-16,53.20000076293945
2011-11-17,52.20000076293945
2011-11-18,54.79999923706055
2011-11-21,60.400001525878906
2011-11-22,56.79999923706055
2011-11-23,53.79999923706055
2011-11-25,53.79999923706055
2011-11-28,57.79999923706055
2011-11-29,54.400001525878906
2011-11-30,58.599998474121094
2011-12-01,59.20000076293945
2011-12-02,58.79999923706055
2011-12-05,62.20000076293945
2011-12-06,59.79999923706055
2011-12-07,59.79999923706055
2011-12-08,58.599998474121094
2011-12-09,61.599998474121094
2011-12-12,57.599998474121094
2011-12-13,55.599998474121094
2011-12-14,57.20000076293945
2011-12-15,53.20000076293945
2011-12-16,53.79999923706055
2011-12-19,53.20000076293945
2011-12-20,54.0
2011-12-21,57.400001525878906
2011-12-22,57.599998474121094
2011-12-23,56.599998474121094
2011-12-27,59.0
2011-12-28,56.400001525878906
2011-12-29,56.0
2011-12-30,57.20000076293945
2012-01-03,60.0
2012-01-04,65.5999984741211
2012-01-05,67.80000305175781
2012-01-06,67.4000015258789
2012-01-09,74.80000305175781
2012-01-10,72.19999694824219
2012-01-11,72.80000305175781
2012-01-12,71.0
2012-01-13,65.0
2012-01-17,63.79999923706055
2012-01-18,64.19999694824219
2012-01-19,63.20000076293945
2012-01-20,66.0
2012-01-23,67.0
2012-01-24,65.80000305175781
2012-01-25,63.400001525878906
2012-01-26,62.400001525878906
2012-01-27,64.19999694824219
2012-01-30,62.400001525878906
2012-01-31,62.79999923706055
2012-02-01,66.5999984741211
2012-02-02,65.19999694824219
2012-02-03,66.4000015258789
2012-02-06,65.0
2012-02-07,65.0
2012-02-08,65.5999984741211
2012-02-09,62.79999923706055
2012-02-10,61.79999923706055
2012-02-13,62.79999923706055
2012-02-14,61.400001525878906
2012-02-15,62.20000076293945
2012-02-16,63.79999923706055
2012-02-17,63.0
2012-02-21,63.20000076293945
2012-02-22,63.79999923706055
2012-02-23,64.19999694824219
2012-02-24,68.0
2012-02-27,78.0
2012-02-28,73.5999984741211
2012-02-29,73.4000015258789
2012-03-01,70.4000015258789
2012-03-02,67.80000305175781
2012-03-05,68.0
2012-03-06,65.4000015258789
2012-03-07,65.5999984741211
2012-03-08,66.19999694824219
2012-03-09,69.4000015258789
2012-03-12,67.4000015258789
2012-03-13,68.0
2012-03-14,62.400001525878906
2012-03-15,62.20000076293945
2012-03-16,61.20000076293945
2012-03-19,60.79999923706055
2012-03-20,58.400001525878906
2012-03-21,57.400001525878906
2012-03-22,57.0
2012-03-23,59.0
2012-03-26,58.79999923706055
2012-03-27,58.400001525878906
2012-03-28,55.599998474121094
2012-03-29,53.79999923706055
2012-03-30,49.20000076293945
2012-04-02,50.0
2012-04-03,47.79999923706055
2012-04-04,36.400001525878906
2012-04-05,31.200000762939453
2012-04-09,31.0
2012-04-10,30.0
2012-04-11,32.400001525878906
2012-04-12,32.400001525878906
2012-04-13,31.600000381469727
2012-04-16,31.0
2012-04-17,30.399999618530273
2012-04-18,29.399999618530273
2012-04-19,28.0
2012-04-20,27.0
2012-04-23,30.0
2012-04-24,31.399999618530273
2012-04-25,32.20000076293945
2012-04-26,32.20000076293945
2012-04-27,35.0
2012-04-30,38.79999923706055
2012-05-01,35.20000076293945
2012-05-02,32.599998474121094
2012-05-03,30.200000762939453
2012-05-04,31.0
2012-05-07,31.200000762939453
2012-05-08,31.0
2012-05-09,30.600000381469727
2012-05-10,32.400001525878906
2012-05-11,32.20000076293945
2012-05-14,30.799999237060547
2012-05-15,30.600000381469727
2012-05-16,30.600000381469727
2012-05-17,28.0
2012-05-18,26.399999618530273
2012-05-21,25.600000381469727
2012-05-22,25.399999618530273
2012-05-23,24.600000381469727
2012-05-24,24.200000762939453
2012-05-25,26.0
2012-05-29,26.799999237060547
2012-05-30,26.0
2012-05-31,26.0
2012-06-01,25.399999618530273
2012-06-04,41.400001525878906
2012-06-05,36.0
2012-06-06,36.79999923706055
2012-06-07,35.20000076293945
2012-06-08,36.400001525878906
2012-06-11,38.79999923706055
2012-06-12,37.599998474121094
2012-06-13,35.79999923706055
2012-06-14,35.20000076293945
2012-06-15,37.599998474121094
2012-06-18,35.400001525878906
2012-06-19,34.599998474121094
2012-06-20,34.599998474121094
2012-06-21,33.20000076293945
2012-06-22,34.79999923706055
2012-06-25,33.0
2012-06-26,32.0
2012-06-27,32.79999923706055
2012-06-28,30.600000381469727
2012-06-29,31.399999618530273
2012-07-02,32.79999923706055
2012-07-03,32.79999923706055
2012-07-05,34.79999923706055
2012-07-06,34.79999923706055
2012-07-09,35.0
2012-07-10,34.20000076293945
2012-07-11,33.400001525878906
2012-07-12,33.20000076293945
2012-07-13,33.400001525878906
2012-07-16,33.400001525878906
2012-07-17,33.79999923706055
2012-07-18,33.0
2012-07-19,33.0
2012-07-20,32.79999923706055
2012-07-23,32.400001525878906
2012-07-24,30.399999618530273
2012-07-25,30.600000381469727
2012-07-26,31.0
2012-07-27,31.200000762939453
2012-07-30,31.600000381469727
2012-07-31,30.399999618530273
2012-08-01,30.200000762939453
2012-08-02,29.600000381469727
2012-08-03,29.799999237060547
2012-08-06,29.200000762939453
2012-08-07,28.600000381469727
2012-08-08,30.0
2012-08-09,28.600000381469727
2012-08-10,27.799999237060547
2012-08-13,29.0
2012-08-14,27.200000762939453
2012-08-15,28.0
2012-08-16,27.799999237060547
2012-08-17,30.600000381469727
2012-08-20,29.799999237060547
2012-08-21,31.799999237060547
2012-08-22,34.400001525878906
2012-08-23,36.599998474121094
2012-08-24,35.0
2012-08-27,33.79999923706055
2012-08-28,33.400001525878906
2012-08-29,32.599998474121094
2012-08-30,32.599998474121094
2012-08-31,33.0
2012-09-04,36.0
2012-09-05,38.400001525878906
2012-09-06,37.599998474121094
2012-09-07,39.79999923706055
2012-09-10,41.400001525878906
2012-09-11,40.20000076293945
2012-09-12,40.400001525878906
2012-09-13,44.599998474121094
2012-09-14,42.400001525878906
2012-09-17,41.599998474121094
2012-09-18,41.599998474121094
2012-09-19,42.599998474121094
2012-09-20,50.20000076293945
2012-09-21,58.20000076293945
2012-09-24,57.400001525878906
2012-09-25,57.400001525878906
2012-09-26,57.599998474121094
2012-09-27,54.599998474121094
2012-09-28,53.599998474121094
2012-10-01,52.400001525878906
2012-10-02,50.79999923706055
2012-10-03,50.20000076293945
2012-10-04,48.79999923706055
2012-10-05,47.0
2012-10-08,52.79999923706055
2012-10-09,53.79999923706055
2012-10-10,51.20000076293945
2012-10-11,51.20000076293945
2012-10-12,51.0
2012-10-15,53.0
2012-10-16,50.20000076293945
2012-10-17,48.400001525878906
2012-10-18,49.599998474121094
2012-10-19,36.599998474121094
2012-10-22,36.0
2012-10-23,33.599998474121094
2012-10-24,33.79999923706055
2012-10-25,35.20000076293945
2012-10-26,34.599998474121094
2012-10-31,32.0
2012-11-01,32.599998474121094
2012-11-02,32.0
2012-11-05,30.799999237060547
2012-11-06,31.200000762939453
2012-11-07,31.200000762939453
2012-11-08,30.0
2012-11-09,28.799999237060547
2012-11-12,25.799999237060547
2012-11-13,25.600000381469727
2012-11-14,25.200000762939453
2012-11-15,25.600000381469727
2012-11-16,26.799999237060547
2012-11-19,28.0
2012-11-20,27.799999237060547
2012-11-21,28.399999618530273
2012-11-23,28.799999237060547
2012-11-26,28.0
2012-11-27,29.200000762939453
2012-11-28,28.200000762939453
2012-11-29,29.0
2012-11-30,27.200000762939453
2012-12-03,26.200000762939453
2012-12-04,27.200000762939453
2012-12-05,28.0
2012-12-06,29.799999237060547
2012-12-07,28.600000381469727
2012-12-10,28.399999618530273
2012-12-11,28.799999237060547
2012-12-12,29.200000762939453
2012-12-13,28.600000381469727
2012-12-14,28.200000762939453
2012-12-17,26.799999237060547
2012-12-18,26.200000762939453
2012-12-19,26.200000762939453
2012-12-20,26.799999237060547
2012-12-21,27.0
2012-12-24,26.399999618530273
2012-12-26,26.0
2012-12-27,26.200000762939453
2012-12-28,26.600000381469727
2012-12-31,26.600000381469727
2013-01-02,27.0
2013-01-03,28.600000381469727
2013-01-04,30.799999237060547
2013-01-07,32.79999923706055
2013-01-08,31.0
2013-01-09,30.600000381469727
2013-01-10,30.799999237060547
2013-01-11,31.0
2013-01-14,31.200000762939453
2013-01-15,31.600000381469727
2013-01-16,30.799999237060547
2013-01-17,29.399999618530273
2013-01-18,29.799999237060547
2013-01-22,30.200000762939453
2013-01-23,29.799999237060547
2013-01-24,30.0
2013-01-25,29.799999237060547
2013-01-28,29.799999237060547
2013-01-29,30.600000381469727
2013-01-30,31.399999618530273
2013-01-31,31.0
2013-02-01,31.799999237060547
2013-02-04,35.79999923706055
2013-02-05,35.79999923706055
2013-02-06,37.20000076293945
2013-02-07,35.599998474121094
2013-02-08,36.20000076293945
2013-02-11,35.79999923706055
2013-02-12,34.20000076293945
2013-02-13,35.599998474121094
2013-02-14,35.599998474121094
2013-02-15,34.20000076293945
2013-02-19,34.599998474121094
2013-02-20,33.599998474121094
2013-02-21,33.0
2013-02-22,31.799999237060547
2013-02-25,32.400001525878906
2013-02-26,32.20000076293945
2013-02-27,31.600000381469727
2013-02-28,31.0
2013-03-01,30.200000762939453
2013-03-04,30.600000381469727
2013-03-05,31.399999618530273
2013-03-06,31.600000381469727
2013-03-07,31.200000762939453
2013-03-08,30.799999237060547
2013-03-11,31.200000762939453
2013-03-12,32.599998474121094
2013-03-13,32.0
2013-03-14,30.200000762939453
2013-03-15,32.79999923706055
2013-03-18,33.79999923706055
2013-03-19,35.20000076293945
2013-03-20,35.79999923706055
2013-03-21,39.0
2013-03-22,42.79999923706055
2013-03-25,40.0
2013-03-26,40.0
2013-03-27,38.0
2013-03-28,39.20000076293945
2013-04-01,38.599998474121094
2013-04-02,39.79999923706055
2013-04-03,40.79999923706055
2013-04-04,40.0
2013-04-05,39.400001525878906
2013-04-08,40.79999923706055
2013-04-09,43.20000076293945
2013-04-10,42.599998474121094
2013-04-11,41.0
2013-04-12,40.20000076293945
2013-04-15,37.79999923706055
2013-04-16,38.79999923706055
2013-04-17,37.79999923706055
2013-04-18,37.79999923706055
2013-04-19,37.20000076293945
2013-04-22,39.20000076293945
2013-04-23,38.599998474121094
2013-04-24,37.599998474121094
2013-04-25,36.79999923706055
2013-04-26,36.0
2013-04-29,36.79999923706055
2013-04-30,35.599998474121094
2013-05-01,33.400001525878906
2013-05-02,34.20000076293945
2013-05-03,35.400001525878906
2013-05-06,36.599998474121094
2013-05-07,36.400001525878906
2013-05-08,36.400001525878906
2013-05-09,34.20000076293945
2013-05-10,32.400001525878906
2013-05-13,30.799999237060547
2013-05-14,31.600000381469727
2013-05-15,32.20000076293945
2013-05-16,31.200000762939453
2013-05-17,32.599998474121094
2013-05-20,32.20000076293945
2013-05-21,31.799999237060547
2013-05-22,32.0
2013-05-23,32.79999923706055
2013-05-24,33.20000076293945
2013-05-28,32.400001525878906
2013-05-29,32.20000076293945
2013-05-30,31.399999618530273
2013-05-31,31.399999618530273
2013-06-03,30.799999237060547
2013-06-04,30.600000381469727
2013-06-05,30.0
2013-06-06,31.799999237060547
2013-06-07,32.0
2013-06-10,32.599998474121094
2013-06-11,31.399999618530273
2013-06-12,31.799999237060547
2013-06-13,32.20000076293945
2013-06-14,31.600000381469727
2013-06-17,31.600000381469727
2013-06-18,30.200000762939453
2013-06-19,29.799999237060547
2013-06-20,29.799999237060547
2013-06-21,29.600000381469727
2013-06-24,30.0
2013-06-25,31.200000762939453
2013-06-26,31.0
2013-06-27,30.600000381469727
2013-06-28,31.600000381469727
2013-07-01,30.200000762939453
2013-07-02,30.799999237060547
2013-07-03,30.0
2013-07-05,30.200000762939453
2013-07-08,31.200000762939453
2013-07-09,31.600000381469727
2013-07-10,32.0
2013-07-11,31.600000381469727
2013-07-12,32.20000076293945
2013-07-15,33.0
2013-07-16,32.599998474121094
2013-07-17,32.599998474121094
2013-07-18,32.400001525878906
2013-07-19,32.0
2013-07-22,33.20000076293945
2013-07-23,32.0
2013-07-24,32.0
2013-07-25,33.400001525878906
2013-07-26,33.20000076293945
2013-07-29,33.0
2013-07-30,32.0
2013-07-31,33.400001525878906
2013-08-01,34.400001525878906
2013-08-02,33.20000076293945
2013-08-05,33.400001525878906
2013-08-06,33.79999923706055
2013-08-07,34.0
2013-08-08,34.599998474121094
2013-08-09,35.0
2013-08-12,34.0
2013-08-13,33.400001525878906
2013-08-14,32.79999923706055
2013-08-15,33.400001525878906
2013-08-16,33.599998474121094
2013-08-19,32.79999923706055
2013-08-20,32.599998474121094
2013-08-21,32.79999923706055
2013-08-22,33.20000076293945
2013-08-23,33.0
2013-08-26,35.0
2013-08-27,34.599998474121094
2013-08-28,35.400001525878906
2013-08-29,35.79999923706055
2013-08-30,34.400001525878906
2013-09-03,34.20000076293945
2013-09-04,33.0
2013-09-05,34.400001525878906
2013-09-06,34.0
2013-09-09,35.0
2013-09-10,34.599998474121094
2013-09-11,34.400001525878906
2013-09-12,33.400001525878906
2013-09-13,34.599998474121094
2013-09-16,33.400001525878906
2013-09-17,34.400001525878906
2013-09-18,33.0
2013-09-19,33.400001525878906
2013-09-20,32.79999923706055
2013-09-23,33.0
2013-09-24,32.0
2013-09-25,32.20000076293945
2013-09-26,32.0
2013-09-27,32.0
2013-09-30,31.399999618530273
2013-10-01,31.200000762939453
2013-10-02,33.400001525878906
2013-10-03,32.400001525878906
2013-10-04,32.0
2013-10-07,32.20000076293945
2013-10-08,32.400001525878906
2013-10-09,31.200000762939453
2013-10-10,32.0
2013-10-11,32.0
2013-10-14,31.0
2013-10-15,30.799999237060547
2013-10-16,32.599998474121094
2013-10-17,31.399999618530273
2013-10-18,31.0
2013-10-21,30.600000381469727
2013-10-22,29.200000762939453
2013-10-23,28.399999618530273
2013-10-24,27.799999237060547
2013-10-25,28.0
2013-10-28,28.600000381469727
2013-10-29,28.600000381469727
2013-10-30,27.399999618530273
2013-10-31,27.600000381469727
2013-11-01,28.0
2013-11-04,28.200000762939453
2013-11-05,27.399999618530273
2013-11-06,27.399999618530273
2013-11-07,26.600000381469727
2013-11-08,27.0
2013-11-11,29.200000762939453
2013-11-12,28.799999237060547
2013-11-13,29.200000762939453
2013-11-14,28.799999237060547
2013-11-15,28.799999237060547
2013-11-18,28.399999618530273
2013-11-19,27.600000381469727
2013-11-20,28.600000381469727
2013-11-21,28.0
2013-11-22,27.600000381469727
2013-11-25,26.799999237060547
2013-11-26,26.799999237060547
2013-11-27,27.200000762939453
2013-11-29,26.600000381469727
2013-12-02,25.799999237060547
2013-12-03,25.200000762939453
2013-12-04,24.799999237060547
2013-12-05,23.799999237060547
2013-12-06,24.600000381469727
2013-12-09,24.0
2013-12-10,23.799999237060547
2013-12-11,23.799999237060547
2013-12-12,22.600000381469727
2013-12-13,22.799999237060547
2013-12-16,22.200000762939453
2013-12-17,21.399999618530273
2013-12-18,19.799999237060547
2013-12-19,21.200000762939453
2013-12-20,21.0
2013-12-23,21.600000381469727
2013-12-24,22.0
2013-12-26,22.600000381469727
2013-12-27,22.600000381469727
2013-12-30,22.399999618530273
2013-12-31,23.399999618530273
2014-01-02,23.600000381469727
2014-01-03,24.0
2014-01-06,23.600000381469727
2014-01-07,24.799999237060547
2014-01-08,24.399999618530273
2014-01-09,24.600000381469727
2014-01-10,24.399999618530273
2014-01-13,24.600000381469727
2014-01-14,24.200000762939453
2014-01-15,24.200000762939453
2014-01-16,23.799999237060547
2014-01-17,23.0
2014-01-21,22.799999237060547
2014-01-22,22.600000381469727
2014-01-23,15.0
2014-01-24,13.800000190734863
2014-01-27,13.600000381469727
2014-01-28,13.399999618530273
2014-01-29,13.800000190734863
2014-01-30,13.600000381469727
2014-01-31,13.199999809265137
2014-02-03,13.199999809265137
2014-02-04,12.800000190734863
2014-02-05,13.199999809265137
2014-02-06,13.199999809265137
2014-02-07,13.600000381469727
2014-02-10,14.399999618530273
2014-02-11,15.0
2014-02-12,14.800000190734863
2014-02-13,14.399999618530273
2014-02-14,14.0
2014-02-18,14.600000381469727
2014-02-19,14.399999618530273
2014-02-20,13.800000190734863
2014-02-21,13.800000190734863
2014-02-24,13.600000381469727
2014-02-25,13.600000381469727
2014-02-26,13.800000190734863
2014-02-27,14.600000381469727
2014-02-28,14.0
2014-03-03,13.800000190734863
2014-03-04,14.399999618530273
2014-03-05,15.0
2014-03-06,14.800000190734863
2014-03-07,14.399999618530273
2014-03-10,14.399999618530273
2014-03-11,13.600000381469727
2014-03-12,13.800000190734863
2014-03-13,13.600000381469727
2014-03-14,13.399999618530273
2014-03-17,13.800000190734863
2014-03-18,14.399999618530273
2014-03-19,14.399999618530273
2014-03-20,16.200000762939453
2014-03-21,15.0
2014-03-24,14.399999618530273
2014-03-25,13.800000190734863
2014-03-26,13.800000190734863
2014-03-27,14.0
2014-03-28,13.399999618530273
2014-03-31,13.600000381469727
2014-04-01,14.600000381469727
2014-04-02,15.600000381469727
2014-04-03,14.600000381469727
2014-04-04,14.399999618530273
2014-04-07,14.0
2014-04-08,14.0
2014-04-09,14.199999809265137
2014-04-10,13.600000381469727
2014-04-11,13.600000381469727
2014-04-14,13.399999618530273
2014-04-15,12.0
2014-04-16,12.600000381469727
2014-04-17,12.0
2014-04-21,12.600000381469727
2014-04-22,13.0
2014-04-23,12.600000381469727
2014-04-24,12.800000190734863
2014-04-25,12.399999618530273
2014-04-28,12.600000381469727
2014-04-29,12.600000381469727
2014-04-30,12.399999618530273
2014-05-01,12.199999809265137
2014-05-02,12.0
2014-05-05,12.199999809265137
2014-05-06,11.600000381469727
2014-05-07,11.199999809265137
2014-05-08,11.199999809265137
2014-05-09,11.199999809265137
2014-05-12,11.199999809265137
2014-05-13,11.0
2014-05-14,11.0
2014-05-15,12.0
2014-05-16,11.199999809265137
2014-05-19,11.0
2014-05-20,11.399999618530273
2014-05-21,11.199999809265137
2014-05-22,11.399999618530273
2014-05-23,11.399999618530273
2014-05-27,11.800000190734863
2014-05-28,11.399999618530273
2014-05-29,11.600000381469727
2014-05-30,11.600000381469727
2014-06-02,11.0
2014-06-03,11.199999809265137
2014-06-04,10.399999618530273
2014-06-05,10.0
2014-06-06,9.399999618530273
2014-06-09,9.800000190734863
2014-06-10,9.800000190734863
2014-06-11,9.800000190734863
2014-06-12,10.399999618530273
2014-06-13,10.600000381469727
2014-06-16,10.399999618530273
2014-06-17,10.600000381469727
2014-06-18,10.600000381469727
2014-06-19,10.600000381469727
2014-06-20,10.600000381469727
2014-06-23,10.800000190734863
2014-06-24,10.399999618530273
2014-06-25,10.399999618530273
2014-06-26,10.399999618530273
2014-06-27,9.199999809265137
2014-06-30,9.600000381469727
2014-07-01,9.800000190734863
2014-07-02,9.399999618530273
2014-07-03,10.0
2014-07-07,10.199999809265137
2014-07-08,9.800000190734863
2014-07-09,10.199999809265137
2014-07-10,10.0
2014-07-11,10.0
2014-07-14,10.0
2014-07-15,9.800000190734863
2014-07-16,9.600000381469727
2014-07-17,9.399999618530273
2014-07-18,9.199999809265137
2014-07-21,9.199999809265137
2014-07-22,9.399999618530273
2014-07-23,9.399999618530273
2014-07-24,9.399999618530273
