,CWST
2009-12-24,4.400000095367432
2009-12-28,4.199999809265137
2009-12-29,4.050000190734863
2009-12-30,4.039999961853027
2009-12-31,4.019999980926514
2010-01-04,4.349999904632568
2010-01-05,4.300000190734863
2010-01-06,4.340000152587891
2010-01-07,4.360000133514404
2010-01-08,4.409999847412109
2010-01-11,4.400000095367432
2010-01-12,4.510000228881836
2010-01-13,4.610000133514404
2010-01-14,4.690000057220459
2010-01-15,4.789999961853027
2010-01-19,4.710000038146973
2010-01-20,4.75
2010-01-21,4.659999847412109
2010-01-22,4.650000095367432
2010-01-25,4.619999885559082
2010-01-26,4.579999923706055
2010-01-27,4.440000057220459
2010-01-28,4.510000228881836
2010-01-29,4.349999904632568
2010-02-01,4.380000114440918
2010-02-02,4.340000152587891
2010-02-03,4.239999771118164
2010-02-04,4.230000019073486
2010-02-05,4.21999979019165
2010-02-08,4.210000038146973
2010-02-09,4.409999847412109
2010-02-10,4.239999771118164
2010-02-11,4.46999979019165
2010-02-12,4.480000019073486
2010-02-16,4.400000095367432
2010-02-17,4.409999847412109
2010-02-18,4.659999847412109
2010-02-19,4.71999979019165
2010-02-22,4.71999979019165
2010-02-23,4.78000020980835
2010-02-24,4.769999980926514
2010-02-25,4.710000038146973
2010-02-26,4.53000020980835
2010-03-01,4.800000190734863
2010-03-02,4.789999961853027
2010-03-03,4.800000190734863
2010-03-04,4.71999979019165
2010-03-05,4.75
2010-03-08,4.840000152587891
2010-03-09,4.929999828338623
2010-03-10,4.900000095367432
2010-03-11,4.949999809265137
2010-03-12,5.139999866485596
2010-03-15,5.119999885559082
2010-03-16,5.139999866485596
2010-03-17,5.179999828338623
2010-03-18,5.099999904632568
2010-03-19,4.849999904632568
2010-03-22,4.829999923706055
2010-03-23,4.840000152587891
2010-03-24,4.820000171661377
2010-03-25,4.949999809265137
2010-03-26,5.019999980926514
2010-03-29,5.010000228881836
2010-03-30,5.039999961853027
2010-03-31,5.03000020980835
2010-04-01,5.099999904632568
2010-04-05,5.199999809265137
2010-04-06,5.230000019073486
2010-04-07,5.150000095367432
2010-04-08,5.190000057220459
2010-04-09,5.179999828338623
2010-04-12,5.179999828338623
2010-04-13,5.170000076293945
2010-04-14,5.070000171661377
2010-04-15,5.130000114440918
2010-04-16,5.079999923706055
2010-04-19,5.050000190734863
2010-04-20,5.059999942779541
2010-04-21,5.070000171661377
2010-04-22,5.059999942779541
2010-04-23,5.079999923706055
2010-04-26,5.039999961853027
2010-04-27,4.960000038146973
2010-04-28,4.940000057220459
2010-04-29,5.079999923706055
2010-04-30,5.159999847412109
2010-05-03,5.300000190734863
2010-05-04,5.050000190734863
2010-05-05,5.03000020980835
2010-05-06,4.659999847412109
2010-05-07,4.46999979019165
2010-05-10,4.829999923706055
2010-05-11,5.079999923706055
2010-05-12,5.199999809265137
2010-05-13,5.199999809265137
2010-05-14,5.059999942779541
2010-05-17,5.019999980926514
2010-05-18,4.980000019073486
2010-05-19,4.75
2010-05-20,4.409999847412109
2010-05-21,4.300000190734863
2010-05-24,4.380000114440918
2010-05-25,4.150000095367432
2010-05-26,4.28000020980835
2010-05-27,4.369999885559082
2010-05-28,4.489999771118164
2010-06-01,4.170000076293945
2010-06-02,4.179999828338623
2010-06-03,4.159999847412109
2010-06-04,4.139999866485596
2010-06-07,4.050000190734863
2010-06-08,3.549999952316284
2010-06-09,3.4700000286102295
2010-06-10,3.4600000381469727
2010-06-11,4.0
2010-06-14,4.409999847412109
2010-06-15,4.449999809265137
2010-06-16,4.199999809265137
2010-06-17,4.28000020980835
2010-06-18,4.309999942779541
2010-06-21,4.039999961853027
2010-06-22,3.9800000190734863
2010-06-23,4.050000190734863
2010-06-24,3.869999885559082
2010-06-25,4.110000133514404
2010-06-28,3.8299999237060547
2010-06-29,3.7300000190734863
2010-06-30,3.819999933242798
2010-07-01,3.690000057220459
2010-07-02,3.9000000953674316
2010-07-06,3.809999942779541
2010-07-07,3.799999952316284
2010-07-08,3.869999885559082
2010-07-09,4.03000020980835
2010-07-12,4.039999961853027
2010-07-13,3.9700000286102295
2010-07-14,3.9000000953674316
2010-07-15,3.9600000381469727
2010-07-16,3.690000057220459
2010-07-19,3.7799999713897705
2010-07-20,3.930000066757202
2010-07-21,3.7300000190734863
2010-07-22,4.039999961853027
2010-07-23,4.139999866485596
2010-07-26,4.380000114440918
2010-07-27,4.420000076293945
2010-07-28,4.320000171661377
2010-07-29,4.190000057220459
2010-07-30,3.990000009536743
2010-08-02,3.9700000286102295
2010-08-03,3.9600000381469727
2010-08-04,4.0
2010-08-05,3.9800000190734863
2010-08-06,3.930000066757202
2010-08-09,4.179999828338623
2010-08-10,4.070000171661377
2010-08-11,3.8499999046325684
2010-08-12,3.990000009536743
2010-08-13,4.0
2010-08-16,3.9200000762939453
2010-08-17,4.119999885559082
2010-08-18,4.110000133514404
2010-08-19,4.010000228881836
2010-08-20,4.110000133514404
2010-08-23,4.099999904632568
2010-08-24,4.159999847412109
2010-08-25,4.179999828338623
2010-08-26,4.25
2010-08-27,4.340000152587891
2010-08-30,4.139999866485596
2010-08-31,4.440000057220459
2010-09-01,4.539999961853027
2010-09-02,4.400000095367432
2010-09-03,4.550000190734863
2010-09-07,4.480000019073486
2010-09-08,4.440000057220459
2010-09-09,4.320000171661377
2010-09-10,4.389999866485596
2010-09-13,4.489999771118164
2010-09-14,4.429999828338623
2010-09-15,4.400000095367432
2010-09-16,4.349999904632568
2010-09-17,4.190000057220459
2010-09-20,4.400000095367432
2010-09-21,4.400000095367432
2010-09-22,4.260000228881836
2010-09-23,4.239999771118164
2010-09-24,4.309999942779541
2010-09-27,4.369999885559082
2010-09-28,4.429999828338623
2010-09-29,4.369999885559082
2010-09-30,4.199999809265137
2010-10-01,4.389999866485596
2010-10-04,4.409999847412109
2010-10-05,4.480000019073486
2010-10-06,4.610000133514404
2010-10-07,4.630000114440918
2010-10-08,4.690000057220459
2010-10-11,4.75
2010-10-12,4.809999942779541
2010-10-13,4.920000076293945
2010-10-14,4.940000057220459
2010-10-15,4.849999904632568
2010-10-18,4.96999979019165
2010-10-19,4.800000190734863
2010-10-20,4.869999885559082
2010-10-21,4.900000095367432
2010-10-22,4.960000038146973
2010-10-25,4.880000114440918
2010-10-26,4.849999904632568
2010-10-27,4.769999980926514
2010-10-28,4.880000114440918
2010-10-29,4.929999828338623
2010-11-01,4.710000038146973
2010-11-02,4.769999980926514
2010-11-03,4.789999961853027
2010-11-04,4.869999885559082
2010-11-05,4.869999885559082
2010-11-08,4.889999866485596
2010-11-09,4.869999885559082
2010-11-10,4.710000038146973
2010-11-11,4.659999847412109
2010-11-12,4.659999847412109
2010-11-15,4.769999980926514
2010-11-16,4.659999847412109
2010-11-17,4.590000152587891
2010-11-18,4.539999961853027
2010-11-19,4.570000171661377
2010-11-22,4.449999809265137
2010-11-23,4.369999885559082
2010-11-24,4.510000228881836
2010-11-26,4.539999961853027
2010-11-29,4.590000152587891
2010-11-30,4.559999942779541
2010-12-01,4.449999809265137
2010-12-02,5.010000228881836
2010-12-03,5.039999961853027
2010-12-06,5.179999828338623
2010-12-07,5.519999980926514
2010-12-08,5.860000133514404
2010-12-09,5.980000019073486
2010-12-10,6.269999980926514
2010-12-13,6.699999809265137
2010-12-14,6.78000020980835
2010-12-15,6.559999942779541
2010-12-16,6.739999771118164
2010-12-17,6.690000057220459
2010-12-20,6.849999904632568
2010-12-21,6.849999904632568
2010-12-22,6.809999942779541
2010-12-23,6.96999979019165
2010-12-27,7.099999904632568
2010-12-28,7.059999942779541
2010-12-29,7.190000057220459
2010-12-30,7.079999923706055
2010-12-31,7.090000152587891
2011-01-03,7.199999809265137
2011-01-04,6.889999866485596
2011-01-05,7.21999979019165
2011-01-06,7.050000190734863
2011-01-07,6.900000095367432
2011-01-10,6.559999942779541
2011-01-11,6.650000095367432
2011-01-12,6.769999980926514
2011-01-13,6.860000133514404
2011-01-14,7.159999847412109
2011-01-18,6.800000190734863
2011-01-19,6.46999979019165
2011-01-20,6.340000152587891
2011-01-21,6.260000228881836
2011-01-24,7.539999961853027
2011-01-25,8.039999961853027
2011-01-26,8.130000114440918
2011-01-27,8.010000228881836
2011-01-28,7.699999809265137
2011-01-31,8.020000457763672
2011-02-01,8.1899995803833
2011-02-02,8.0
2011-02-03,8.020000457763672
2011-02-04,7.849999904632568
2011-02-07,7.670000076293945
2011-02-08,7.46999979019165
2011-02-09,7.409999847412109
2011-02-10,7.380000114440918
2011-02-11,7.539999961853027
2011-02-14,7.440000057220459
2011-02-15,7.269999980926514
2011-02-16,7.409999847412109
2011-02-17,7.5
2011-02-18,7.5
2011-02-22,7.079999923706055
2011-02-23,7.099999904632568
2011-02-24,6.960000038146973
2011-02-25,7.480000019073486
2011-02-28,7.329999923706055
2011-03-01,7.079999923706055
2011-03-02,7.010000228881836
2011-03-03,7.0
2011-03-04,7.050000190734863
2011-03-07,6.940000057220459
2011-03-08,7.119999885559082
2011-03-09,7.090000152587891
2011-03-10,6.980000019073486
2011-03-11,6.940000057220459
2011-03-14,7.150000095367432
2011-03-15,6.900000095367432
2011-03-16,6.960000038146973
2011-03-17,6.769999980926514
2011-03-18,6.659999847412109
2011-03-21,7.0
2011-03-22,6.809999942779541
2011-03-23,6.940000057220459
2011-03-24,7.019999980926514
2011-03-25,7.110000133514404
2011-03-28,7.090000152587891
2011-03-29,7.110000133514404
2011-03-30,7.170000076293945
2011-03-31,7.170000076293945
2011-04-01,7.119999885559082
2011-04-04,6.989999771118164
2011-04-05,6.960000038146973
2011-04-06,6.880000114440918
2011-04-07,6.849999904632568
2011-04-08,6.539999961853027
2011-04-11,6.679999828338623
2011-04-12,6.46999979019165
2011-04-13,6.400000095367432
2011-04-14,6.949999809265137
2011-04-15,6.980000019073486
2011-04-18,6.710000038146973
2011-04-19,6.900000095367432
2011-04-20,7.079999923706055
2011-04-21,6.920000076293945
2011-04-25,6.739999771118164
2011-04-26,6.670000076293945
2011-04-27,6.559999942779541
2011-04-28,6.489999771118164
2011-04-29,6.760000228881836
2011-05-02,6.920000076293945
2011-05-03,6.760000228881836
2011-05-04,6.539999961853027
2011-05-05,6.409999847412109
2011-05-06,6.610000133514404
2011-05-09,6.519999980926514
2011-05-10,6.650000095367432
2011-05-11,6.360000133514404
2011-05-12,6.349999904632568
2011-05-13,6.190000057220459
2011-05-16,6.110000133514404
2011-05-17,6.059999942779541
2011-05-18,6.090000152587891
2011-05-19,6.239999771118164
2011-05-20,6.300000190734863
2011-05-23,6.070000171661377
2011-05-24,5.980000019073486
2011-05-25,5.989999771118164
2011-05-26,6.170000076293945
2011-05-27,6.010000228881836
2011-05-31,6.300000190734863
2011-06-01,6.139999866485596
2011-06-02,6.03000020980835
2011-06-03,5.860000133514404
2011-06-06,5.800000190734863
2011-06-07,5.920000076293945
2011-06-08,5.769999980926514
2011-06-09,5.659999847412109
2011-06-10,5.599999904632568
2011-06-13,5.480000019073486
2011-06-14,6.059999942779541
2011-06-15,5.820000171661377
2011-06-16,5.559999942779541
2011-06-17,5.449999809265137
2011-06-20,5.429999828338623
2011-06-21,5.420000076293945
2011-06-22,5.389999866485596
2011-06-23,5.269999980926514
2011-06-24,5.46999979019165
2011-06-27,5.96999979019165
2011-06-28,6.150000095367432
2011-06-29,5.949999809265137
2011-06-30,6.099999904632568
2011-07-01,6.130000114440918
2011-07-05,6.269999980926514
2011-07-06,6.400000095367432
2011-07-07,6.699999809265137
2011-07-08,6.710000038146973
2011-07-11,6.389999866485596
2011-07-12,6.409999847412109
2011-07-13,6.559999942779541
2011-07-14,6.369999885559082
2011-07-15,6.380000114440918
2011-07-18,6.409999847412109
2011-07-19,6.489999771118164
2011-07-20,6.420000076293945
2011-07-21,6.539999961853027
2011-07-22,6.5
2011-07-25,6.449999809265137
2011-07-26,6.340000152587891
2011-07-27,6.039999961853027
2011-07-28,6.099999904632568
2011-07-29,6.289999961853027
2011-08-01,6.239999771118164
2011-08-02,5.960000038146973
2011-08-03,5.900000095367432
2011-08-04,5.639999866485596
2011-08-05,5.360000133514404
2011-08-08,4.730000019073486
2011-08-09,5.090000152587891
2011-08-10,4.599999904632568
2011-08-11,5.289999961853027
2011-08-12,5.460000038146973
2011-08-15,5.639999866485596
2011-08-16,5.349999904632568
2011-08-17,5.300000190734863
2011-08-18,4.940000057220459
2011-08-19,4.809999942779541
2011-08-22,4.739999771118164
2011-08-23,5.150000095367432
2011-08-24,5.329999923706055
2011-08-25,5.019999980926514
2011-08-26,5.139999866485596
2011-08-29,5.550000190734863
2011-08-30,5.789999961853027
2011-08-31,5.739999771118164
2011-09-01,6.050000190734863
2011-09-02,5.599999904632568
2011-09-06,5.739999771118164
2011-09-07,6.130000114440918
2011-09-08,5.860000133514404
2011-09-09,5.710000038146973
2011-09-12,5.519999980926514
2011-09-13,5.579999923706055
2011-09-14,5.829999923706055
2011-09-15,5.800000190734863
2011-09-16,6.039999961853027
2011-09-19,5.840000152587891
2011-09-20,5.71999979019165
2011-09-21,5.480000019073486
2011-09-22,5.239999771118164
2011-09-23,5.420000076293945
2011-09-26,5.519999980926514
2011-09-27,5.650000095367432
2011-09-28,5.309999942779541
2011-09-29,5.300000190734863
2011-09-30,5.260000228881836
2011-10-03,5.159999847412109
2011-10-04,5.519999980926514
2011-10-05,5.599999904632568
2011-10-06,5.639999866485596
2011-10-07,5.510000228881836
2011-10-10,5.659999847412109
2011-10-11,5.829999923706055
2011-10-12,5.920000076293945
2011-10-13,5.909999847412109
2011-10-14,6.03000020980835
2011-10-17,5.789999961853027
2011-10-18,6.059999942779541
2011-10-19,5.960000038146973
2011-10-20,5.920000076293945
2011-10-21,5.989999771118164
2011-10-24,6.190000057220459
2011-10-25,6.510000228881836
2011-10-26,6.449999809265137
2011-10-27,6.769999980926514
2011-10-28,6.550000190734863
2011-10-31,6.28000020980835
2011-11-01,5.869999885559082
2011-11-02,6.090000152587891
2011-11-03,6.389999866485596
2011-11-04,6.199999809265137
2011-11-07,6.210000038146973
2011-11-08,6.400000095367432
2011-11-09,5.920000076293945
2011-11-10,6.110000133514404
2011-11-11,6.139999866485596
2011-11-14,6.050000190734863
2011-11-15,6.139999866485596
2011-11-16,6.050000190734863
2011-11-17,5.989999771118164
2011-11-18,6.03000020980835
2011-11-21,5.690000057220459
2011-11-22,5.670000076293945
2011-11-23,5.559999942779541
2011-11-25,5.5
2011-11-28,6.010000228881836
2011-11-29,5.760000228881836
2011-11-30,6.21999979019165
2011-12-01,6.0
2011-12-02,6.090000152587891
2011-12-05,6.179999828338623
2011-12-06,6.409999847412109
2011-12-07,6.449999809265137
2011-12-08,6.25
2011-12-09,6.489999771118164
2011-12-12,6.329999923706055
2011-12-13,6.25
2011-12-14,6.269999980926514
2011-12-15,6.289999961853027
2011-12-16,6.139999866485596
2011-12-19,5.920000076293945
2011-12-20,6.210000038146973
2011-12-21,6.5
2011-12-22,6.619999885559082
2011-12-23,6.690000057220459
2011-12-27,6.590000152587891
2011-12-28,6.309999942779541
2011-12-29,6.289999961853027
2011-12-30,6.400000095367432
2012-01-03,6.599999904632568
2012-01-04,6.449999809265137
2012-01-05,6.429999828338623
2012-01-06,6.420000076293945
2012-01-09,6.429999828338623
2012-01-10,6.809999942779541
2012-01-11,6.860000133514404
2012-01-12,6.840000152587891
2012-01-13,6.809999942779541
2012-01-17,7.0
2012-01-18,7.0
2012-01-19,6.949999809265137
2012-01-20,6.980000019073486
2012-01-23,6.949999809265137
2012-01-24,6.849999904632568
2012-01-25,7.0
2012-01-26,6.900000095367432
2012-01-27,6.880000114440918
2012-01-30,6.860000133514404
2012-01-31,6.860000133514404
2012-02-01,6.949999809265137
2012-02-02,6.900000095367432
2012-02-03,7.0
2012-02-06,7.059999942779541
2012-02-07,7.079999923706055
2012-02-08,7.090000152587891
2012-02-09,7.019999980926514
2012-02-10,6.900000095367432
2012-02-13,6.900000095367432
2012-02-14,6.880000114440918
2012-02-15,6.820000171661377
2012-02-16,6.800000190734863
2012-02-17,6.75
2012-02-21,6.699999809265137
2012-02-22,6.699999809265137
2012-02-23,6.75
2012-02-24,6.619999885559082
2012-02-27,6.630000114440918
2012-02-28,6.760000228881836
2012-02-29,6.550000190734863
2012-03-01,6.349999904632568
2012-03-02,6.25
2012-03-05,6.260000228881836
2012-03-06,6.21999979019165
2012-03-07,6.21999979019165
2012-03-08,6.260000228881836
2012-03-09,6.239999771118164
2012-03-12,6.25
2012-03-13,6.389999866485596
2012-03-14,6.420000076293945
2012-03-15,6.309999942779541
2012-03-16,6.320000171661377
2012-03-19,6.28000020980835
2012-03-20,6.360000133514404
2012-03-21,6.309999942779541
2012-03-22,6.340000152587891
2012-03-23,6.349999904632568
2012-03-26,6.599999904632568
2012-03-27,6.510000228881836
2012-03-28,6.349999904632568
2012-03-29,6.300000190734863
2012-03-30,6.230000019073486
2012-04-02,6.369999885559082
2012-04-03,6.289999961853027
2012-04-04,6.289999961853027
2012-04-05,6.400000095367432
2012-04-09,6.289999961853027
2012-04-10,6.300000190734863
2012-04-11,6.559999942779541
2012-04-12,6.679999828338623
2012-04-13,6.340000152587891
2012-04-16,6.420000076293945
2012-04-17,6.539999961853027
2012-04-18,6.329999923706055
2012-04-19,6.199999809265137
2012-04-20,6.159999847412109
2012-04-23,5.880000114440918
2012-04-24,5.980000019073486
2012-04-25,6.090000152587891
2012-04-26,6.239999771118164
2012-04-27,6.320000171661377
2012-04-30,6.03000020980835
2012-05-01,5.699999809265137
2012-05-02,5.559999942779541
2012-05-03,5.539999961853027
2012-05-04,5.590000152587891
2012-05-07,5.800000190734863
2012-05-08,5.929999828338623
2012-05-09,5.900000095367432
2012-05-10,6.050000190734863
2012-05-11,5.829999923706055
2012-05-14,5.599999904632568
2012-05-15,5.78000020980835
2012-05-16,5.659999847412109
2012-05-17,5.559999942779541
2012-05-18,5.53000020980835
2012-05-21,5.619999885559082
2012-05-22,5.300000190734863
2012-05-23,5.380000114440918
2012-05-24,5.380000114440918
2012-05-25,5.340000152587891
2012-05-29,5.360000133514404
2012-05-30,5.170000076293945
2012-05-31,5.059999942779541
2012-06-01,4.889999866485596
2012-06-04,4.880000114440918
2012-06-05,5.110000133514404
2012-06-06,5.420000076293945
2012-06-07,5.5
2012-06-08,5.519999980926514
2012-06-11,5.25
2012-06-12,5.360000133514404
2012-06-13,5.269999980926514
2012-06-14,5.239999771118164
2012-06-15,5.389999866485596
2012-06-18,5.360000133514404
2012-06-19,5.409999847412109
2012-06-20,5.400000095367432
2012-06-21,5.230000019073486
2012-06-22,5.480000019073486
2012-06-25,5.300000190734863
2012-06-26,5.389999866485596
2012-06-27,5.400000095367432
2012-06-28,5.480000019073486
2012-06-29,5.849999904632568
2012-07-02,5.440000057220459
2012-07-03,5.369999885559082
2012-07-05,5.360000133514404
2012-07-06,5.260000228881836
2012-07-09,5.190000057220459
2012-07-10,5.159999847412109
2012-07-11,5.25
2012-07-12,5.300000190734863
2012-07-13,5.46999979019165
2012-07-16,5.409999847412109
2012-07-17,5.329999923706055
2012-07-18,5.25
2012-07-19,5.210000038146973
2012-07-20,5.110000133514404
2012-07-23,5.050000190734863
2012-07-24,5.050000190734863
2012-07-25,5.059999942779541
2012-07-26,5.079999923706055
2012-07-27,5.059999942779541
2012-07-30,5.050000190734863
2012-07-31,5.050000190734863
2012-08-01,5.050000190734863
2012-08-02,5.119999885559082
2012-08-03,5.369999885559082
2012-08-06,5.320000171661377
2012-08-07,5.170000076293945
2012-08-08,5.059999942779541
2012-08-09,4.889999866485596
2012-08-10,4.460000038146973
2012-08-13,4.199999809265137
2012-08-14,4.159999847412109
2012-08-15,4.150000095367432
2012-08-16,4.519999980926514
2012-08-17,4.739999771118164
2012-08-20,4.809999942779541
2012-08-21,4.610000133514404
2012-08-22,4.730000019073486
2012-08-23,4.699999809265137
2012-08-24,4.699999809265137
2012-08-27,4.800000190734863
2012-08-28,4.860000133514404
2012-08-29,5.019999980926514
2012-08-30,4.860000133514404
2012-08-31,4.809999942779541
2012-09-04,4.639999866485596
2012-09-05,4.610000133514404
2012-09-06,4.699999809265137
2012-09-07,4.739999771118164
2012-09-10,4.739999771118164
2012-09-11,4.659999847412109
2012-09-12,4.880000114440918
2012-09-13,4.75
2012-09-14,4.909999847412109
2012-09-17,5.019999980926514
2012-09-18,5.090000152587891
2012-09-19,5.170000076293945
2012-09-20,5.099999904632568
2012-09-21,5.289999961853027
2012-09-24,4.869999885559082
2012-09-25,4.75
2012-09-26,4.539999961853027
2012-09-27,4.329999923706055
2012-09-28,4.269999980926514
2012-10-01,4.349999904632568
2012-10-02,4.389999866485596
2012-10-03,4.360000133514404
2012-10-04,4.349999904632568
2012-10-05,4.340000152587891
2012-10-08,4.289999961853027
2012-10-09,4.340000152587891
2012-10-10,4.440000057220459
2012-10-11,4.570000171661377
2012-10-12,4.570000171661377
2012-10-15,4.539999961853027
2012-10-16,4.53000020980835
2012-10-17,4.650000095367432
2012-10-18,4.639999866485596
2012-10-19,4.599999904632568
2012-10-22,4.539999961853027
2012-10-23,4.559999942779541
2012-10-24,4.480000019073486
2012-10-25,4.559999942779541
2012-10-26,4.519999980926514
2012-10-31,4.579999923706055
2012-11-01,4.610000133514404
2012-11-02,4.510000228881836
2012-11-05,4.5
2012-11-06,4.53000020980835
2012-11-07,4.409999847412109
2012-11-08,4.400000095367432
2012-11-09,4.429999828338623
2012-11-12,4.460000038146973
2012-11-13,4.519999980926514
2012-11-14,4.489999771118164
2012-11-15,4.340000152587891
2012-11-16,4.300000190734863
2012-11-19,4.429999828338623
2012-11-20,4.53000020980835
2012-11-21,4.460000038146973
2012-11-23,4.489999771118164
2012-11-26,4.590000152587891
2012-11-27,4.630000114440918
2012-11-28,4.460000038146973
2012-11-29,4.480000019073486
2012-11-30,4.420000076293945
2012-12-03,4.309999942779541
2012-12-04,4.070000171661377
2012-12-05,4.0
2012-12-06,4.239999771118164
2012-12-07,4.150000095367432
2012-12-10,4.199999809265137
2012-12-11,4.210000038146973
2012-12-12,4.25
2012-12-13,4.230000019073486
2012-12-14,4.199999809265137
2012-12-17,4.230000019073486
2012-12-18,4.400000095367432
2012-12-19,4.429999828338623
2012-12-20,4.46999979019165
2012-12-21,4.599999904632568
2012-12-24,4.610000133514404
2012-12-26,4.380000114440918
2012-12-27,4.239999771118164
2012-12-28,4.210000038146973
2012-12-31,4.380000114440918
2013-01-02,4.510000228881836
2013-01-03,4.550000190734863
2013-01-04,4.599999904632568
2013-01-07,4.429999828338623
2013-01-08,4.420000076293945
2013-01-09,4.380000114440918
2013-01-10,4.489999771118164
2013-01-11,4.460000038146973
2013-01-14,4.380000114440918
2013-01-15,4.400000095367432
2013-01-16,4.369999885559082
2013-01-17,4.429999828338623
2013-01-18,4.420000076293945
2013-01-22,4.420000076293945
2013-01-23,4.380000114440918
2013-01-24,4.429999828338623
2013-01-25,4.340000152587891
2013-01-28,4.489999771118164
2013-01-29,4.639999866485596
2013-01-30,4.5
2013-01-31,4.539999961853027
2013-02-01,4.570000171661377
2013-02-04,4.349999904632568
2013-02-05,4.460000038146973
2013-02-06,4.480000019073486
2013-02-07,4.5
2013-02-08,4.489999771118164
2013-02-11,4.550000190734863
2013-02-12,4.53000020980835
2013-02-13,4.579999923706055
2013-02-14,4.590000152587891
2013-02-15,4.599999904632568
2013-02-19,4.639999866485596
2013-02-20,4.53000020980835
2013-02-21,4.519999980926514
2013-02-22,4.639999866485596
2013-02-25,4.5
2013-02-26,4.630000114440918
2013-02-27,4.599999904632568
2013-02-28,4.679999828338623
2013-03-01,4.690000057220459
2013-03-04,4.71999979019165
2013-03-05,4.239999771118164
2013-03-06,4.260000228881836
2013-03-07,4.150000095367432
2013-03-08,4.150000095367432
2013-03-11,4.300000190734863
2013-03-12,4.21999979019165
2013-03-13,4.199999809265137
2013-03-14,4.130000114440918
2013-03-15,4.210000038146973
2013-03-18,4.28000020980835
2013-03-19,4.230000019073486
2013-03-20,4.340000152587891
2013-03-21,4.28000020980835
2013-03-22,4.360000133514404
2013-03-25,4.380000114440918
2013-03-26,4.329999923706055
2013-03-27,4.349999904632568
2013-03-28,4.369999885559082
2013-04-01,4.349999904632568
2013-04-02,4.210000038146973
2013-04-03,4.199999809265137
2013-04-04,4.329999923706055
2013-04-05,4.260000228881836
2013-04-08,4.239999771118164
2013-04-09,4.230000019073486
2013-04-10,4.239999771118164
2013-04-11,4.230000019073486
2013-04-12,4.230000019073486
2013-04-15,4.059999942779541
2013-04-16,4.190000057220459
2013-04-17,4.099999904632568
2013-04-18,4.019999980926514
2013-04-19,4.090000152587891
2013-04-22,4.019999980926514
2013-04-23,4.070000171661377
2013-04-24,4.130000114440918
2013-04-25,4.179999828338623
2013-04-26,4.150000095367432
2013-04-29,4.269999980926514
2013-04-30,4.360000133514404
2013-05-01,4.0
2013-05-02,3.990000009536743
2013-05-03,3.9800000190734863
2013-05-06,3.9700000286102295
2013-05-07,4.130000114440918
2013-05-08,4.099999904632568
2013-05-09,4.079999923706055
2013-05-10,4.03000020980835
2013-05-13,4.03000020980835
2013-05-14,4.079999923706055
2013-05-15,4.0
2013-05-16,4.059999942779541
2013-05-17,4.0
2013-05-20,4.010000228881836
2013-05-21,3.9200000762939453
2013-05-22,3.9800000190734863
2013-05-23,4.050000190734863
2013-05-24,4.0
2013-05-28,4.090000152587891
2013-05-29,4.070000171661377
2013-05-30,4.099999904632568
2013-05-31,4.010000228881836
2013-06-03,4.079999923706055
2013-06-04,4.059999942779541
2013-06-05,4.159999847412109
2013-06-06,4.079999923706055
2013-06-07,4.059999942779541
2013-06-10,4.139999866485596
2013-06-11,4.139999866485596
2013-06-12,4.010000228881836
2013-06-13,4.159999847412109
2013-06-14,4.130000114440918
2013-06-17,4.130000114440918
2013-06-18,4.199999809265137
2013-06-19,4.139999866485596
2013-06-20,4.070000171661377
2013-06-21,4.059999942779541
2013-06-24,4.0
2013-06-25,4.070000171661377
2013-06-26,4.070000171661377
2013-06-27,4.210000038146973
2013-06-28,4.309999942779541
2013-07-01,4.489999771118164
2013-07-02,4.480000019073486
2013-07-03,4.539999961853027
2013-07-05,4.510000228881836
2013-07-08,4.53000020980835
2013-07-09,4.550000190734863
2013-07-10,4.590000152587891
2013-07-11,4.619999885559082
2013-07-12,4.570000171661377
2013-07-15,4.610000133514404
2013-07-16,4.650000095367432
2013-07-17,4.679999828338623
2013-07-18,4.690000057220459
2013-07-19,4.670000076293945
2013-07-22,4.670000076293945
2013-07-23,4.769999980926514
2013-07-24,4.75
2013-07-25,4.789999961853027
2013-07-26,4.730000019073486
2013-07-29,4.71999979019165
2013-07-30,4.760000228881836
2013-07-31,4.769999980926514
2013-08-01,4.820000171661377
2013-08-02,4.849999904632568
2013-08-05,4.840000152587891
2013-08-06,4.679999828338623
2013-08-07,4.760000228881836
2013-08-08,4.769999980926514
2013-08-09,4.71999979019165
2013-08-12,4.75
2013-08-13,4.920000076293945
2013-08-14,4.880000114440918
2013-08-15,4.880000114440918
2013-08-16,4.840000152587891
2013-08-19,4.840000152587891
2013-08-20,4.840000152587891
2013-08-21,4.769999980926514
2013-08-22,4.829999923706055
2013-08-23,4.840000152587891
2013-08-26,4.909999847412109
2013-08-27,4.860000133514404
2013-08-28,4.949999809265137
2013-08-29,5.190000057220459
2013-08-30,5.269999980926514
2013-09-03,5.340000152587891
2013-09-04,5.420000076293945
2013-09-05,5.489999771118164
2013-09-06,5.5
2013-09-09,5.679999828338623
2013-09-10,5.690000057220459
2013-09-11,5.639999866485596
2013-09-12,5.590000152587891
2013-09-13,5.619999885559082
2013-09-16,5.610000133514404
2013-09-17,5.630000114440918
2013-09-18,5.71999979019165
2013-09-19,5.659999847412109
2013-09-20,5.639999866485596
2013-09-23,5.650000095367432
2013-09-24,5.75
2013-09-25,5.760000228881836
