,DLPN
2011-11-16,26.0
2011-11-17,26.0
2011-11-18,26.0
2011-11-21,26.0
2011-11-22,26.0
2011-11-23,30.0
2011-11-25,30.0
2011-11-28,30.0
2011-11-29,30.0
2011-11-30,30.0
2011-12-01,32.0
2011-12-02,32.0
2011-12-05,30.0
2011-12-06,30.0
2011-12-07,30.0
2011-12-08,30.0
2011-12-09,30.0
2011-12-12,30.0
2011-12-13,30.0
2011-12-14,30.0
2011-12-15,30.0
2011-12-16,30.0
2011-12-19,32.0
2011-12-20,32.0
2011-12-21,32.0
2011-12-22,32.0
2011-12-23,32.0
2011-12-27,32.0
2011-12-28,32.0
2011-12-29,32.0
2011-12-30,16.0
2012-01-03,16.0
2012-01-04,16.0
2012-01-05,16.0
2012-01-06,16.0
2012-01-09,16.0
2012-01-10,16.0
2012-01-11,16.0
2012-01-12,16.0
2012-01-13,16.0
2012-01-17,18.0
2012-01-18,18.0
2012-01-19,18.0
2012-01-20,18.0
2012-01-23,18.0
2012-01-24,18.0
2012-01-25,18.0
2012-01-26,18.0
2012-01-27,18.0
2012-01-30,18.0
2012-01-31,18.0
2012-02-01,18.0
2012-02-02,18.0
2012-02-03,18.0
2012-02-06,18.0
2012-02-07,26.0
2012-02-08,26.0
2012-02-09,26.0
2012-02-10,26.0
2012-02-13,26.0
2012-02-14,26.0
2012-02-15,26.0
2012-02-16,26.0
2012-02-17,26.0
2012-02-21,16.0
2012-02-22,16.0
2012-02-23,26.0
2012-02-24,26.0
2012-02-27,26.0
2012-02-28,16.0
2012-02-29,16.0
2012-03-01,16.0
2012-03-02,16.0
2012-03-05,16.0
2012-03-06,16.0
2012-03-07,16.0
2012-03-08,16.0
2012-03-09,16.0
2012-03-12,16.0
2012-03-13,16.0
2012-03-14,22.0
2012-03-15,26.0
2012-03-16,26.0
2012-03-19,26.0
2012-03-20,26.0
2012-03-21,26.0
2012-03-22,26.0
2012-03-23,26.0
2012-03-26,26.0
2012-03-27,26.0
2012-03-28,26.0
2012-03-29,26.0
2012-03-30,26.0
2012-04-02,20.0
2012-04-03,20.0
2012-04-04,20.0
2012-04-05,20.0
2012-04-09,20.0
2012-04-10,20.0
2012-04-11,20.0
2012-04-12,20.0
2012-04-13,20.0
2012-04-16,20.0
2012-04-17,20.0
2012-04-18,16.0
2012-04-19,16.0
2012-04-20,16.0
2012-04-23,16.0
2012-04-24,16.0
2012-04-25,16.0
2012-04-26,16.0
2012-04-27,16.0
2012-04-30,16.0
2012-05-01,16.0
2012-05-02,16.0
2012-05-03,16.0
2012-05-04,16.0
2012-05-07,16.0
2012-05-08,16.0
2012-05-09,16.0
2012-05-10,16.0
2012-05-11,16.0
2012-05-14,16.0
2012-05-15,16.0
2012-05-16,16.0
2012-05-17,16.0
2012-05-18,16.0
2012-05-21,16.0
2012-05-22,16.0
2012-05-23,16.0
2012-05-24,16.0
2012-05-25,16.0
2012-05-29,16.0
2012-05-30,16.0
2012-05-31,16.0
2012-06-01,16.0
2012-06-04,16.0
2012-06-05,16.0
2012-06-06,16.0
2012-06-07,8.0
2012-06-08,8.0
2012-06-11,8.0
2012-06-12,8.0
2012-06-13,8.0
2012-06-14,8.0
2012-06-15,8.0
2012-06-18,8.0
2012-06-19,8.0
2012-06-20,8.0
2012-06-21,8.0
2012-06-22,8.0
2012-06-25,8.0
2012-06-26,8.0
2012-06-27,8.0
2012-06-28,8.0
2012-06-29,8.0
2012-07-02,20.0
2012-07-03,20.0
2012-07-05,20.0
2012-07-06,20.0
2012-07-09,20.0
2012-07-10,20.0
2012-07-11,20.0
2012-07-12,20.0
2012-07-13,20.0
2012-07-16,20.0
2012-07-17,20.0
2012-07-18,20.0
2012-07-19,20.0
2012-07-20,20.0
2012-07-23,20.0
2012-07-24,20.0
2012-07-25,20.0
2012-07-26,20.0
2012-07-27,20.0
2012-07-30,20.0
2012-07-31,20.0
2012-08-01,20.0
2012-08-02,20.0
2012-08-03,20.0
2012-08-06,20.0
2012-08-07,20.0
2012-08-08,20.0
2012-08-09,20.0
2012-08-10,20.0
2012-08-13,20.0
2012-08-14,20.0
2012-08-15,20.0
2012-08-16,20.0
2012-08-17,20.0
2012-08-20,20.0
2012-08-21,20.0
2012-08-22,20.0
2012-08-23,24.0
2012-08-24,24.0
2012-08-27,24.0
2012-08-28,24.0
2012-08-29,20.0
2012-08-30,20.0
2012-08-31,20.0
2012-09-04,20.0
2012-09-05,20.0
2012-09-06,32.0
2012-09-07,32.0
2012-09-10,32.0
2012-09-11,20.0
2012-09-12,16.0
2012-09-13,16.0
2012-09-14,16.0
2012-09-17,16.0
2012-09-18,16.0
2012-09-19,16.0
2012-09-20,16.0
2012-09-21,32.0
2012-09-24,32.0
2012-09-25,32.0
2012-09-26,32.0
2012-09-27,16.0
2012-09-28,16.0
2012-10-01,16.0
2012-10-02,16.0
2012-10-03,16.0
2012-10-04,10.0
2012-10-05,10.0
2012-10-08,10.0
2012-10-09,10.0
2012-10-10,10.0
2012-10-11,10.0
2012-10-12,10.0
2012-10-15,10.0
2012-10-16,10.0
2012-10-17,10.0
2012-10-18,10.0
2012-10-19,10.0
2012-10-22,8.0
2012-10-23,8.0
2012-10-24,8.0
2012-10-25,8.0
2012-10-26,8.0
2012-10-31,8.0
2012-11-01,8.0
2012-11-02,8.0
2012-11-05,8.0
2012-11-06,8.0
2012-11-07,8.0
2012-11-08,8.0
2012-11-09,8.0
2012-11-12,8.0
2012-11-13,8.0
2012-11-14,8.0
2012-11-15,8.0
2012-11-16,8.0
2012-11-19,8.0
2012-11-20,8.0
2012-11-21,8.0
2012-11-23,8.0
2012-11-26,8.0
2012-11-27,8.0
2012-11-28,8.0
2012-11-29,8.0
2012-11-30,8.0
2012-12-03,8.0
2012-12-04,8.0
2012-12-05,8.0
2012-12-06,8.0
2012-12-07,10.0
2012-12-10,10.0
2012-12-11,10.0
2012-12-12,10.0
2012-12-13,10.0
2012-12-14,10.0
2012-12-17,10.0
2012-12-18,10.0
2012-12-19,10.0
2012-12-20,10.0
2012-12-21,16.0
2012-12-24,16.0
2012-12-26,10.0
2012-12-27,10.0
2012-12-28,10.0
2012-12-31,10.0
2013-01-02,10.0
2013-01-03,10.0
2013-01-04,10.0
2013-01-07,10.0
2013-01-08,10.0
2013-01-09,10.0
2013-01-10,10.0
2013-01-11,10.0
2013-01-14,10.0
2013-01-15,10.0
2013-01-16,10.0
2013-01-17,10.0
2013-01-18,10.0
2013-01-22,10.0
2013-01-23,10.0
2013-01-24,10.0
2013-01-25,10.0
2013-01-28,10.0
2013-01-29,10.0
2013-01-30,10.0
2013-01-31,6.0
2013-02-01,6.0
2013-02-04,6.0
2013-02-05,6.0
2013-02-06,6.0
2013-02-07,6.0
2013-02-08,6.0
2013-02-11,6.0
2013-02-12,6.0
2013-02-13,6.0
2013-02-14,6.0
2013-02-15,6.0
2013-02-19,6.0
2013-02-20,6.0
2013-02-21,6.0
2013-02-22,6.0
2013-02-25,6.0
2013-02-26,6.0
2013-02-27,30.0
2013-02-28,30.0
2013-03-01,30.0
2013-03-04,30.0
2013-03-05,30.0
2013-03-06,30.0
2013-03-07,30.0
2013-03-08,14.0
2013-03-11,10.0
2013-03-12,10.0
2013-03-13,8.0
2013-03-14,8.0
2013-03-15,8.0
2013-03-18,8.0
2013-03-19,8.0
2013-03-20,8.0
2013-03-21,8.0
2013-03-22,8.0
2013-03-25,8.0
2013-03-26,8.0
2013-03-27,8.0
2013-03-28,8.0
2013-04-01,8.0
2013-04-02,8.0
2013-04-03,8.0
2013-04-04,8.0
2013-04-05,8.0
2013-04-08,8.0
2013-04-09,8.0
2013-04-10,8.0
2013-04-11,8.0
2013-04-12,8.0
2013-04-15,8.0
2013-04-16,8.0
2013-04-17,8.0
2013-04-18,8.0
2013-04-19,8.0
2013-04-22,8.0
2013-04-23,8.0
2013-04-24,8.0
2013-04-25,8.0
2013-04-26,8.0
2013-04-29,8.0
2013-04-30,8.0
2013-05-01,8.0
2013-05-02,8.0
2013-05-03,8.0
2013-05-06,8.0
2013-05-07,8.0
2013-05-08,8.0
2013-05-09,8.0
2013-05-10,8.0
2013-05-13,8.0
2013-05-14,8.0
2013-05-15,8.0
2013-05-16,8.0
2013-05-17,8.0
2013-05-20,8.0
2013-05-21,6.0
2013-05-22,6.0
2013-05-23,6.0
2013-05-24,6.0
2013-05-28,6.0
2013-05-29,6.0
2013-05-30,6.0
2013-05-31,8.0
2013-06-03,8.0
2013-06-04,8.0
2013-06-05,8.0
2013-06-06,8.0
2013-06-07,6.0
2013-06-10,6.0
2013-06-11,6.0
2013-06-12,6.0
2013-06-13,6.0
2013-06-14,6.0
2013-06-17,6.0
2013-06-18,6.0
2013-06-19,6.0
2013-06-20,6.0
2013-06-21,6.0
2013-06-24,4.0
2013-06-25,4.0
2013-06-26,4.0
2013-06-27,4.0
2013-06-28,4.0
2013-07-01,4.0
2013-07-02,4.0
2013-07-03,4.0
2013-07-05,4.0
2013-07-08,4.0
2013-07-09,4.0
2013-07-10,4.0
2013-07-11,4.0
2013-07-12,4.0
2013-07-15,4.0
2013-07-16,8.0
2013-07-17,8.0
2013-07-18,8.0
2013-07-19,6.0
2013-07-22,6.0
2013-07-23,8.0
2013-07-24,8.0
2013-07-25,14.0
2013-07-26,14.0
2013-07-29,14.0
2013-07-30,14.0
2013-07-31,14.0
2013-08-01,14.0
2013-08-02,14.0
2013-08-05,14.0
2013-08-06,14.0
2013-08-07,14.0
2013-08-08,14.0
2013-08-09,12.0
2013-08-12,12.0
2013-08-13,12.0
2013-08-14,12.0
2013-08-15,12.0
2013-08-16,12.0
2013-08-19,12.0
2013-08-20,12.0
2013-08-21,12.0
2013-08-22,12.0
2013-08-23,8.0
2013-08-26,8.0
2013-08-27,8.0
2013-08-28,8.0
2013-08-29,8.0
2013-08-30,8.0
2013-09-03,8.0
2013-09-04,12.0
2013-09-05,12.0
2013-09-06,12.0
2013-09-09,10.0
2013-09-10,18.0
2013-09-11,18.0
2013-09-12,18.0
2013-09-13,18.0
2013-09-16,18.0
2013-09-17,18.0
2013-09-18,18.0
2013-09-19,12.0
2013-09-20,12.0
2013-09-23,12.0
2013-09-24,12.0
2013-09-25,12.0
2013-09-26,12.0
2013-09-27,12.0
2013-09-30,12.0
2013-10-01,12.0
2013-10-02,12.0
2013-10-03,12.0
2013-10-04,12.0
2013-10-07,12.0
2013-10-08,12.0
2013-10-09,12.0
2013-10-10,12.0
2013-10-11,12.0
2013-10-14,12.0
2013-10-15,14.0
2013-10-16,14.0
2013-10-17,14.0
2013-10-18,14.0
2013-10-21,14.0
2013-10-22,14.0
2013-10-23,10.0
2013-10-24,10.0
2013-10-25,10.0
2013-10-28,10.0
2013-10-29,10.0
2013-10-30,10.0
2013-10-31,10.0
2013-11-01,10.0
2013-11-04,10.0
2013-11-05,10.0
2013-11-06,10.0
2013-11-07,10.0
2013-11-08,10.0
2013-11-11,10.0
2013-11-12,10.0
2013-11-13,10.0
2013-11-14,10.0
2013-11-15,10.0
2013-11-18,10.0
2013-11-19,10.0
2013-11-20,10.0
2013-11-21,10.0
2013-11-22,10.0
2013-11-25,10.0
2013-11-26,10.0
2013-11-27,10.0
2013-11-29,10.0
2013-12-02,10.0
2013-12-03,10.0
2013-12-04,10.0
2013-12-05,10.0
2013-12-06,10.0
2013-12-09,10.0
2013-12-10,10.0
2013-12-11,10.0
2013-12-12,10.0
2013-12-13,10.0
2013-12-16,10.0
2013-12-17,12.0
2013-12-18,12.0
2013-12-19,12.0
2013-12-20,12.0
2013-12-23,12.0
2013-12-24,12.0
2013-12-26,12.0
2013-12-27,12.0
2013-12-30,12.0
2013-12-31,12.0
2014-01-02,12.0
2014-01-03,12.0
2014-01-06,12.0
2014-01-07,12.0
2014-01-08,12.0
2014-01-09,12.0
2014-01-10,12.0
2014-01-13,12.0
2014-01-14,12.0
2014-01-15,12.0
2014-01-16,12.0
2014-01-17,12.0
2014-01-21,12.0
2014-01-22,12.0
2014-01-23,12.0
2014-01-24,12.0
2014-01-27,12.0
2014-01-28,12.0
2014-01-29,12.0
2014-01-30,12.0
2014-01-31,12.0
2014-02-03,12.0
2014-02-04,12.0
2014-02-05,12.0
2014-02-06,12.0
2014-02-07,12.0
2014-02-10,12.0
2014-02-11,12.0
2014-02-12,12.0
2014-02-13,12.0
2014-02-14,12.0
2014-02-18,12.0
2014-02-19,12.0
2014-02-20,12.0
2014-02-21,12.0
2014-02-24,12.0
2014-02-25,12.0
2014-02-26,12.0
2014-02-27,12.0
2014-02-28,12.0
2014-03-03,12.0
2014-03-04,12.0
2014-03-05,12.0
2014-03-06,12.0
2014-03-07,12.0
2014-03-10,12.0
2014-03-11,12.0
2014-03-12,12.0
2014-03-13,12.0
2014-03-14,12.0
2014-03-17,20.0
2014-03-18,20.0
2014-03-19,20.0
2014-03-20,20.0
2014-03-21,14.0
2014-03-24,18.0
2014-03-25,26.0
2014-03-26,18.0
2014-03-27,18.0
2014-03-28,16.0
2014-03-31,16.0
2014-04-01,16.0
2014-04-02,16.0
2014-04-03,16.0
2014-04-04,16.0
2014-04-07,16.0
2014-04-08,16.0
2014-04-09,16.0
2014-04-10,16.0
2014-04-11,16.0
2014-04-14,16.0
2014-04-15,16.0
2014-04-16,16.0
2014-04-17,16.0
2014-04-21,16.0
2014-04-22,16.0
2014-04-23,16.0
2014-04-24,16.0
2014-04-25,16.0
2014-04-28,16.0
2014-04-29,16.0
2014-04-30,16.0
2014-05-01,16.0
2014-05-02,16.0
2014-05-05,16.0
2014-05-06,16.0
2014-05-07,14.0
2014-05-08,14.0
2014-05-09,14.0
2014-05-12,14.0
2014-05-13,14.0
2014-05-14,14.0
2014-05-15,14.0
2014-05-16,16.0
2014-05-19,14.0
2014-05-20,14.0
2014-05-21,12.0
2014-05-22,12.0
2014-05-23,12.0
2014-05-27,12.0
2014-05-28,12.0
2014-05-29,12.0
2014-05-30,12.0
2014-06-02,12.0
2014-06-03,12.0
2014-06-04,12.0
2014-06-05,12.0
2014-06-06,12.0
2014-06-09,12.0
2014-06-10,12.0
2014-06-11,12.0
2014-06-12,12.0
2014-06-13,12.0
2014-06-16,12.0
2014-06-17,12.0
2014-06-18,12.0
2014-06-19,12.0
2014-06-20,12.0
2014-06-23,12.0
2014-06-24,12.0
2014-06-25,12.0
2014-06-26,12.0
2014-06-27,12.0
2014-06-30,12.0
2014-07-01,12.0
2014-07-02,12.0
2014-07-03,12.0
2014-07-07,12.0
2014-07-08,12.0
2014-07-09,12.0
2014-07-10,12.0
2014-07-11,12.0
2014-07-14,12.0
2014-07-15,12.0
2014-07-16,12.0
2014-07-17,12.0
2014-07-18,12.0
2014-07-21,12.0
2014-07-22,12.0
2014-07-23,12.0
2014-07-24,12.0
2014-07-25,12.0
2014-07-28,12.0
2014-07-29,12.0
2014-07-30,12.0
2014-07-31,12.0
2014-08-01,12.0
2014-08-04,8.0
2014-08-05,8.0
2014-08-06,8.0
2014-08-07,10.0
2014-08-08,10.0
2014-08-11,10.0
2014-08-12,14.0
2014-08-13,14.0
2014-08-14,14.0
2014-08-15,14.0
2014-08-18,14.0
2014-08-19,14.0
2014-08-20,14.0
2014-08-21,14.0
2014-08-22,14.0
2014-08-25,14.0
2014-08-26,14.0
2014-08-27,14.0
2014-08-28,14.0
2014-08-29,14.0
2014-09-02,14.0
2014-09-03,10.0
2014-09-04,10.0
2014-09-05,10.0
2014-09-08,10.0
2014-09-09,10.0
2014-09-10,10.0
2014-09-11,10.0
2014-09-12,10.0
2014-09-15,10.0
2014-09-16,10.0
2014-09-17,10.0
2014-09-18,10.0
2014-09-19,10.0
2014-09-22,10.0
2014-09-23,10.0
2014-09-24,10.0
2014-09-25,10.0
2014-09-26,10.0
2014-09-29,8.0
2014-09-30,8.0
2014-10-01,8.0
2014-10-02,8.0
2014-10-03,8.0
2014-10-06,8.0
2014-10-07,8.0
2014-10-08,8.0
2014-10-09,8.0
2014-10-10,8.0
2014-10-13,8.0
2014-10-14,8.0
2014-10-15,8.0
2014-10-16,8.0
2014-10-17,8.0
2014-10-20,8.0
2014-10-21,8.0
2014-10-22,8.0
2014-10-23,8.0
2014-10-24,8.0
2014-10-27,10.0
2014-10-28,8.0
2014-10-29,8.0
2014-10-30,10.0
2014-10-31,10.0
2014-11-03,10.0
2014-11-04,10.0
2014-11-05,10.0
2014-11-06,16.0
2014-11-07,16.0
2014-11-10,16.0
2014-11-11,16.0
2014-11-12,8.0
2014-11-13,8.0
2014-11-14,8.0
2014-11-17,8.0
2014-11-18,8.0
2014-11-19,8.0
2014-11-20,8.0
2014-11-21,8.0
2014-11-24,8.0
2014-11-25,6.0
2014-11-26,4.0
2014-11-28,4.0
2014-12-01,4.0
2014-12-02,4.0
2014-12-03,4.0
2014-12-04,4.0
2014-12-05,4.0
2014-12-08,4.0
2014-12-09,4.0
2014-12-10,4.0
2014-12-11,4.0
2014-12-12,4.0
2014-12-15,4.0
2014-12-16,6.0
2014-12-17,6.0
2014-12-18,6.0
2014-12-19,6.0
2014-12-22,6.0
2014-12-23,6.0
2014-12-24,6.0
2014-12-26,8.0
2014-12-29,8.0
2014-12-30,8.0
2014-12-31,8.0
2015-01-02,8.0
2015-01-05,8.0
2015-01-06,8.0
2015-01-07,8.0
2015-01-08,8.0
2015-01-09,8.0
2015-01-12,8.0
2015-01-13,8.0
2015-01-14,8.0
2015-01-15,8.0
2015-01-16,8.0
2015-01-20,8.0
2015-01-21,8.0
2015-01-22,8.0
2015-01-23,8.0
2015-01-26,8.0
2015-01-27,8.0
2015-01-28,8.0
2015-01-29,8.0
2015-01-30,8.0
2015-02-02,8.0
2015-02-03,8.0
2015-02-04,8.0
2015-02-05,8.0
2015-02-06,8.0
2015-02-09,8.0
2015-02-10,8.0
2015-02-11,8.0
2015-02-12,8.0
2015-02-13,8.0
2015-02-17,8.0
2015-02-18,10.0
2015-02-19,10.0
2015-02-20,10.0
2015-02-23,10.0
2015-02-24,10.0
2015-02-25,10.0
2015-02-26,10.0
2015-02-27,10.0
2015-03-02,10.0
2015-03-03,10.0
2015-03-04,10.0
2015-03-05,10.0
2015-03-06,10.0
2015-03-09,10.0
2015-03-10,10.0
2015-03-11,10.0
2015-03-12,10.0
2015-03-13,10.0
2015-03-16,10.0
2015-03-17,10.0
2015-03-18,10.0
2015-03-19,10.0
2015-03-20,10.0
2015-03-23,10.0
2015-03-24,10.0
2015-03-25,10.0
2015-03-26,10.0
2015-03-27,10.0
2015-03-30,10.0
2015-03-31,10.0
2015-04-01,10.0
2015-04-02,10.0
2015-04-06,8.0
2015-04-07,8.0
2015-04-08,8.0
2015-04-09,8.0
2015-04-10,8.0
2015-04-13,8.0
2015-04-14,8.0
2015-04-15,8.0
2015-04-16,8.0
2015-04-17,8.0
2015-04-20,8.0
2015-04-21,8.0
2015-04-22,8.0
2015-04-23,8.0
2015-04-24,8.0
2015-04-27,8.0
2015-04-28,8.0
2015-04-29,8.0
2015-04-30,8.0
2015-05-01,8.0
2015-05-04,8.0
2015-05-05,8.0
2015-05-06,8.0
2015-05-07,8.0
2015-05-08,8.0
2015-05-11,8.0
2015-05-12,8.0
2015-05-13,8.0
2015-05-14,12.0
2015-05-15,12.0
2015-05-18,12.0
2015-05-19,12.0
2015-05-20,12.0
2015-05-21,12.0
2015-05-22,12.0
2015-05-26,12.0
2015-05-27,12.0
2015-05-28,12.0
2015-05-29,12.0
2015-06-01,12.0
2015-06-02,12.0
2015-06-03,12.0
2015-06-04,10.0
2015-06-05,10.0
2015-06-08,10.0
2015-06-09,10.0
2015-06-10,10.0
2015-06-11,12.0
2015-06-12,12.0
2015-06-15,12.0
2015-06-16,10.0
2015-06-17,10.0
2015-06-18,10.0
2015-06-19,10.0
2015-06-22,10.0
2015-06-23,10.0
2015-06-24,10.0
2015-06-25,10.0
2015-06-26,10.0
2015-06-29,10.0
2015-06-30,10.0
2015-07-01,10.0
2015-07-02,10.0
2015-07-06,10.0
2015-07-07,10.0
2015-07-08,10.0
2015-07-09,10.0
2015-07-10,10.0
2015-07-13,10.0
2015-07-14,10.0
2015-07-15,10.0
2015-07-16,10.0
2015-07-17,10.0
2015-07-20,10.0
2015-07-21,10.0
2015-07-22,10.0
2015-07-23,10.0
2015-07-24,10.0
2015-07-27,10.0
2015-07-28,10.0
2015-07-29,10.0
2015-07-30,10.0
2015-07-31,10.0
2015-08-03,10.0
2015-08-04,8.0
2015-08-05,8.0
2015-08-06,8.0
2015-08-07,8.0
2015-08-10,8.0
2015-08-11,8.0
2015-08-12,8.0
2015-08-13,8.0
2015-08-14,8.0
2015-08-17,8.0
2015-08-18,8.0
2015-08-19,8.0
2015-08-20,8.0
2015-08-21,8.0
2015-08-24,8.0
2015-08-25,8.0
2015-08-26,8.0
2015-08-27,6.0
2015-08-28,8.0
2015-08-31,8.0
2015-09-01,8.0
2015-09-02,8.0
2015-09-03,8.0
2015-09-04,8.0
2015-09-08,8.0
2015-09-09,8.0
2015-09-10,8.0
2015-09-11,8.0
2015-09-14,8.0
2015-09-15,8.0
2015-09-16,8.0
2015-09-17,8.0
2015-09-18,6.0
2015-09-21,6.0
2015-09-22,6.0
2015-09-23,6.0
2015-09-24,6.0
2015-09-25,6.0
2015-09-28,6.0
2015-09-29,6.0
2015-09-30,6.0
2015-10-01,6.0
2015-10-02,6.0
2015-10-05,6.0
2015-10-06,6.0
2015-10-07,8.0
2015-10-08,8.0
2015-10-09,8.0
2015-10-12,8.0
2015-10-13,8.0
2015-10-14,8.0
2015-10-15,8.0
2015-10-16,8.0
2015-10-19,8.0
2015-10-20,8.0
2015-10-21,30.0
2015-10-22,46.0
2015-10-23,46.0
2015-10-26,40.0
2015-10-27,40.0
2015-10-28,40.0
2015-10-29,50.0
2015-10-30,46.0
2015-11-02,50.0
2015-11-03,42.0
2015-11-04,42.0
2015-11-05,38.0
2015-11-06,38.0
2015-11-09,38.0
2015-11-10,40.0
2015-11-11,38.0
2015-11-12,36.0
2015-11-13,36.0
2015-11-16,38.0
2015-11-17,38.0
2015-11-18,32.0
2015-11-19,32.0
2015-11-20,48.0
2015-11-23,36.0
2015-11-24,36.0
2015-11-25,36.0
2015-11-27,36.0
2015-11-30,24.0
2015-12-01,40.0
2015-12-02,40.0
2015-12-03,40.0
2015-12-04,28.0
2015-12-07,30.0
2015-12-08,40.0
2015-12-09,36.0
2015-12-10,36.0
2015-12-11,36.0
2015-12-14,38.0
2015-12-15,36.0
2015-12-16,40.0
2015-12-17,40.0
2015-12-18,40.0
2015-12-21,42.0
2015-12-22,40.0
2015-12-23,42.0
2015-12-24,42.0
2015-12-28,38.0
2015-12-29,42.0
2015-12-30,40.0
2015-12-31,40.0
2016-01-04,42.0
2016-01-05,46.0
2016-01-06,40.0
2016-01-07,40.0
2016-01-08,40.0
2016-01-11,44.0
2016-01-12,48.0
2016-01-13,50.0
2016-01-14,50.0
2016-01-15,50.0
2016-01-19,50.0
2016-01-20,50.0
2016-01-21,50.0
2016-01-22,50.0
2016-01-25,50.0
2016-01-26,50.0
2016-01-27,52.0
2016-01-28,50.0
2016-01-29,52.0
2016-02-01,52.0
2016-02-02,52.0
2016-02-03,56.0
2016-02-04,62.0
2016-02-05,54.0
2016-02-08,56.0
2016-02-09,56.0
2016-02-10,56.0
2016-02-11,52.0
2016-02-12,56.0
2016-02-16,56.0
2016-02-17,56.0
2016-02-18,56.0
2016-02-19,56.0
2016-02-22,56.0
2016-02-23,56.0
2016-02-24,60.0
2016-02-25,60.0
2016-02-26,60.0
2016-02-29,60.0
2016-03-01,60.0
2016-03-02,60.0
2016-03-03,60.0
2016-03-04,60.0
2016-03-07,66.0
2016-03-08,66.0
2016-03-09,72.0
2016-03-10,72.0
2016-03-11,68.0
2016-03-14,68.0
2016-03-15,40.0
2016-03-16,60.0
2016-03-17,58.0
2016-03-18,64.0
2016-03-21,64.0
2016-03-22,64.0
2016-03-23,64.0
2016-03-24,60.0
2016-03-28,60.0
2016-03-29,60.0
2016-03-30,58.0
2016-03-31,60.0
2016-04-01,62.0
2016-04-04,62.0
2016-04-05,62.0
2016-04-06,64.0
2016-04-07,64.0
2016-04-08,64.0
2016-04-11,60.0
2016-04-12,60.0
2016-04-13,60.0
2016-04-14,60.0
2016-04-15,60.0
2016-04-18,60.0
2016-04-19,60.0
2016-04-20,60.0
2016-04-21,66.0
2016-04-22,66.0
2016-04-25,66.0
2016-04-26,54.0
2016-04-27,54.0
2016-04-28,62.0
2016-04-29,62.0
2016-05-02,62.0
2016-05-03,62.0
2016-05-04,62.0
2016-05-05,62.0
2016-05-06,62.0
2016-05-09,62.0
2016-05-10,64.0
2016-05-11,66.0
2016-05-12,68.0
2016-05-13,80.0
2016-05-16,80.0
2016-05-17,82.69999694824219
2016-05-18,75.0
2016-05-19,55.0
2016-05-20,55.0
2016-05-23,55.0
2016-05-24,69.9000015258789
2016-05-25,69.9000015258789
2016-05-26,69.9000015258789
2016-05-27,69.9000015258789
2016-05-31,69.9000015258789
2016-06-01,69.9000015258789
2016-06-02,69.9000015258789
2016-06-03,60.0
2016-06-06,60.0
2016-06-07,60.0
2016-06-08,60.0
2016-06-09,60.0
2016-06-10,60.0
2016-06-13,60.0
2016-06-14,60.0
2016-06-15,58.0
2016-06-16,58.0
2016-06-17,59.0
2016-06-20,55.0
2016-06-21,55.0
2016-06-22,60.79999923706055
2016-06-23,60.79999923706055
2016-06-24,60.79999923706055
2016-06-27,60.79999923706055
2016-06-28,60.79999923706055
2016-06-29,60.79999923706055
2016-06-30,60.79999923706055
2016-07-01,61.0
2016-07-05,55.099998474121094
2016-07-06,55.099998474121094
2016-07-07,40.0
2016-07-08,40.0
2016-07-11,50.0
2016-07-12,50.0
2016-07-13,50.0
2016-07-14,50.0
2016-07-15,50.0
2016-07-18,50.0
2016-07-19,50.0
2016-07-20,52.5
2016-07-21,52.5
2016-07-22,65.0
2016-07-25,65.0
2016-07-26,50.5
2016-07-27,60.0
2016-07-28,60.0
2016-07-29,60.0
2016-08-01,60.0
2016-08-02,60.0
2016-08-03,60.0
2016-08-04,60.0
2016-08-05,60.0
2016-08-08,50.5
2016-08-09,63.5
2016-08-10,68.5
2016-08-11,68.5
2016-08-12,68.5
2016-08-15,68.0
2016-08-16,65.0
2016-08-17,65.0
2016-08-18,70.0
2016-08-19,70.0
2016-08-22,70.0
2016-08-23,70.0
2016-08-24,70.0
2016-08-25,70.0
2016-08-26,70.0
2016-08-29,70.0
2016-08-30,72.5
2016-08-31,60.0
2016-09-01,60.0
2016-09-02,50.0
2016-09-06,50.0
2016-09-07,65.0
2016-09-08,65.0
2016-09-09,65.0
2016-09-12,65.0
2016-09-13,65.0
2016-09-14,69.0
2016-09-15,67.5
2016-09-16,65.0
2016-09-19,67.5
2016-09-20,67.5
2016-09-21,65.0
2016-09-22,67.5999984741211
2016-09-23,65.0
2016-09-26,67.5
2016-09-27,67.5
2016-09-28,65.0
2016-09-29,65.0
2016-09-30,67.5
2016-10-03,67.5
2016-10-04,65.0
2016-10-05,67.5
2016-10-06,65.0
2016-10-07,65.0
2016-10-10,65.0
2016-10-11,65.0
2016-10-12,65.0
2016-10-13,65.0
2016-10-14,65.0
2016-10-17,62.5
2016-10-18,62.0
2016-10-19,62.0
2016-10-20,62.0
2016-10-21,62.0
2016-10-24,47.5
2016-10-25,55.0
2016-10-26,49.5
2016-10-27,62.5
2016-10-28,62.5
2016-10-31,62.5
2016-11-01,62.5
2016-11-02,62.5
2016-11-03,47.5
2016-11-04,60.0
2016-11-07,60.0
2016-11-08,60.0
2016-11-09,60.0
2016-11-10,60.0
2016-11-11,60.0
2016-11-14,60.0
2016-11-15,54.5
2016-11-16,60.0
2016-11-17,60.0
2016-11-18,60.0
2016-11-21,60.0
2016-11-22,60.0
2016-11-23,60.0
2016-11-25,60.0
