,ENTG
2011-12-23,8.75
2011-12-27,8.819999694824219
2011-12-28,8.649999618530273
2011-12-29,8.84000015258789
2011-12-30,8.729999542236328
2012-01-03,8.710000038146973
2012-01-04,8.75
2012-01-05,8.729999542236328
2012-01-06,8.770000457763672
2012-01-09,8.930000305175781
2012-01-10,8.880000114440918
2012-01-11,8.989999771118164
2012-01-12,8.960000038146973
2012-01-13,8.8100004196167
2012-01-17,8.949999809265137
2012-01-18,9.739999771118164
2012-01-19,9.890000343322754
2012-01-20,9.789999961853027
2012-01-23,9.729999542236328
2012-01-24,9.720000267028809
2012-01-25,9.739999771118164
2012-01-26,9.6899995803833
2012-01-27,9.609999656677246
2012-01-30,9.5
2012-01-31,9.579999923706055
2012-02-01,9.510000228881836
2012-02-02,9.899999618530273
2012-02-03,9.869999885559082
2012-02-06,9.819999694824219
2012-02-07,9.729999542236328
2012-02-08,9.760000228881836
2012-02-09,9.600000381469727
2012-02-10,9.420000076293945
2012-02-13,9.510000228881836
2012-02-14,9.449999809265137
2012-02-15,9.270000457763672
2012-02-16,9.520000457763672
2012-02-17,9.5
2012-02-21,9.239999771118164
2012-02-22,9.180000305175781
2012-02-23,9.220000267028809
2012-02-24,9.050000190734863
2012-02-27,9.0
2012-02-28,9.1899995803833
2012-02-29,9.039999961853027
2012-03-01,9.170000076293945
2012-03-02,8.989999771118164
2012-03-05,8.829999923706055
2012-03-06,8.600000381469727
2012-03-07,8.819999694824219
2012-03-08,9.109999656677246
2012-03-09,9.239999771118164
2012-03-12,9.279999732971191
2012-03-13,9.600000381469727
2012-03-14,9.34000015258789
2012-03-15,9.5
2012-03-16,9.40999984741211
2012-03-19,9.5
2012-03-20,9.460000038146973
2012-03-21,9.449999809265137
2012-03-22,9.279999732971191
2012-03-23,9.5600004196167
2012-03-26,9.619999885559082
2012-03-27,9.4399995803833
2012-03-28,9.170000076293945
2012-03-29,9.369999885559082
2012-03-30,9.34000015258789
2012-04-02,9.470000267028809
2012-04-03,9.319999694824219
2012-04-04,9.050000190734863
2012-04-05,9.0
2012-04-09,8.6899995803833
2012-04-10,8.40999984741211
2012-04-11,8.670000076293945
2012-04-12,8.949999809265137
2012-04-13,8.699999809265137
2012-04-16,8.720000267028809
2012-04-17,8.84000015258789
2012-04-18,8.699999809265137
2012-04-19,8.720000267028809
2012-04-20,8.539999961853027
2012-04-23,8.479999542236328
2012-04-24,8.569999694824219
2012-04-25,8.710000038146973
2012-04-26,8.760000228881836
2012-04-27,8.970000267028809
2012-04-30,8.850000381469727
2012-05-01,8.850000381469727
2012-05-02,8.989999771118164
2012-05-03,8.710000038146973
2012-05-04,8.529999732971191
2012-05-07,8.4399995803833
2012-05-08,8.399999618530273
2012-05-09,8.220000267028809
2012-05-10,8.260000228881836
2012-05-11,8.140000343322754
2012-05-14,8.029999732971191
2012-05-15,7.960000038146973
2012-05-16,7.940000057220459
2012-05-17,7.670000076293945
2012-05-18,7.519999980926514
2012-05-21,7.829999923706055
2012-05-22,7.71999979019165
2012-05-23,7.739999771118164
2012-05-24,7.579999923706055
2012-05-25,7.639999866485596
2012-05-29,7.869999885559082
2012-05-30,7.789999961853027
2012-05-31,7.710000038146973
2012-06-01,7.480000019073486
2012-06-04,7.659999847412109
2012-06-05,7.659999847412109
2012-06-06,7.869999885559082
2012-06-07,7.650000095367432
2012-06-08,7.820000171661377
2012-06-11,7.559999942779541
2012-06-12,7.670000076293945
2012-06-13,7.539999961853027
2012-06-14,7.599999904632568
2012-06-15,7.75
2012-06-18,7.900000095367432
2012-06-19,8.119999885559082
2012-06-20,8.180000305175781
2012-06-21,7.800000190734863
2012-06-22,8.010000228881836
2012-06-25,7.760000228881836
2012-06-26,7.71999979019165
2012-06-27,8.100000381469727
2012-06-28,8.149999618530273
2012-06-29,8.539999961853027
2012-07-02,8.640000343322754
2012-07-03,8.579999923706055
2012-07-05,8.59000015258789
2012-07-06,8.220000267028809
2012-07-09,8.170000076293945
2012-07-10,8.069999694824219
2012-07-11,8.130000114440918
2012-07-12,8.050000190734863
2012-07-13,8.100000381469727
2012-07-16,8.0600004196167
2012-07-17,8.0600004196167
2012-07-18,8.270000457763672
2012-07-19,8.100000381469727
2012-07-20,8.029999732971191
2012-07-23,7.679999828338623
2012-07-24,7.760000228881836
2012-07-25,8.069999694824219
2012-07-26,8.260000228881836
2012-07-27,8.5
2012-07-30,8.15999984741211
2012-07-31,8.050000190734863
2012-08-01,7.829999923706055
2012-08-02,7.849999904632568
2012-08-03,8.010000228881836
2012-08-06,8.079999923706055
2012-08-07,8.34000015258789
2012-08-08,8.350000381469727
2012-08-09,8.510000228881836
2012-08-10,8.579999923706055
2012-08-13,8.6899995803833
2012-08-14,8.59000015258789
2012-08-15,8.779999732971191
2012-08-16,8.880000114440918
2012-08-17,9.069999694824219
2012-08-20,8.960000038146973
2012-08-21,8.920000076293945
2012-08-22,8.75
2012-08-23,8.609999656677246
2012-08-24,8.4399995803833
2012-08-27,8.569999694824219
2012-08-28,8.670000076293945
2012-08-29,8.760000228881836
2012-08-30,8.729999542236328
2012-08-31,8.789999961853027
2012-09-04,8.880000114440918
2012-09-05,8.979999542236328
2012-09-06,9.180000305175781
2012-09-07,9.0
2012-09-10,8.9399995803833
2012-09-11,9.0
2012-09-12,9.09000015258789
2012-09-13,9.069999694824219
2012-09-14,9.130000114440918
2012-09-17,9.0
2012-09-18,8.960000038146973
2012-09-19,8.779999732971191
2012-09-20,8.5600004196167
2012-09-21,8.5
2012-09-24,8.300000190734863
2012-09-25,8.25
2012-09-26,8.1899995803833
2012-09-27,8.300000190734863
2012-09-28,8.130000114440918
2012-10-01,8.350000381469727
2012-10-02,8.350000381469727
2012-10-03,8.279999732971191
2012-10-04,8.300000190734863
2012-10-05,8.300000190734863
2012-10-08,8.260000228881836
2012-10-09,8.039999961853027
2012-10-10,7.730000019073486
2012-10-11,7.730000019073486
2012-10-12,7.659999847412109
2012-10-15,7.880000114440918
2012-10-16,8.100000381469727
2012-10-17,8.039999961853027
2012-10-18,8.149999618530273
2012-10-19,7.889999866485596
2012-10-22,8.010000228881836
2012-10-23,7.989999771118164
2012-10-24,8.039999961853027
2012-10-25,8.170000076293945
2012-10-26,8.210000038146973
2012-10-31,8.199999809265137
2012-11-01,8.430000305175781
2012-11-02,8.319999694824219
2012-11-05,8.479999542236328
2012-11-06,8.569999694824219
2012-11-07,8.270000457763672
2012-11-08,8.210000038146973
2012-11-09,8.300000190734863
2012-11-12,8.34000015258789
2012-11-13,8.220000267028809
2012-11-14,8.039999961853027
2012-11-15,8.029999732971191
2012-11-16,8.100000381469727
2012-11-19,8.260000228881836
2012-11-20,8.3100004196167
2012-11-21,8.430000305175781
2012-11-23,8.680000305175781
2012-11-26,8.739999771118164
2012-11-27,8.8100004196167
2012-11-28,8.949999809265137
2012-11-29,9.069999694824219
2012-11-30,8.960000038146973
2012-12-03,9.0
2012-12-04,9.0
2012-12-05,9.130000114440918
2012-12-06,9.1899995803833
2012-12-07,9.199999809265137
2012-12-10,9.220000267028809
2012-12-11,9.279999732971191
2012-12-12,9.25
2012-12-13,9.140000343322754
2012-12-14,9.09000015258789
2012-12-17,8.9399995803833
2012-12-18,9.180000305175781
2012-12-19,9.210000038146973
2012-12-20,9.210000038146973
2012-12-21,9.1899995803833
2012-12-24,9.149999618530273
2012-12-26,9.039999961853027
2012-12-27,9.029999732971191
2012-12-28,8.770000457763672
2012-12-31,9.180000305175781
2013-01-02,9.470000267028809
2013-01-03,9.510000228881836
2013-01-04,9.539999961853027
2013-01-07,9.5
2013-01-08,9.079999923706055
2013-01-09,9.050000190734863
2013-01-10,8.979999542236328
2013-01-11,9.199999809265137
2013-01-14,9.069999694824219
2013-01-15,9.100000381469727
2013-01-16,9.050000190734863
2013-01-17,9.180000305175781
2013-01-18,9.289999961853027
2013-01-22,9.470000267028809
2013-01-23,9.5
2013-01-24,9.699999809265137
2013-01-25,9.9399995803833
2013-01-28,10.029999732971191
2013-01-29,10.039999961853027
2013-01-30,9.970000267028809
2013-01-31,9.859999656677246
2013-02-01,9.899999618530273
2013-02-04,9.569999694824219
2013-02-05,9.770000457763672
2013-02-06,9.710000038146973
2013-02-07,9.65999984741211
2013-02-08,9.680000305175781
2013-02-11,9.640000343322754
2013-02-12,9.880000114440918
2013-02-13,9.819999694824219
2013-02-14,9.880000114440918
2013-02-15,9.739999771118164
2013-02-19,9.899999618530273
2013-02-20,9.729999542236328
2013-02-21,9.510000228881836
2013-02-22,9.640000343322754
2013-02-25,9.420000076293945
2013-02-26,9.520000457763672
2013-02-27,9.529999732971191
2013-02-28,9.510000228881836
2013-03-01,9.550000190734863
2013-03-04,9.470000267028809
2013-03-05,9.770000457763672
2013-03-06,9.859999656677246
2013-03-07,9.84000015258789
2013-03-08,9.949999809265137
2013-03-11,9.920000076293945
2013-03-12,9.989999771118164
2013-03-13,10.039999961853027
2013-03-14,10.180000305175781
2013-03-15,9.989999771118164
2013-03-18,9.59000015258789
2013-03-19,9.609999656677246
2013-03-20,9.65999984741211
2013-03-21,9.5600004196167
2013-03-22,9.569999694824219
2013-03-25,9.65999984741211
2013-03-26,9.729999542236328
2013-03-27,9.800000190734863
2013-03-28,9.859999656677246
2013-04-01,9.649999618530273
2013-04-02,9.470000267028809
2013-04-03,9.460000038146973
2013-04-04,9.65999984741211
2013-04-05,9.479999542236328
2013-04-08,9.479999542236328
2013-04-09,9.460000038146973
2013-04-10,9.789999961853027
2013-04-11,9.739999771118164
2013-04-12,9.59000015258789
2013-04-15,9.369999885559082
2013-04-16,9.710000038146973
2013-04-17,9.239999771118164
2013-04-18,9.1899995803833
2013-04-19,9.3100004196167
2013-04-22,9.329999923706055
2013-04-23,9.630000114440918
2013-04-24,9.630000114440918
2013-04-25,9.680000305175781
2013-04-26,9.510000228881836
2013-04-29,9.5
2013-04-30,9.479999542236328
2013-05-01,9.0600004196167
2013-05-02,9.289999961853027
2013-05-03,9.6899995803833
2013-05-06,9.579999923706055
2013-05-07,9.630000114440918
2013-05-08,9.609999656677246
2013-05-09,9.510000228881836
2013-05-10,9.609999656677246
2013-05-13,9.390000343322754
2013-05-14,9.59000015258789
2013-05-15,9.680000305175781
2013-05-16,9.630000114440918
2013-05-17,9.739999771118164
2013-05-20,9.899999618530273
2013-05-21,9.90999984741211
2013-05-22,9.869999885559082
2013-05-23,9.890000343322754
2013-05-24,9.930000305175781
2013-05-28,10.170000076293945
2013-05-29,10.210000038146973
2013-05-30,10.239999771118164
2013-05-31,10.420000076293945
2013-06-03,10.34000015258789
2013-06-04,10.220000267028809
2013-06-05,9.859999656677246
2013-06-06,9.90999984741211
2013-06-07,10.0600004196167
2013-06-10,10.100000381469727
2013-06-11,9.949999809265137
2013-06-12,9.739999771118164
2013-06-13,9.960000038146973
2013-06-14,9.800000190734863
2013-06-17,9.800000190734863
2013-06-18,9.970000267028809
2013-06-19,9.859999656677246
2013-06-20,9.630000114440918
2013-06-21,9.640000343322754
2013-06-24,9.420000076293945
2013-06-25,9.40999984741211
2013-06-26,9.359999656677246
2013-06-27,9.5600004196167
2013-06-28,9.390000343322754
2013-07-01,9.4399995803833
2013-07-02,9.399999618530273
2013-07-03,9.479999542236328
2013-07-05,9.739999771118164
2013-07-08,9.739999771118164
2013-07-09,9.859999656677246
2013-07-10,10.029999732971191
2013-07-11,9.920000076293945
2013-07-12,9.84000015258789
2013-07-15,9.989999771118164
2013-07-16,10.010000228881836
2013-07-17,10.100000381469727
2013-07-18,9.989999771118164
2013-07-19,10.020000457763672
2013-07-22,9.829999923706055
2013-07-23,9.6899995803833
2013-07-24,9.569999694824219
2013-07-25,9.720000267028809
2013-07-26,9.529999732971191
2013-07-29,9.479999542236328
2013-07-30,9.510000228881836
2013-07-31,9.529999732971191
2013-08-01,9.550000190734863
2013-08-02,9.420000076293945
2013-08-05,9.359999656677246
2013-08-06,9.229999542236328
2013-08-07,9.140000343322754
2013-08-08,9.239999771118164
2013-08-09,9.279999732971191
2013-08-12,9.300000190734863
2013-08-13,9.329999923706055
2013-08-14,9.350000381469727
2013-08-15,9.130000114440918
2013-08-16,9.15999984741211
2013-08-19,8.979999542236328
2013-08-20,9.170000076293945
2013-08-21,9.180000305175781
2013-08-22,9.34000015258789
2013-08-23,9.5
2013-08-26,9.470000267028809
2013-08-27,9.380000114440918
2013-08-28,9.5
2013-08-29,9.600000381469727
2013-08-30,9.399999618530273
2013-09-03,9.420000076293945
2013-09-04,9.619999885559082
2013-09-05,9.729999542236328
2013-09-06,9.850000381469727
2013-09-09,9.960000038146973
2013-09-10,10.029999732971191
2013-09-11,10.010000228881836
2013-09-12,9.949999809265137
2013-09-13,9.949999809265137
2013-09-16,10.039999961853027
2013-09-17,10.09000015258789
2013-09-18,10.069999694824219
2013-09-19,10.149999618530273
2013-09-20,10.140000343322754
2013-09-23,10.09000015258789
2013-09-24,10.100000381469727
2013-09-25,10.09000015258789
2013-09-26,10.0600004196167
2013-09-27,10.199999809265137
2013-09-30,10.15999984741211
2013-10-01,10.210000038146973
2013-10-02,10.069999694824219
2013-10-03,9.920000076293945
2013-10-04,10.029999732971191
2013-10-07,9.970000267028809
2013-10-08,9.9399995803833
2013-10-09,9.979999542236328
2013-10-10,10.149999618530273
2013-10-11,10.25
2013-10-14,10.420000076293945
2013-10-15,10.239999771118164
2013-10-16,10.420000076293945
2013-10-17,10.329999923706055
2013-10-18,10.4399995803833
2013-10-21,10.489999771118164
2013-10-22,10.100000381469727
2013-10-23,10.020000457763672
2013-10-24,10.119999885559082
2013-10-25,10.260000228881836
2013-10-28,10.220000267028809
2013-10-29,10.390000343322754
2013-10-30,10.319999694824219
2013-10-31,10.350000381469727
2013-11-01,10.270000457763672
2013-11-04,10.34000015258789
2013-11-05,10.390000343322754
2013-11-06,10.449999809265137
2013-11-07,10.220000267028809
2013-11-08,10.40999984741211
2013-11-11,10.40999984741211
2013-11-12,10.449999809265137
2013-11-13,10.5600004196167
2013-11-14,10.430000305175781
2013-11-15,10.489999771118164
2013-11-18,10.489999771118164
2013-11-19,10.260000228881836
2013-11-20,10.239999771118164
2013-11-21,10.520000457763672
2013-11-22,10.65999984741211
2013-11-25,10.609999656677246
2013-11-26,10.859999656677246
2013-11-27,10.970000267028809
2013-11-29,10.979999542236328
2013-12-02,10.789999961853027
2013-12-03,10.699999809265137
2013-12-04,10.579999923706055
2013-12-05,10.729999542236328
2013-12-06,10.859999656677246
2013-12-09,10.869999885559082
2013-12-10,10.789999961853027
2013-12-11,10.6899995803833
2013-12-12,10.609999656677246
2013-12-13,10.510000228881836
2013-12-16,10.720000267028809
2013-12-17,10.850000381469727
2013-12-18,11.010000228881836
2013-12-19,11.0
2013-12-20,11.350000381469727
2013-12-23,11.40999984741211
2013-12-24,11.479999542236328
2013-12-26,11.430000305175781
2013-12-27,11.5
2013-12-30,11.550000190734863
2013-12-31,11.59000015258789
2014-01-02,11.449999809265137
2014-01-03,11.4399995803833
2014-01-06,11.130000114440918
2014-01-07,11.1899995803833
2014-01-08,11.1899995803833
2014-01-09,11.119999885559082
2014-01-10,11.210000038146973
2014-01-13,10.949999809265137
2014-01-14,11.270000457763672
2014-01-15,11.359999656677246
2014-01-16,11.25
2014-01-17,11.119999885559082
2014-01-21,11.140000343322754
2014-01-22,11.25
2014-01-23,11.270000457763672
2014-01-24,11.010000228881836
2014-01-27,10.779999732971191
2014-01-28,10.760000228881836
2014-01-29,10.600000381469727
2014-01-30,10.670000076293945
2014-01-31,10.520000457763672
2014-02-03,10.279999732971191
2014-02-04,11.430000305175781
2014-02-05,11.539999961853027
2014-02-06,11.4399995803833
2014-02-07,11.569999694824219
2014-02-10,11.600000381469727
2014-02-11,11.710000038146973
2014-02-12,11.739999771118164
2014-02-13,11.979999542236328
2014-02-14,12.0600004196167
2014-02-18,12.100000381469727
2014-02-19,12.010000228881836
2014-02-20,11.989999771118164
2014-02-21,11.930000305175781
2014-02-24,12.029999732971191
2014-02-25,12.0
2014-02-26,12.100000381469727
2014-02-27,12.100000381469727
2014-02-28,12.050000190734863
2014-03-03,12.09000015258789
2014-03-04,12.300000190734863
2014-03-05,12.15999984741211
2014-03-06,12.210000038146973
2014-03-07,12.119999885559082
2014-03-10,12.15999984741211
2014-03-11,11.970000267028809
2014-03-12,12.100000381469727
2014-03-13,11.890000343322754
2014-03-14,12.039999961853027
2014-03-17,12.079999923706055
2014-03-18,12.359999656677246
2014-03-19,12.34000015258789
2014-03-20,12.449999809265137
2014-03-21,12.270000457763672
2014-03-24,12.069999694824219
2014-03-25,12.15999984741211
2014-03-26,11.84000015258789
2014-03-27,11.859999656677246
2014-03-28,11.800000190734863
2014-03-31,12.109999656677246
2014-04-01,12.369999885559082
2014-04-02,12.59000015258789
2014-04-03,12.40999984741211
2014-04-04,11.9399995803833
2014-04-07,11.850000381469727
2014-04-08,11.899999618530273
2014-04-09,12.170000076293945
2014-04-10,11.949999809265137
2014-04-11,11.670000076293945
2014-04-14,11.630000114440918
2014-04-15,11.6899995803833
2014-04-16,11.59000015258789
2014-04-17,11.739999771118164
2014-04-21,11.8100004196167
2014-04-22,12.359999656677246
2014-04-23,11.420000076293945
2014-04-24,11.770000457763672
2014-04-25,11.270000457763672
2014-04-28,11.470000267028809
2014-04-29,11.220000267028809
2014-04-30,11.09000015258789
2014-05-01,11.15999984741211
2014-05-02,11.270000457763672
2014-05-05,11.25
2014-05-06,11.010000228881836
2014-05-07,10.979999542236328
2014-05-08,10.970000267028809
2014-05-09,11.119999885559082
2014-05-12,11.329999923706055
2014-05-13,11.069999694824219
2014-05-14,10.859999656677246
2014-05-15,10.90999984741211
2014-05-16,10.989999771118164
2014-05-19,11.09000015258789
2014-05-20,10.789999961853027
2014-05-21,10.949999809265137
2014-05-22,10.970000267028809
2014-05-23,11.069999694824219
2014-05-27,11.300000190734863
2014-05-28,11.359999656677246
2014-05-29,11.420000076293945
2014-05-30,11.470000267028809
2014-06-02,11.479999542236328
2014-06-03,11.529999732971191
2014-06-04,11.680000305175781
2014-06-05,12.020000457763672
2014-06-06,12.069999694824219
2014-06-09,12.1899995803833
2014-06-10,12.350000381469727
2014-06-11,12.489999771118164
2014-06-12,12.289999961853027
2014-06-13,12.279999732971191
2014-06-16,12.479999542236328
2014-06-17,12.619999885559082
2014-06-18,12.720000267028809
2014-06-19,13.079999923706055
2014-06-20,13.600000381469727
2014-06-23,13.699999809265137
2014-06-24,13.520000457763672
2014-06-25,13.460000038146973
2014-06-26,13.329999923706055
2014-06-27,13.510000228881836
2014-06-30,13.75
2014-07-01,13.960000038146973
2014-07-02,13.9399995803833
2014-07-03,13.979999542236328
2014-07-07,13.869999885559082
2014-07-08,13.989999771118164
2014-07-09,14.020000457763672
2014-07-10,13.949999809265137
2014-07-11,13.84000015258789
2014-07-14,13.579999923706055
2014-07-15,13.539999961853027
2014-07-16,13.520000457763672
2014-07-17,13.220000267028809
2014-07-18,13.380000114440918
2014-07-21,13.239999771118164
2014-07-22,13.199999809265137
2014-07-23,12.930000305175781
2014-07-24,12.710000038146973
2014-07-25,12.420000076293945
2014-07-28,12.489999771118164
2014-07-29,11.789999961853027
2014-07-30,11.59000015258789
2014-07-31,11.489999771118164
2014-08-01,11.5600004196167
2014-08-04,11.600000381469727
2014-08-05,11.59000015258789
2014-08-06,11.579999923706055
2014-08-07,11.5
2014-08-08,11.569999694824219
2014-08-11,11.600000381469727
2014-08-12,11.5
2014-08-13,11.59000015258789
2014-08-14,11.550000190734863
2014-08-15,11.59000015258789
2014-08-18,11.720000267028809
2014-08-19,11.970000267028809
2014-08-20,12.0
2014-08-21,11.989999771118164
2014-08-22,12.079999923706055
2014-08-25,12.0
2014-08-26,12.1899995803833
2014-08-27,12.130000114440918
2014-08-28,12.0
2014-08-29,12.140000343322754
2014-09-02,12.229999542236328
2014-09-03,12.140000343322754
2014-09-04,11.800000190734863
2014-09-05,11.90999984741211
2014-09-08,11.979999542236328
2014-09-09,11.9399995803833
2014-09-10,11.9399995803833
2014-09-11,12.109999656677246
2014-09-12,12.069999694824219
2014-09-15,11.859999656677246
2014-09-16,11.890000343322754
2014-09-17,11.920000076293945
2014-09-18,12.180000305175781
2014-09-19,12.170000076293945
2014-09-22,11.760000228881836
2014-09-23,11.550000190734863
2014-09-24,11.619999885559082
2014-09-25,11.470000267028809
2014-09-26,11.5600004196167
2014-09-29,11.619999885559082
2014-09-30,11.5
2014-10-01,11.5
2014-10-02,11.720000267028809
2014-10-03,11.6899995803833
2014-10-06,11.550000190734863
2014-10-07,11.489999771118164
2014-10-08,11.9399995803833
2014-10-09,11.630000114440918
2014-10-10,11.010000228881836
2014-10-13,10.729999542236328
2014-10-14,10.970000267028809
2014-10-15,11.40999984741211
2014-10-16,11.699999809265137
2014-10-17,11.380000114440918
2014-10-20,11.390000343322754
2014-10-21,11.579999923706055
2014-10-22,11.380000114440918
2014-10-23,11.84000015258789
2014-10-24,11.960000038146973
2014-10-27,12.119999885559082
2014-10-28,12.779999732971191
2014-10-29,12.960000038146973
2014-10-30,13.039999961853027
2014-10-31,13.579999923706055
2014-11-03,13.520000457763672
2014-11-04,13.359999656677246
2014-11-05,13.59000015258789
2014-11-06,13.520000457763672
2014-11-07,13.479999542236328
2014-11-10,13.579999923706055
2014-11-11,13.529999732971191
2014-11-12,13.550000190734863
2014-11-13,13.40999984741211
2014-11-14,13.430000305175781
2014-11-17,13.34000015258789
2014-11-18,13.59000015258789
2014-11-19,13.329999923706055
2014-11-20,13.399999618530273
2014-11-21,13.329999923706055
2014-11-24,13.5600004196167
2014-11-25,13.449999809265137
2014-11-26,13.6899995803833
2014-11-28,13.470000267028809
2014-12-01,13.430000305175781
2014-12-02,13.59000015258789
2014-12-03,13.75
2014-12-04,13.65999984741211
2014-12-05,13.829999923706055
2014-12-08,13.489999771118164
2014-12-09,13.609999656677246
2014-12-10,13.279999732971191
2014-12-11,13.289999961853027
2014-12-12,13.079999923706055
2014-12-15,13.109999656677246
2014-12-16,12.970000267028809
2014-12-17,12.90999984741211
2014-12-18,13.140000343322754
2014-12-19,13.15999984741211
2014-12-22,13.119999885559082
2014-12-23,13.359999656677246
2014-12-24,13.34000015258789
2014-12-26,13.289999961853027
2014-12-29,13.319999694824219
2014-12-30,13.329999923706055
2014-12-31,13.210000038146973
2015-01-02,13.100000381469727
2015-01-05,12.65999984741211
2015-01-06,12.239999771118164
2015-01-07,12.390000343322754
2015-01-08,12.579999923706055
2015-01-09,12.529999732971191
2015-01-12,12.359999656677246
2015-01-13,12.300000190734863
2015-01-14,12.199999809265137
2015-01-15,12.010000228881836
2015-01-16,12.350000381469727
2015-01-20,12.470000267028809
2015-01-21,12.640000343322754
2015-01-22,12.8100004196167
2015-01-23,12.789999961853027
2015-01-26,12.819999694824219
2015-01-27,12.760000228881836
2015-01-28,12.890000343322754
2015-01-29,13.34000015258789
2015-01-30,13.0
2015-02-02,13.130000114440918
2015-02-03,13.369999885559082
2015-02-04,13.359999656677246
2015-02-05,13.600000381469727
2015-02-06,13.569999694824219
2015-02-09,13.619999885559082
2015-02-10,13.489999771118164
2015-02-11,13.520000457763672
2015-02-12,13.649999618530273
2015-02-13,13.5
2015-02-17,13.229999542236328
2015-02-18,13.510000228881836
2015-02-19,13.699999809265137
2015-02-20,13.710000038146973
2015-02-23,13.390000343322754
2015-02-24,13.449999809265137
2015-02-25,13.460000038146973
2015-02-26,13.5
2015-02-27,13.40999984741211
2015-03-02,13.739999771118164
2015-03-03,13.550000190734863
2015-03-04,13.300000190734863
2015-03-05,13.40999984741211
2015-03-06,13.170000076293945
2015-03-09,13.390000343322754
2015-03-10,13.119999885559082
2015-03-11,13.149999618530273
2015-03-12,13.020000457763672
2015-03-13,13.180000305175781
2015-03-16,13.329999923706055
2015-03-17,13.220000267028809
2015-03-18,13.3100004196167
2015-03-19,13.449999809265137
2015-03-20,13.59000015258789
2015-03-23,13.859999656677246
2015-03-24,13.850000381469727
2015-03-25,13.399999618530273
2015-03-26,13.380000114440918
2015-03-27,13.5600004196167
2015-03-30,13.680000305175781
2015-03-31,13.6899995803833
2015-04-01,13.6899995803833
2015-04-02,14.039999961853027
2015-04-06,14.180000305175781
2015-04-07,14.149999618530273
2015-04-08,14.130000114440918
2015-04-09,14.0600004196167
2015-04-10,14.039999961853027
2015-04-13,13.890000343322754
2015-04-14,13.859999656677246
2015-04-15,14.15999984741211
2015-04-16,13.829999923706055
2015-04-17,13.619999885559082
2015-04-20,13.949999809265137
2015-04-21,13.789999961853027
2015-04-22,13.84000015258789
2015-04-23,13.739999771118164
2015-04-24,13.619999885559082
2015-04-27,13.470000267028809
2015-04-28,14.039999961853027
2015-04-29,13.5
2015-04-30,13.3100004196167
2015-05-01,13.40999984741211
2015-05-04,13.289999961853027
2015-05-05,13.289999961853027
2015-05-06,13.220000267028809
2015-05-07,13.399999618530273
2015-05-08,13.350000381469727
2015-05-11,13.350000381469727
2015-05-12,13.550000190734863
2015-05-13,13.640000343322754
2015-05-14,13.770000457763672
2015-05-15,13.630000114440918
2015-05-18,13.65999984741211
2015-05-19,13.680000305175781
2015-05-20,13.75
2015-05-21,13.829999923706055
2015-05-22,13.739999771118164
2015-05-26,13.619999885559082
2015-05-27,13.970000267028809
2015-05-28,14.010000228881836
2015-05-29,13.930000305175781
2015-06-01,14.4399995803833
2015-06-02,14.140000343322754
2015-06-03,14.329999923706055
2015-06-04,14.34000015258789
2015-06-05,14.520000457763672
2015-06-08,14.260000228881836
2015-06-09,14.270000457763672
2015-06-10,14.5600004196167
2015-06-11,14.470000267028809
2015-06-12,14.359999656677246
2015-06-15,14.420000076293945
2015-06-16,14.6899995803833
2015-06-17,14.720000267028809
2015-06-18,14.84000015258789
2015-06-19,14.640000343322754
2015-06-22,14.720000267028809
2015-06-23,14.859999656677246
2015-06-24,14.90999984741211
2015-06-25,15.020000457763672
2015-06-26,14.850000381469727
2015-06-29,14.539999961853027
2015-06-30,14.569999694824219
2015-07-01,14.210000038146973
2015-07-02,14.020000457763672
2015-07-06,13.850000381469727
2015-07-07,13.75
2015-07-08,13.539999961853027
2015-07-09,13.569999694824219
2015-07-10,13.75
2015-07-13,13.899999618530273
2015-07-14,13.899999618530273
2015-07-15,14.229999542236328
2015-07-16,14.170000076293945
2015-07-17,13.949999809265137
2015-07-20,13.739999771118164
2015-07-21,13.619999885559082
2015-07-22,13.5
2015-07-23,13.369999885559082
2015-07-24,13.210000038146973
2015-07-27,13.199999809265137
2015-07-28,13.270000457763672
2015-07-29,13.40999984741211
2015-07-30,14.729999542236328
2015-07-31,14.819999694824219
2015-08-03,14.710000038146973
2015-08-04,14.5
2015-08-05,14.670000076293945
2015-08-06,14.720000267028809
2015-08-07,14.680000305175781
2015-08-10,14.75
2015-08-11,14.699999809265137
2015-08-12,14.680000305175781
2015-08-13,14.4399995803833
2015-08-14,14.449999809265137
2015-08-17,14.710000038146973
2015-08-18,14.470000267028809
2015-08-19,14.329999923706055
2015-08-20,13.819999694824219
2015-08-21,13.720000267028809
2015-08-24,13.260000228881836
2015-08-25,13.079999923706055
2015-08-26,13.470000267028809
2015-08-27,13.680000305175781
2015-08-28,13.699999809265137
2015-08-31,13.729999542236328
2015-09-01,13.319999694824219
2015-09-02,13.449999809265137
2015-09-03,13.5600004196167
2015-09-04,13.34000015258789
2015-09-08,13.75
2015-09-09,13.649999618530273
2015-09-10,13.539999961853027
2015-09-11,13.430000305175781
2015-09-14,13.470000267028809
2015-09-15,13.729999542236328
2015-09-16,13.75
2015-09-17,13.770000457763672
2015-09-18,13.539999961853027
2015-09-21,13.59000015258789
2015-09-22,13.289999961853027
2015-09-23,13.119999885559082
2015-09-24,13.050000190734863
2015-09-25,12.930000305175781
2015-09-28,12.880000114440918
2015-09-29,12.960000038146973
