,FIXD
2020-11-13,55.130001068115234
2020-11-16,55.09000015258789
2020-11-17,55.189998626708984
2020-11-18,55.22999954223633
2020-11-19,55.29999923706055
2020-11-20,55.369998931884766
2020-11-23,55.349998474121094
2020-11-24,55.15999984741211
2020-11-25,55.13999938964844
2020-11-27,55.25
2020-11-30,55.31999969482422
2020-12-01,55.189998626708984
2020-12-02,55.11000061035156
2020-12-03,55.2599983215332
2020-12-04,55.150001525878906
2020-12-07,55.220001220703125
2020-12-08,55.22999954223633
2020-12-09,55.189998626708984
2020-12-10,55.220001220703125
2020-12-11,55.34000015258789
2020-12-14,55.31999969482422
2020-12-15,55.33000183105469
2020-12-16,55.29999923706055
2020-12-17,55.310001373291016
2020-12-18,55.310001373291016
2020-12-21,55.290000915527344
2020-12-22,55.36000061035156
2020-12-23,55.310001373291016
2020-12-24,54.65999984741211
2020-12-28,54.650001525878906
2020-12-29,54.709999084472656
2020-12-30,54.689998626708984
2020-12-31,54.72999954223633
2021-01-04,54.7599983215332
2021-01-05,54.720001220703125
2021-01-06,54.439998626708984
2021-01-07,54.38999938964844
2021-01-08,54.369998931884766
2021-01-11,54.2599983215332
2021-01-12,54.2599983215332
2021-01-13,54.400001525878906
2021-01-14,54.36000061035156
2021-01-15,54.40999984741211
2021-01-19,54.43000030517578
2021-01-20,54.4900016784668
2021-01-21,54.33000183105469
2021-01-22,54.369998931884766
2021-01-25,54.439998626708984
2021-01-26,54.470001220703125
2021-01-27,54.459999084472656
2021-01-28,54.47999954223633
2021-01-29,54.38999938964844
2021-02-01,54.38999938964844
2021-02-02,54.380001068115234
2021-02-03,54.34000015258789
2021-02-04,54.36000061035156
2021-02-05,54.310001373291016
2021-02-08,54.34000015258789
2021-02-09,54.36000061035156
2021-02-10,54.439998626708984
2021-02-11,54.36000061035156
2021-02-12,54.209999084472656
2021-02-16,54.04999923706055
2021-02-17,54.040000915527344
2021-02-18,54.02000045776367
2021-02-19,53.91999816894531
2021-02-22,53.7599983215332
2021-02-23,53.65999984741211
2021-02-24,53.58000183105469
2021-02-25,53.099998474121094
2021-02-26,53.58000183105469
2021-03-01,53.52000045776367
2021-03-02,53.560001373291016
2021-03-03,53.40999984741211
2021-03-04,53.2400016784668
2021-03-05,53.150001525878906
2021-03-08,52.9900016784668
2021-03-09,53.189998626708984
2021-03-10,53.2599983215332
2021-03-11,53.2599983215332
2021-03-12,52.97999954223633
2021-03-15,53.02000045776367
2021-03-16,52.9900016784668
2021-03-17,52.959999084472656
2021-03-18,52.77000045776367
2021-03-19,52.7599983215332
2021-03-22,52.849998474121094
2021-03-23,53.0
2021-03-24,53.06999969482422
2021-03-25,52.95000076293945
2021-03-26,52.869998931884766
2021-03-29,52.77000045776367
2021-03-30,52.77000045776367
2021-03-31,52.83000183105469
2021-04-01,52.93000030517578
2021-04-05,52.93000030517578
2021-04-06,53.04999923706055
2021-04-07,53.060001373291016
2021-04-08,53.130001068115234
2021-04-09,53.09000015258789
2021-04-12,53.09000015258789
2021-04-13,53.18000030517578
2021-04-14,53.15999984741211
2021-04-15,53.380001068115234
2021-04-16,53.310001373291016
2021-04-19,53.25
2021-04-20,53.34000015258789
2021-04-21,53.29999923706055
2021-04-22,53.34000015258789
2021-04-23,53.29999923706055
2021-04-26,53.290000915527344
2021-04-27,53.16999816894531
2021-04-28,53.16999816894531
2021-04-29,53.13999938964844
2021-04-30,53.209999084472656
2021-05-03,53.22999954223633
2021-05-04,53.29999923706055
2021-05-05,53.31999969482422
2021-05-06,53.380001068115234
2021-05-07,53.369998931884766
2021-05-10,53.31999969482422
2021-05-11,53.22999954223633
2021-05-12,53.04999923706055
2021-05-13,53.099998474121094
2021-05-14,53.20000076293945
