,COHU
2003-05-09,18.360000610351562
2003-05-12,18.5
2003-05-13,18.489999771118164
2003-05-14,18.329999923706055
2003-05-15,18.700000762939453
2003-05-16,17.8799991607666
2003-05-19,16.81999969482422
2003-05-20,16.770000457763672
2003-05-21,16.809999465942383
2003-05-22,17.40999984741211
2003-05-23,17.600000381469727
2003-05-27,17.90999984741211
2003-05-28,18.399999618530273
2003-05-29,18.65999984741211
2003-05-30,18.670000076293945
2003-06-02,18.18000030517578
2003-06-03,18.729999542236328
2003-06-04,18.84000015258789
2003-06-05,18.969999313354492
2003-06-06,17.989999771118164
2003-06-09,17.649999618530273
2003-06-10,17.729999542236328
2003-06-11,17.780000686645508
2003-06-12,17.549999237060547
2003-06-13,16.639999389648438
2003-06-16,16.290000915527344
2003-06-17,16.219999313354492
2003-06-18,16.950000762939453
2003-06-19,16.299999237060547
2003-06-20,15.5
2003-06-23,15.220000267028809
2003-06-24,15.199999809265137
2003-06-25,15.529999732971191
2003-06-26,15.630000114440918
2003-06-27,15.399999618530273
2003-06-30,15.600000381469727
2003-07-01,16.049999237060547
2003-07-02,15.760000228881836
2003-07-03,15.880000114440918
2003-07-07,17.06999969482422
2003-07-08,17.739999771118164
2003-07-09,17.889999389648438
2003-07-10,17.649999618530273
2003-07-11,17.790000915527344
2003-07-14,18.540000915527344
2003-07-15,18.8700008392334
2003-07-16,18.399999618530273
2003-07-17,17.40999984741211
2003-07-18,17.549999237060547
2003-07-21,17.799999237060547
2003-07-22,18.5
2003-07-23,18.229999542236328
2003-07-24,18.510000228881836
2003-07-25,18.06999969482422
2003-07-28,18.510000228881836
2003-07-29,18.200000762939453
2003-07-30,18.969999313354492
2003-07-31,19.8799991607666
2003-08-01,20.510000228881836
2003-08-04,19.950000762939453
2003-08-05,19.110000610351562
2003-08-06,18.850000381469727
2003-08-07,18.700000762939453
2003-08-08,18.239999771118164
2003-08-11,18.6200008392334
2003-08-12,19.389999389648438
2003-08-13,19.25
2003-08-14,19.079999923706055
2003-08-15,18.809999465942383
2003-08-18,19.149999618530273
2003-08-19,19.489999771118164
2003-08-20,19.350000381469727
2003-08-21,20.989999771118164
2003-08-22,21.799999237060547
2003-08-25,21.15999984741211
2003-08-26,21.06999969482422
2003-08-27,21.450000762939453
2003-08-28,21.809999465942383
2003-08-29,22.100000381469727
2003-09-02,22.329999923706055
2003-09-03,23.030000686645508
2003-09-04,23.0
2003-09-05,22.68000030517578
2003-09-08,22.75
2003-09-09,22.65999984741211
2003-09-10,21.329999923706055
2003-09-11,21.799999237060547
2003-09-12,21.489999771118164
2003-09-15,21.350000381469727
2003-09-16,21.979999542236328
2003-09-17,21.559999465942383
2003-09-18,21.049999237060547
2003-09-19,21.0
2003-09-22,21.110000610351562
2003-09-23,21.75
2003-09-24,21.299999237060547
2003-09-25,20.889999389648438
2003-09-26,20.079999923706055
2003-09-29,20.440000534057617
2003-09-30,19.559999465942383
2003-10-01,20.100000381469727
2003-10-02,20.219999313354492
2003-10-03,21.200000762939453
2003-10-06,21.350000381469727
2003-10-07,21.049999237060547
2003-10-08,21.43000030517578
2003-10-09,21.299999237060547
2003-10-10,21.420000076293945
2003-10-13,21.350000381469727
2003-10-14,22.049999237060547
2003-10-15,22.0
2003-10-16,22.290000915527344
2003-10-17,21.56999969482422
2003-10-20,21.860000610351562
2003-10-21,21.84000015258789
2003-10-22,21.299999237060547
2003-10-23,19.059999465942383
2003-10-24,18.510000228881836
2003-10-27,18.84000015258789
2003-10-28,20.15999984741211
2003-10-29,21.010000228881836
2003-10-30,20.809999465942383
2003-10-31,20.06999969482422
2003-11-03,20.969999313354492
2003-11-04,20.809999465942383
2003-11-05,20.790000915527344
2003-11-06,20.809999465942383
2003-11-07,21.110000610351562
2003-11-10,19.8700008392334
2003-11-11,20.200000762939453
2003-11-12,20.489999771118164
2003-11-13,20.110000610351562
2003-11-14,19.979999542236328
2003-11-17,19.450000762939453
2003-11-18,19.56999969482422
2003-11-19,19.920000076293945
2003-11-20,19.799999237060547
2003-11-21,19.469999313354492
2003-11-24,21.1200008392334
2003-11-25,21.079999923706055
2003-11-26,20.649999618530273
2003-11-28,21.059999465942383
2003-12-01,21.100000381469727
2003-12-02,20.700000762939453
2003-12-03,19.8799991607666
2003-12-04,20.170000076293945
2003-12-05,19.489999771118164
2003-12-08,19.459999084472656
2003-12-09,18.959999084472656
2003-12-10,18.350000381469727
2003-12-11,19.25
2003-12-12,19.5
2003-12-15,19.25
2003-12-16,19.079999923706055
2003-12-17,18.75
2003-12-18,19.329999923706055
2003-12-19,18.979999542236328
2003-12-22,19.06999969482422
2003-12-23,19.549999237060547
2003-12-24,19.1299991607666
2003-12-26,19.149999618530273
2003-12-29,19.770000457763672
2003-12-30,19.809999465942383
2003-12-31,19.190000534057617
2004-01-02,19.600000381469727
2004-01-05,20.510000228881836
2004-01-06,20.25
2004-01-07,20.799999237060547
2004-01-08,21.219999313354492
2004-01-09,21.219999313354492
2004-01-12,21.850000381469727
2004-01-13,21.790000915527344
2004-01-14,22.200000762939453
2004-01-15,22.5
2004-01-16,22.219999313354492
2004-01-20,22.889999389648438
2004-01-21,22.229999542236328
2004-01-22,21.649999618530273
2004-01-23,21.719999313354492
2004-01-26,22.079999923706055
2004-01-27,21.290000915527344
2004-01-28,20.850000381469727
2004-01-29,20.59000015258789
2004-01-30,20.399999618530273
2004-02-02,20.729999542236328
2004-02-03,20.549999237060547
2004-02-04,19.420000076293945
2004-02-05,19.729999542236328
2004-02-06,20.5
2004-02-09,20.020000457763672
2004-02-10,21.15999984741211
2004-02-11,21.18000030517578
2004-02-12,20.84000015258789
2004-02-13,20.260000228881836
2004-02-17,20.549999237060547
2004-02-18,19.950000762939453
2004-02-19,19.389999389648438
2004-02-20,19.399999618530273
2004-02-23,18.299999237060547
2004-02-24,18.3700008392334
2004-02-25,19.049999237060547
2004-02-26,18.8700008392334
2004-02-27,18.93000030517578
2004-03-01,19.219999313354492
2004-03-02,19.079999923706055
2004-03-03,18.899999618530273
2004-03-04,19.34000015258789
2004-03-05,19.049999237060547
2004-03-08,18.350000381469727
2004-03-09,18.06999969482422
2004-03-10,17.670000076293945
2004-03-11,17.200000762939453
2004-03-12,18.43000030517578
2004-03-15,18.149999618530273
2004-03-16,18.1200008392334
2004-03-17,18.739999771118164
2004-03-18,18.530000686645508
2004-03-19,18.399999618530273
2004-03-22,18.25
2004-03-23,18.100000381469727
2004-03-24,18.049999237060547
2004-03-25,18.270000457763672
2004-03-26,18.190000534057617
2004-03-29,18.729999542236328
2004-03-30,18.8799991607666
2004-03-31,18.770000457763672
2004-04-01,18.799999237060547
2004-04-02,19.100000381469727
2004-04-05,19.31999969482422
2004-04-06,18.979999542236328
2004-04-07,19.34000015258789
2004-04-08,18.889999389648438
2004-04-12,19.049999237060547
2004-04-13,18.520000457763672
2004-04-14,18.81999969482422
2004-04-15,18.0
2004-04-16,17.5
2004-04-19,17.709999084472656
2004-04-20,17.719999313354492
2004-04-21,18.190000534057617
2004-04-22,18.440000534057617
2004-04-23,18.6200008392334
2004-04-26,18.219999313354492
2004-04-27,18.040000915527344
2004-04-28,17.530000686645508
2004-04-29,17.65999984741211
2004-04-30,17.5
2004-05-03,17.559999465942383
2004-05-04,18.1299991607666
2004-05-05,17.940000534057617
2004-05-06,17.950000762939453
2004-05-07,17.6200008392334
2004-05-10,17.59000015258789
2004-05-11,18.3700008392334
2004-05-12,18.479999542236328
2004-05-13,18.110000610351562
2004-05-14,17.700000762939453
2004-05-17,17.420000076293945
2004-05-18,17.850000381469727
2004-05-19,17.799999237060547
2004-05-20,17.68000030517578
2004-05-21,17.899999618530273
2004-05-24,18.520000457763672
2004-05-25,19.0
2004-05-26,19.270000457763672
2004-05-27,19.440000534057617
2004-05-28,18.950000762939453
2004-06-01,19.68000030517578
2004-06-02,19.139999389648438
2004-06-03,18.190000534057617
2004-06-04,18.079999923706055
2004-06-07,18.969999313354492
2004-06-08,18.850000381469727
2004-06-09,18.290000915527344
2004-06-10,18.600000381469727
2004-06-14,17.299999237060547
2004-06-15,18.059999465942383
2004-06-16,17.809999465942383
2004-06-17,17.829999923706055
2004-06-18,17.860000610351562
2004-06-21,17.469999313354492
2004-06-22,18.190000534057617
2004-06-23,17.979999542236328
2004-06-24,18.020000457763672
2004-06-25,18.110000610351562
2004-06-28,17.829999923706055
2004-06-29,18.350000381469727
2004-06-30,19.040000915527344
2004-07-01,18.030000686645508
2004-07-02,17.90999984741211
2004-07-06,17.239999771118164
2004-07-07,17.1299991607666
2004-07-08,16.770000457763672
2004-07-09,16.760000228881836
2004-07-12,16.75
2004-07-13,16.700000762939453
2004-07-14,16.059999465942383
2004-07-15,15.920000076293945
2004-07-16,15.609999656677246
2004-07-19,15.319999694824219
2004-07-20,15.75
2004-07-21,15.289999961853027
2004-07-22,15.25
2004-07-23,17.84000015258789
2004-07-26,17.709999084472656
2004-07-27,18.540000915527344
2004-07-28,18.200000762939453
2004-07-29,18.850000381469727
2004-07-30,18.940000534057617
2004-08-02,19.549999237060547
2004-08-03,19.670000076293945
2004-08-04,20.459999084472656
2004-08-05,20.239999771118164
2004-08-06,18.950000762939453
2004-08-09,19.030000686645508
2004-08-10,19.0
2004-08-11,18.31999969482422
2004-08-12,17.860000610351562
2004-08-13,18.219999313354492
2004-08-16,18.559999465942383
2004-08-17,18.510000228881836
2004-08-18,19.09000015258789
2004-08-19,18.850000381469727
2004-08-20,18.81999969482422
2004-08-23,18.729999542236328
2004-08-24,18.770000457763672
2004-08-25,18.020000457763672
2004-08-26,17.59000015258789
2004-08-27,17.43000030517578
2004-08-30,16.450000762939453
2004-08-31,15.779999732971191
2004-09-01,14.880000114440918
2004-09-02,14.699999809265137
2004-09-03,14.220000267028809
2004-09-07,13.869999885559082
2004-09-08,14.0600004196167
2004-09-09,14.710000038146973
2004-09-10,14.670000076293945
2004-09-13,14.899999618530273
2004-09-14,14.949999809265137
2004-09-15,14.34000015258789
2004-09-16,14.850000381469727
2004-09-17,14.5
2004-09-20,14.510000228881836
2004-09-21,14.829999923706055
2004-09-22,14.180000305175781
2004-09-23,14.380000114440918
2004-09-24,14.09000015258789
2004-09-27,14.079999923706055
2004-09-28,14.260000228881836
2004-09-29,14.65999984741211
2004-09-30,14.779999732971191
2004-10-01,15.039999961853027
2004-10-04,15.899999618530273
2004-10-05,15.729999542236328
2004-10-06,15.430000305175781
2004-10-07,15.489999771118164
2004-10-08,15.3100004196167
2004-10-11,15.300000190734863
2004-10-12,15.0
2004-10-13,15.34000015258789
2004-10-14,14.210000038146973
2004-10-15,14.210000038146973
2004-10-18,14.300000190734863
2004-10-19,14.380000114440918
2004-10-20,14.710000038146973
2004-10-21,15.579999923706055
2004-10-22,15.260000228881836
2004-10-25,15.170000076293945
2004-10-26,15.039999961853027
2004-10-27,15.680000305175781
2004-10-28,15.779999732971191
2004-10-29,15.680000305175781
2004-11-01,15.890000343322754
2004-11-02,16.049999237060547
2004-11-03,16.059999465942383
2004-11-04,15.800000190734863
2004-11-05,15.989999771118164
2004-11-08,16.200000762939453
2004-11-09,16.010000228881836
2004-11-10,15.800000190734863
2004-11-11,15.930000305175781
2004-11-12,16.049999237060547
2004-11-15,16.780000686645508
2004-11-16,16.459999084472656
2004-11-17,18.059999465942383
2004-11-18,18.280000686645508
2004-11-19,17.75
2004-11-22,18.09000015258789
2004-11-23,17.3799991607666
2004-11-24,17.389999389648438
2004-11-26,17.260000228881836
2004-11-29,17.260000228881836
2004-11-30,16.760000228881836
2004-12-01,17.34000015258789
2004-12-02,18.059999465942383
2004-12-03,18.40999984741211
2004-12-06,18.209999084472656
2004-12-07,17.799999237060547
2004-12-08,17.940000534057617
2004-12-09,17.940000534057617
2004-12-10,18.15999984741211
2004-12-13,18.670000076293945
2004-12-14,18.690000534057617
2004-12-15,18.510000228881836
2004-12-16,18.399999618530273
2004-12-17,18.200000762939453
2004-12-20,17.760000228881836
2004-12-21,17.950000762939453
2004-12-22,18.239999771118164
2004-12-23,17.989999771118164
2004-12-27,17.850000381469727
2004-12-28,18.229999542236328
2004-12-29,17.889999389648438
2004-12-30,18.270000457763672
2004-12-31,18.559999465942383
2005-01-03,18.049999237060547
2005-01-04,17.229999542236328
2005-01-05,16.889999389648438
2005-01-06,16.899999618530273
2005-01-07,16.290000915527344
2005-01-10,16.309999465942383
2005-01-11,16.049999237060547
2005-01-12,16.399999618530273
2005-01-13,16.209999084472656
2005-01-14,16.530000686645508
2005-01-18,16.510000228881836
2005-01-19,16.1200008392334
2005-01-20,16.329999923706055
2005-01-21,16.170000076293945
2005-01-24,15.930000305175781
2005-01-25,16.170000076293945
2005-01-26,16.889999389648438
2005-01-27,16.639999389648438
2005-01-28,16.329999923706055
2005-01-31,16.8700008392334
2005-02-01,16.780000686645508
2005-02-02,17.440000534057617
2005-02-03,17.209999084472656
2005-02-04,19.0
2005-02-07,18.489999771118164
2005-02-08,18.690000534057617
2005-02-09,17.75
2005-02-10,17.93000030517578
2005-02-11,18.43000030517578
2005-02-14,19.1299991607666
2005-02-15,19.209999084472656
2005-02-16,18.760000228881836
2005-02-17,18.06999969482422
2005-02-18,18.059999465942383
2005-02-22,17.350000381469727
2005-02-23,17.309999465942383
2005-02-24,17.860000610351562
2005-02-25,18.610000610351562
2005-02-28,18.229999542236328
2005-03-01,18.829999923706055
2005-03-02,18.549999237060547
2005-03-03,18.25
2005-03-04,18.059999465942383
2005-03-07,18.030000686645508
2005-03-08,17.799999237060547
2005-03-09,18.389999389648438
2005-03-10,17.6200008392334
2005-03-11,17.59000015258789
2005-03-14,17.610000610351562
2005-03-15,17.100000381469727
2005-03-16,17.040000915527344
2005-03-17,16.700000762939453
2005-03-18,16.520000457763672
2005-03-21,16.350000381469727
2005-03-22,16.049999237060547
2005-03-23,16.06999969482422
2005-03-24,16.030000686645508
2005-03-28,16.059999465942383
2005-03-29,15.880000114440918
2005-03-30,16.15999984741211
2005-03-31,15.949999809265137
2005-04-01,16.209999084472656
2005-04-04,16.010000228881836
2005-04-05,16.3799991607666
2005-04-06,17.049999237060547
2005-04-07,17.030000686645508
2005-04-08,16.600000381469727
2005-04-11,16.510000228881836
2005-04-12,16.5
2005-04-13,15.850000381469727
2005-04-14,15.579999923706055
2005-04-15,15.270000457763672
2005-04-18,15.270000457763672
2005-04-19,15.640000343322754
2005-04-20,15.529999732971191
2005-04-21,16.170000076293945
2005-04-22,17.020000457763672
2005-04-25,17.139999389648438
2005-04-26,17.040000915527344
2005-04-27,17.40999984741211
2005-04-28,17.34000015258789
2005-04-29,17.850000381469727
2005-05-02,17.6200008392334
2005-05-03,17.639999389648438
2005-05-04,18.020000457763672
2005-05-05,17.8700008392334
2005-05-06,17.950000762939453
2005-05-09,18.0
2005-05-10,17.729999542236328
2005-05-11,17.850000381469727
2005-05-12,17.440000534057617
2005-05-13,17.959999084472656
2005-05-16,18.200000762939453
2005-05-17,18.299999237060547
2005-05-18,18.389999389648438
2005-05-19,18.530000686645508
2005-05-20,18.649999618530273
2005-05-23,19.06999969482422
2005-05-24,19.049999237060547
2005-05-25,18.889999389648438
2005-05-26,19.3700008392334
2005-05-27,19.350000381469727
2005-05-31,19.219999313354492
2005-06-01,19.420000076293945
2005-06-02,19.579999923706055
2005-06-03,18.969999313354492
2005-06-06,19.280000686645508
2005-06-07,19.06999969482422
2005-06-08,18.8799991607666
2005-06-09,19.079999923706055
2005-06-10,18.65999984741211
2005-06-13,18.90999984741211
2005-06-14,19.049999237060547
2005-06-15,18.899999618530273
2005-06-16,18.809999465942383
2005-06-17,18.520000457763672
2005-06-20,17.979999542236328
2005-06-21,18.239999771118164
2005-06-22,19.0
2005-06-23,19.59000015258789
2005-06-24,19.829999923706055
2005-06-27,19.8700008392334
2005-06-28,20.25
2005-06-29,20.25
2005-06-30,20.049999237060547
2005-07-01,20.049999237060547
2005-07-05,20.469999313354492
2005-07-06,20.469999313354492
2005-07-07,20.440000534057617
2005-07-08,20.850000381469727
2005-07-11,21.3700008392334
2005-07-12,21.530000686645508
2005-07-13,21.399999618530273
2005-07-14,21.579999923706055
2005-07-15,21.709999084472656
2005-07-18,21.030000686645508
2005-07-19,21.329999923706055
2005-07-20,22.34000015258789
2005-07-21,25.399999618530273
2005-07-22,25.700000762939453
2005-07-25,25.440000534057617
2005-07-26,25.139999389648438
2005-07-27,24.799999237060547
2005-07-28,24.979999542236328
2005-07-29,24.610000610351562
2005-08-01,24.760000228881836
2005-08-02,25.649999618530273
2005-08-03,25.09000015258789
2005-08-04,24.559999465942383
2005-08-05,24.239999771118164
2005-08-08,24.15999984741211
2005-08-09,24.329999923706055
2005-08-10,23.799999237060547
2005-08-11,24.399999618530273
2005-08-12,23.5
2005-08-15,23.489999771118164
2005-08-16,23.389999389648438
2005-08-17,24.18000030517578
2005-08-18,23.739999771118164
2005-08-19,24.0
2005-08-22,23.729999542236328
2005-08-23,24.780000686645508
2005-08-24,24.459999084472656
2005-08-25,24.15999984741211
2005-08-26,23.610000610351562
2005-08-29,23.850000381469727
2005-08-30,23.75
2005-08-31,24.420000076293945
2005-09-01,24.049999237060547
2005-09-02,23.770000457763672
2005-09-06,23.8700008392334
2005-09-07,23.719999313354492
2005-09-08,23.799999237060547
2005-09-09,24.399999618530273
2005-09-12,24.469999313354492
2005-09-13,24.790000915527344
2005-09-14,24.3799991607666
2005-09-15,24.639999389648438
2005-09-16,24.889999389648438
2005-09-19,23.889999389648438
2005-09-20,23.209999084472656
2005-09-21,23.040000915527344
2005-09-22,22.360000610351562
2005-09-23,23.09000015258789
2005-09-26,22.850000381469727
2005-09-27,23.0
2005-09-28,21.709999084472656
2005-09-29,23.290000915527344
2005-09-30,23.649999618530273
2005-10-03,23.690000534057617
2005-10-04,23.600000381469727
2005-10-05,23.350000381469727
2005-10-06,23.420000076293945
2005-10-07,23.739999771118164
2005-10-10,23.270000457763672
2005-10-11,22.5
2005-10-12,21.940000534057617
2005-10-13,22.920000076293945
2005-10-14,23.020000457763672
2005-10-17,22.510000228881836
2005-10-18,22.260000228881836
2005-10-19,21.25
2005-10-20,21.31999969482422
2005-10-21,23.639999389648438
2005-10-24,24.170000076293945
2005-10-25,23.59000015258789
2005-10-26,22.989999771118164
2005-10-27,22.209999084472656
2005-10-28,22.610000610351562
2005-10-31,23.079999923706055
2005-11-01,22.520000457763672
2005-11-02,23.329999923706055
2005-11-03,23.860000610351562
2005-11-04,24.3700008392334
2005-11-07,24.799999237060547
2005-11-08,25.280000686645508
2005-11-09,25.15999984741211
2005-11-10,25.209999084472656
2005-11-11,24.950000762939453
2005-11-14,25.25
2005-11-15,24.850000381469727
2005-11-16,24.440000534057617
2005-11-17,24.5
2005-11-18,24.809999465942383
2005-11-21,24.8700008392334
2005-11-22,26.780000686645508
2005-11-23,26.3799991607666
2005-11-25,26.799999237060547
2005-11-28,26.049999237060547
2005-11-29,25.770000457763672
2005-11-30,26.670000076293945
2005-12-01,26.8799991607666
2005-12-02,27.209999084472656
2005-12-05,26.860000610351562
2005-12-06,26.559999465942383
2005-12-07,26.3799991607666
2005-12-08,25.329999923706055
2005-12-09,25.56999969482422
2005-12-12,25.6299991607666
2005-12-13,25.309999465942383
2005-12-14,24.920000076293945
2005-12-15,24.510000228881836
2005-12-16,23.850000381469727
2005-12-19,23.610000610351562
2005-12-20,23.56999969482422
2005-12-21,23.420000076293945
2005-12-22,23.899999618530273
2005-12-23,23.75
2005-12-27,22.989999771118164
2005-12-28,23.270000457763672
2005-12-29,23.18000030517578
2005-12-30,22.8700008392334
2006-01-03,23.399999618530273
2006-01-04,23.56999969482422
2006-01-05,24.34000015258789
2006-01-06,24.5
2006-01-09,24.350000381469727
2006-01-10,25.270000457763672
2006-01-11,25.90999984741211
2006-01-12,26.399999618530273
2006-01-13,26.469999313354492
2006-01-17,26.479999542236328
2006-01-18,26.559999465942383
2006-01-19,28.3700008392334
2006-01-20,28.020000457763672
2006-01-23,27.600000381469727
2006-01-24,28.0
2006-01-25,28.030000686645508
2006-01-26,28.719999313354492
2006-01-27,28.579999923706055
2006-01-30,28.25
2006-01-31,28.350000381469727
2006-02-01,29.299999237060547
2006-02-02,28.899999618530273
2006-02-03,22.510000228881836
2006-02-06,22.149999618530273
2006-02-07,22.479999542236328
2006-02-08,21.829999923706055
2006-02-09,21.549999237060547
2006-02-10,21.670000076293945
2006-02-13,21.389999389648438
2006-02-14,21.65999984741211
2006-02-15,22.190000534057617
2006-02-16,22.739999771118164
2006-02-17,22.229999542236328
2006-02-21,21.59000015258789
2006-02-22,21.760000228881836
2006-02-23,21.530000686645508
2006-02-24,21.5
2006-02-27,21.489999771118164
2006-02-28,21.1200008392334
2006-03-01,21.690000534057617
2006-03-02,21.530000686645508
2006-03-03,21.399999618530273
2006-03-06,20.65999984741211
2006-03-07,19.850000381469727
2006-03-08,20.309999465942383
2006-03-09,20.5
2006-03-10,20.540000915527344
2006-03-13,20.209999084472656
2006-03-14,20.420000076293945
2006-03-15,20.209999084472656
2006-03-16,19.899999618530273
2006-03-17,19.979999542236328
2006-03-20,19.850000381469727
2006-03-21,19.90999984741211
2006-03-22,20.100000381469727
2006-03-23,19.8799991607666
2006-03-24,20.59000015258789
2006-03-27,21.1299991607666
2006-03-28,20.709999084472656
2006-03-29,20.520000457763672
2006-03-30,20.780000686645508
2006-03-31,21.219999313354492
2006-04-03,20.770000457763672
2006-04-04,20.579999923706055
2006-04-05,20.399999618530273
2006-04-06,20.100000381469727
2006-04-07,19.899999618530273
2006-04-10,19.809999465942383
2006-04-11,19.170000076293945
2006-04-12,19.049999237060547
2006-04-13,19.68000030517578
2006-04-17,19.299999237060547
2006-04-18,20.40999984741211
2006-04-19,20.729999542236328
2006-04-20,20.90999984741211
2006-04-21,19.600000381469727
2006-04-24,19.540000915527344
2006-04-25,19.309999465942383
2006-04-26,19.489999771118164
2006-04-27,19.260000228881836
2006-04-28,19.190000534057617
2006-05-01,18.829999923706055
2006-05-02,18.780000686645508
2006-05-03,18.510000228881836
2006-05-04,19.0
2006-05-05,18.989999771118164
2006-05-08,18.510000228881836
2006-05-09,17.90999984741211
2006-05-10,17.639999389648438
2006-05-11,17.0
2006-05-12,17.079999923706055
2006-05-15,16.75
2006-05-16,16.600000381469727
2006-05-17,16.6200008392334
2006-05-18,16.31999969482422
2006-05-19,16.549999237060547
2006-05-22,16.639999389648438
2006-05-23,16.239999771118164
2006-05-24,16.25
2006-05-25,16.93000030517578
2006-05-26,17.549999237060547
2006-05-30,17.239999771118164
2006-05-31,17.329999923706055
2006-06-01,17.889999389648438
2006-06-02,17.360000610351562
2006-06-05,16.75
2006-06-06,16.610000610351562
2006-06-07,16.809999465942383
2006-06-08,16.8799991607666
2006-06-09,16.270000457763672
2006-06-12,15.850000381469727
2006-06-13,16.280000686645508
2006-06-14,16.559999465942383
2006-06-15,16.8700008392334
2006-06-16,16.360000610351562
2006-06-19,16.229999542236328
2006-06-20,16.299999237060547
2006-06-21,16.530000686645508
2006-06-22,16.700000762939453
2006-06-23,16.649999618530273
2006-06-26,16.829999923706055
2006-06-27,16.860000610351562
2006-06-28,16.6299991607666
2006-06-29,17.389999389648438
2006-06-30,17.549999237060547
2006-07-03,17.65999984741211
2006-07-05,16.81999969482422
2006-07-06,16.959999084472656
2006-07-07,16.940000534057617
2006-07-10,16.889999389648438
2006-07-11,17.3700008392334
2006-07-12,16.670000076293945
2006-07-13,15.90999984741211
2006-07-14,15.930000305175781
2006-07-17,15.989999771118164
2006-07-18,16.40999984741211
2006-07-19,17.06999969482422
2006-07-20,15.65999984741211
2006-07-21,15.479999542236328
2006-07-24,15.59000015258789
2006-07-25,15.609999656677246
2006-07-26,15.130000114440918
2006-07-27,14.680000305175781
2006-07-28,15.0
2006-07-31,15.180000305175781
2006-08-01,14.770000457763672
2006-08-02,14.859999656677246
2006-08-03,14.890000343322754
2006-08-04,15.050000190734863
2006-08-07,14.859999656677246
2006-08-08,14.5600004196167
2006-08-09,14.539999961853027
2006-08-10,14.510000228881836
2006-08-11,14.199999809265137
2006-08-14,14.979999542236328
2006-08-15,15.680000305175781
2006-08-16,16.440000534057617
2006-08-17,16.399999618530273
2006-08-18,16.3799991607666
2006-08-21,16.299999237060547
2006-08-22,16.239999771118164
2006-08-23,16.100000381469727
2006-08-24,16.239999771118164
2006-08-25,16.280000686645508
2006-08-28,16.360000610351562
2006-08-29,16.5
2006-08-30,16.760000228881836
2006-08-31,16.770000457763672
2006-09-01,16.31999969482422
2006-09-05,16.190000534057617
2006-09-06,15.510000228881836
2006-09-07,15.529999732971191
2006-09-08,15.619999885559082
2006-09-11,15.770000457763672
2006-09-12,16.5
2006-09-13,16.280000686645508
2006-09-14,16.399999618530273
2006-09-15,16.540000915527344
2006-09-18,16.68000030517578
2006-09-19,16.90999984741211
2006-09-20,17.520000457763672
2006-09-21,17.34000015258789
2006-09-22,17.110000610351562
2006-09-25,17.290000915527344
2006-09-26,18.059999465942383
2006-09-27,18.43000030517578
2006-09-28,18.31999969482422
2006-09-29,17.829999923706055
2006-10-02,17.5
2006-10-03,17.600000381469727
2006-10-04,18.049999237060547
2006-10-05,17.979999542236328
2006-10-06,18.049999237060547
2006-10-09,18.270000457763672
2006-10-10,17.979999542236328
2006-10-11,18.010000228881836
2006-10-12,18.5
2006-10-13,18.84000015258789
2006-10-16,19.469999313354492
2006-10-17,19.110000610351562
2006-10-18,18.969999313354492
2006-10-19,19.25
2006-10-20,19.049999237060547
2006-10-23,19.09000015258789
2006-10-24,18.6200008392334
2006-10-25,19.100000381469727
2006-10-26,18.899999618530273
2006-10-27,19.81999969482422
2006-10-30,20.0
2006-10-31,19.780000686645508
2006-11-01,19.34000015258789
2006-11-02,19.489999771118164
2006-11-03,20.3799991607666
2006-11-06,20.559999465942383
2006-11-07,20.399999618530273
2006-11-08,20.850000381469727
2006-11-09,19.989999771118164
2006-11-10,20.59000015258789
2006-11-13,20.799999237060547
2006-11-14,21.65999984741211
2006-11-15,21.6200008392334
2006-11-16,21.809999465942383
2006-11-17,21.540000915527344
2006-11-20,21.639999389648438
2006-11-21,21.18000030517578
2006-11-22,21.1299991607666
2006-11-24,20.84000015258789
2006-11-27,20.09000015258789
2006-11-28,19.670000076293945
2006-11-29,20.010000228881836
2006-11-30,19.690000534057617
2006-12-01,19.600000381469727
2006-12-04,20.0
2006-12-05,19.790000915527344
2006-12-06,19.8700008392334
2006-12-07,19.90999984741211
2006-12-08,19.899999618530273
2006-12-11,19.969999313354492
2006-12-12,19.799999237060547
2006-12-13,19.559999465942383
2006-12-14,19.68000030517578
2006-12-15,19.75
2006-12-18,19.739999771118164
2006-12-19,19.520000457763672
2006-12-20,19.809999465942383
2006-12-21,19.65999984741211
2006-12-22,19.520000457763672
2006-12-26,19.709999084472656
2006-12-27,19.850000381469727
2006-12-28,20.149999618530273
2006-12-29,20.15999984741211
2007-01-03,20.040000915527344
2007-01-04,20.299999237060547
2007-01-05,19.6200008392334
2007-01-08,19.770000457763672
2007-01-09,19.81999969482422
2007-01-10,19.81999969482422
2007-01-11,20.780000686645508
2007-01-12,20.690000534057617
2007-01-16,20.399999618530273
2007-01-17,20.239999771118164
2007-01-18,19.440000534057617
2007-01-19,19.649999618530273
2007-01-22,19.530000686645508
2007-01-23,19.459999084472656
2007-01-24,20.020000457763672
2007-01-25,19.559999465942383
2007-01-26,19.809999465942383
2007-01-29,19.84000015258789
2007-01-30,19.889999389648438
2007-01-31,20.0
2007-02-01,20.639999389648438
2007-02-02,19.280000686645508
2007-02-05,18.729999542236328
2007-02-06,19.010000228881836
2007-02-07,19.31999969482422
2007-02-08,19.200000762939453
2007-02-09,19.0
2007-02-12,19.06999969482422
2007-02-13,18.979999542236328
2007-02-14,18.93000030517578
2007-02-15,18.760000228881836
