,BPTH
2013-03-21,90.0
2013-03-22,88.0
2013-03-25,96.0
2013-03-26,114.0
2013-03-27,110.0
2013-03-28,94.0
2013-04-01,110.0
2013-04-02,118.0
2013-04-03,116.0
2013-04-04,102.0
2013-04-05,106.0
2013-04-08,110.0
2013-04-09,110.0
2013-04-10,108.0
2013-04-11,106.0
2013-04-12,106.0
2013-04-15,108.0
2013-04-16,110.0
2013-04-17,110.0
2013-04-18,118.0
2013-04-19,104.0
2013-04-22,98.0
2013-04-23,96.0
2013-04-24,84.0
2013-04-25,104.0
2013-04-26,108.0
2013-04-29,108.0
2013-04-30,108.0
2013-05-01,108.0
2013-05-02,114.0
2013-05-03,110.0
2013-05-06,106.0
2013-05-07,106.0
2013-05-08,106.0
2013-05-09,94.0
2013-05-10,106.0
2013-05-13,106.0
2013-05-14,106.0
2013-05-15,98.0
2013-05-16,108.0
2013-05-17,98.0
2013-05-20,98.0
2013-05-21,98.0
2013-05-22,98.0
2013-05-23,100.0
2013-05-24,108.0
2013-05-28,106.0
2013-05-29,98.0
2013-05-30,110.0
2013-05-31,102.0
2013-06-03,102.0
2013-06-04,102.0
2013-06-05,98.0
2013-06-06,98.0
2013-06-07,100.0
2013-06-10,100.0
2013-06-11,102.0
2013-06-12,106.0
2013-06-13,102.0
2013-06-14,104.0
2013-06-17,102.0
2013-06-18,102.0
2013-06-19,98.0
2013-06-20,100.0
2013-06-21,100.0
2013-06-24,100.0
2013-06-25,96.0
2013-06-26,90.0
2013-06-27,100.0
2013-06-28,102.0
2013-07-01,90.0
2013-07-02,90.0
2013-07-03,90.0
2013-07-05,86.0
2013-07-08,98.0
2013-07-09,94.0
2013-07-10,94.0
2013-07-11,94.0
2013-07-12,94.0
2013-07-15,94.0
2013-07-16,86.0
2013-07-17,98.0
2013-07-18,94.0
2013-07-19,98.0
2013-07-22,98.0
2013-07-23,98.0
2013-07-24,96.0
2013-07-25,96.0
2013-07-26,96.0
2013-07-29,94.0
2013-07-30,98.0
2013-07-31,96.0
2013-08-01,96.0
2013-08-02,94.0
2013-08-05,94.0
2013-08-06,96.0
2013-08-07,96.0
2013-08-08,92.0
2013-08-09,102.0
2013-08-12,94.0
2013-08-13,98.0
2013-08-14,104.0
2013-08-15,104.0
2013-08-16,110.0
2013-08-19,110.0
2013-08-20,94.0
2013-08-21,96.0
2013-08-22,104.0
2013-08-23,110.0
2013-08-26,110.0
2013-08-27,110.0
2013-08-28,110.0
2013-08-29,116.0
2013-08-30,116.0
2013-09-03,138.0
2013-09-04,144.0
2013-09-05,148.0
2013-09-06,150.0
2013-09-09,140.0
2013-09-10,140.0
2013-09-11,146.0
2013-09-12,146.0
2013-09-13,146.0
2013-09-16,146.0
2013-09-17,144.0
2013-09-18,146.0
2013-09-19,146.0
2013-09-20,154.0
2013-09-23,160.0
2013-09-24,164.0
2013-09-25,164.0
2013-09-26,168.0
2013-09-27,192.0
2013-09-30,320.0
2013-10-01,390.0
2013-10-02,430.0
2013-10-03,496.0
2013-10-04,588.0
2013-10-07,548.0
2013-10-08,350.0
2013-10-09,476.0
2013-10-10,450.0
2013-10-11,482.0
2013-10-14,462.0
2013-10-15,466.0
2013-10-16,488.0
2013-10-17,466.0
2013-10-18,490.0
2013-10-21,510.0
2013-10-22,500.0
2013-10-23,480.0
2013-10-24,480.0
2013-10-25,470.0
2013-10-28,470.0
2013-10-29,452.0
2013-10-30,418.0
2013-10-31,458.0
2013-11-01,420.0
2013-11-04,376.0
2013-11-05,404.0
2013-11-06,400.0
2013-11-07,400.0
2013-11-08,420.0
2013-11-11,410.0
2013-11-12,408.0
2013-11-13,410.0
2013-11-14,402.0
2013-11-15,402.0
2013-11-18,478.0
2013-11-19,476.0
2013-11-20,500.0
2013-11-21,498.0
2013-11-22,470.0
2013-11-25,464.0
2013-11-26,490.0
2013-11-27,490.0
2013-11-29,490.0
2013-12-02,510.0
2013-12-03,550.0
2013-12-04,540.0
2013-12-05,570.0
2013-12-06,580.0
2013-12-09,590.0
2013-12-10,560.0
2013-12-11,576.0
2013-12-12,572.0
2013-12-13,580.0
2013-12-16,570.0
2013-12-17,560.0
2013-12-18,556.0
2013-12-19,594.0
2013-12-20,584.0
2013-12-23,582.0
2013-12-24,572.0
2013-12-26,596.0
2013-12-27,636.0
2013-12-30,750.0
2013-12-31,800.0
2014-01-02,806.0
2014-01-03,978.0
2014-01-06,930.0
2014-01-07,850.0
2014-01-08,810.0
2014-01-09,802.0
2014-01-10,860.0
2014-01-13,924.0
2014-01-14,948.0
2014-01-15,988.0
2014-01-16,824.0
2014-01-17,870.0
2014-01-21,826.0
2014-01-22,840.0
2014-01-23,820.0
2014-01-24,810.0
2014-01-27,830.0
2014-01-28,834.0
2014-01-29,850.0
2014-01-30,872.0
2014-01-31,882.0
2014-02-03,882.0
2014-02-04,870.0
2014-02-05,868.0
2014-02-06,878.0
2014-02-07,900.0
2014-02-10,890.0
2014-02-11,860.0
2014-02-12,880.0
2014-02-13,860.0
2014-02-14,858.0
2014-02-18,858.0
2014-02-19,846.0
2014-02-20,846.0
2014-02-21,850.0
2014-02-24,850.0
2014-02-25,820.0
2014-02-26,840.0
2014-02-27,838.0
2014-02-28,838.0
2014-03-03,810.0
2014-03-04,804.0
2014-03-05,756.0
2014-03-06,784.0
2014-03-07,800.0
2014-03-10,810.0
2014-03-11,768.0
2014-03-12,618.0
2014-03-13,660.0
2014-03-14,680.0
2014-03-17,684.0
2014-03-18,640.0
2014-03-19,650.0
2014-03-20,644.0
2014-03-21,634.0
2014-03-24,562.0
2014-03-25,540.0
2014-03-26,526.0
2014-03-27,520.0
2014-03-28,532.0
2014-03-31,530.0
2014-04-01,452.0
2014-04-02,492.0
2014-04-03,488.0
2014-04-04,478.0
2014-04-07,470.0
2014-04-08,470.0
2014-04-09,514.0
2014-04-10,600.0
2014-04-11,562.0
2014-04-14,536.0
2014-04-15,550.0
2014-04-16,540.0
2014-04-17,542.0
2014-04-21,522.0
2014-04-22,528.0
2014-04-23,520.0
2014-04-24,496.0
2014-04-25,476.0
2014-04-28,466.0
2014-04-29,466.0
2014-04-30,476.0
2014-05-01,480.0
2014-05-02,488.0
2014-05-05,500.0
2014-05-06,514.0
2014-05-07,536.0
2014-05-08,532.0
2014-05-09,530.0
2014-05-12,530.0
2014-05-13,534.0
2014-05-14,538.0
2014-05-15,540.0
2014-05-16,540.0
2014-05-19,540.0
2014-05-20,542.0
2014-05-21,542.0
2014-05-22,540.0
2014-05-23,536.0
2014-05-27,540.0
2014-05-28,540.0
2014-05-29,540.0
2014-05-30,526.0
2014-06-02,542.0
2014-06-03,544.0
2014-06-04,538.0
2014-06-05,542.0
2014-06-06,540.0
2014-06-09,544.0
2014-06-10,572.0
2014-06-11,600.0
2014-06-12,624.0
2014-06-13,646.0
2014-06-16,680.0
2014-06-17,668.0
2014-06-18,682.0
2014-06-19,678.0
2014-06-20,654.0
2014-06-23,646.0
2014-06-24,636.0
2014-06-25,626.0
2014-06-26,610.0
2014-06-27,582.0
2014-06-30,610.0
2014-07-01,570.0
2014-07-02,564.0
2014-07-03,588.0
2014-07-07,594.0
2014-07-08,572.0
2014-07-09,564.0
2014-07-10,534.0
2014-07-11,558.0
2014-07-14,560.0
2014-07-15,560.0
2014-07-16,570.0
2014-07-17,528.0
2014-07-18,542.0
2014-07-21,540.0
2014-07-22,512.0
2014-07-23,494.0
2014-07-24,490.0
2014-07-25,472.0
2014-07-28,480.0
2014-07-29,498.0
2014-07-30,480.0
2014-07-31,456.0
2014-08-01,458.0
2014-08-04,470.0
2014-08-05,454.0
2014-08-06,462.0
2014-08-07,444.0
2014-08-08,436.0
2014-08-11,420.0
2014-08-12,406.0
2014-08-13,432.0
2014-08-14,482.0
2014-08-15,448.0
2014-08-18,472.0
2014-08-19,472.0
2014-08-20,486.0
2014-08-21,468.0
2014-08-22,446.0
2014-08-25,430.0
2014-08-26,460.0
2014-08-27,458.0
2014-08-28,442.0
2014-08-29,462.0
2014-09-02,456.0
2014-09-03,452.0
2014-09-04,458.0
2014-09-05,450.0
2014-09-08,474.0
2014-09-09,464.0
2014-09-10,496.0
2014-09-11,510.0
2014-09-12,478.0
2014-09-15,484.0
2014-09-16,480.0
2014-09-17,464.0
2014-09-18,454.0
2014-09-19,482.0
2014-09-22,466.0
2014-09-23,438.0
2014-09-24,458.0
2014-09-25,436.0
2014-09-26,430.0
2014-09-29,420.0
2014-09-30,402.0
2014-10-01,392.0
2014-10-02,418.0
2014-10-03,428.0
2014-10-06,418.0
2014-10-07,422.0
2014-10-08,436.0
2014-10-09,434.0
2014-10-10,420.0
2014-10-13,440.0
2014-10-14,450.0
2014-10-15,478.0
2014-10-16,496.0
2014-10-17,488.0
2014-10-20,472.0
2014-10-21,482.0
2014-10-22,476.0
2014-10-23,490.0
2014-10-24,488.0
2014-10-27,484.0
2014-10-28,508.0
2014-10-29,518.0
2014-10-30,560.0
2014-10-31,584.0
2014-11-03,600.0
2014-11-04,594.0
2014-11-05,594.0
2014-11-06,596.0
2014-11-07,594.0
2014-11-10,592.0
2014-11-11,586.0
2014-11-12,590.0
2014-11-13,600.0
2014-11-14,600.0
2014-11-17,572.0
2014-11-18,580.0
2014-11-19,566.0
2014-11-20,532.0
2014-11-21,524.0
2014-11-24,520.0
2014-11-25,520.0
2014-11-26,520.0
2014-11-28,492.0
2014-12-01,478.0
2014-12-02,500.0
2014-12-03,508.0
2014-12-04,498.0
2014-12-05,512.0
2014-12-08,470.0
2014-12-09,508.0
2014-12-10,516.0
2014-12-11,528.0
2014-12-12,534.0
2014-12-15,488.0
2014-12-16,516.0
2014-12-17,534.0
2014-12-18,540.0
2014-12-19,534.0
2014-12-22,546.0
2014-12-23,554.0
2014-12-24,560.0
2014-12-26,560.0
2014-12-29,540.0
2014-12-30,538.0
2014-12-31,532.0
2015-01-02,532.0
2015-01-05,520.0
2015-01-06,492.0
2015-01-07,490.0
2015-01-08,490.0
2015-01-09,472.0
2015-01-12,476.0
2015-01-13,484.0
2015-01-14,482.0
2015-01-15,456.0
2015-01-16,474.0
2015-01-20,470.0
2015-01-21,458.0
2015-01-22,474.0
2015-01-23,472.0
2015-01-26,490.0
2015-01-27,478.0
2015-01-28,450.0
2015-01-29,470.0
2015-01-30,452.0
2015-02-02,460.0
2015-02-03,476.0
2015-02-04,472.0
2015-02-05,476.0
2015-02-06,476.0
2015-02-09,462.0
2015-02-10,468.0
2015-02-11,454.0
2015-02-12,450.0
2015-02-13,446.0
2015-02-17,430.0
2015-02-18,442.0
2015-02-19,414.0
2015-02-20,426.0
2015-02-23,416.0
2015-02-24,400.0
2015-02-25,390.0
2015-02-26,400.0
2015-02-27,370.0
2015-03-02,340.0
2015-03-03,338.0
2015-03-04,350.0
2015-03-05,362.0
2015-03-06,350.0
2015-03-09,352.0
2015-03-10,350.0
2015-03-11,338.0
2015-03-12,362.0
2015-03-13,346.0
2015-03-16,358.0
2015-03-17,358.0
2015-03-18,358.0
2015-03-19,358.0
2015-03-20,354.0
2015-03-23,358.0
2015-03-24,358.0
2015-03-25,334.0
2015-03-26,340.0
2015-03-27,358.0
2015-03-30,350.0
2015-03-31,360.0
2015-04-01,358.0
2015-04-02,354.0
2015-04-06,346.0
2015-04-07,344.0
2015-04-08,352.0
2015-04-09,338.0
2015-04-10,346.0
2015-04-13,332.0
2015-04-14,322.0
2015-04-15,322.0
2015-04-16,312.0
2015-04-17,288.0
2015-04-20,280.0
2015-04-21,258.0
2015-04-22,274.0
2015-04-23,288.0
2015-04-24,286.0
2015-04-27,272.0
2015-04-28,272.0
2015-04-29,352.0
2015-04-30,312.0
2015-05-01,290.0
2015-05-04,274.0
2015-05-05,266.0
2015-05-06,254.0
2015-05-07,250.0
2015-05-08,250.0
2015-05-11,236.0
2015-05-12,224.0
2015-05-13,248.0
2015-05-14,254.0
2015-05-15,248.0
2015-05-18,260.0
2015-05-19,256.0
2015-05-20,260.0
2015-05-21,258.0
2015-05-22,258.0
2015-05-26,282.0
2015-05-27,268.0
2015-05-28,256.0
2015-05-29,240.0
2015-06-01,234.0
2015-06-02,240.0
2015-06-03,252.0
2015-06-04,246.0
2015-06-05,244.0
2015-06-08,236.0
2015-06-09,232.0
2015-06-10,252.0
2015-06-11,252.0
2015-06-12,250.0
2015-06-15,244.0
2015-06-16,240.0
2015-06-17,238.0
2015-06-18,246.0
2015-06-19,250.0
2015-06-22,280.0
2015-06-23,280.0
2015-06-24,288.0
2015-06-25,274.0
2015-06-26,256.0
2015-06-29,218.0
2015-06-30,230.0
2015-07-01,222.0
2015-07-02,240.0
2015-07-06,220.0
2015-07-07,242.0
2015-07-08,230.0
2015-07-09,234.0
2015-07-10,244.0
2015-07-13,264.0
2015-07-14,272.0
2015-07-15,268.0
2015-07-16,262.0
2015-07-17,252.0
2015-07-20,254.0
2015-07-21,244.0
2015-07-22,254.0
2015-07-23,236.0
2015-07-24,242.0
2015-07-27,238.0
2015-07-28,240.0
2015-07-29,238.0
2015-07-30,248.0
2015-07-31,256.0
2015-08-03,258.0
2015-08-04,256.0
2015-08-05,256.0
2015-08-06,250.0
2015-08-07,242.0
2015-08-10,242.0
2015-08-11,244.0
2015-08-12,236.0
2015-08-13,238.0
2015-08-14,236.0
2015-08-17,230.0
2015-08-18,226.0
2015-08-19,232.0
2015-08-20,226.0
2015-08-21,226.0
2015-08-24,218.0
2015-08-25,212.0
2015-08-26,200.0
2015-08-27,214.0
2015-08-28,222.0
2015-08-31,220.0
2015-09-01,236.0
2015-09-02,228.0
2015-09-03,230.0
2015-09-04,238.0
2015-09-08,230.0
2015-09-09,228.0
2015-09-10,234.0
2015-09-11,228.0
2015-09-14,236.0
2015-09-15,228.0
2015-09-16,230.0
2015-09-17,238.0
2015-09-18,220.0
2015-09-21,220.0
2015-09-22,220.0
2015-09-23,206.0
2015-09-24,206.0
2015-09-25,206.0
2015-09-28,214.0
2015-09-29,218.0
2015-09-30,228.0
2015-10-01,224.0
2015-10-02,226.0
2015-10-05,236.0
2015-10-06,238.0
2015-10-07,232.0
2015-10-08,232.0
2015-10-09,244.0
2015-10-12,236.0
2015-10-13,236.0
2015-10-14,236.0
2015-10-15,258.0
2015-10-16,250.0
2015-10-19,254.0
2015-10-20,276.0
2015-10-21,302.0
2015-10-22,294.0
2015-10-23,314.0
2015-10-26,310.0
2015-10-27,298.0
2015-10-28,310.0
2015-10-29,318.0
2015-10-30,312.0
2015-11-02,288.0
2015-11-03,298.0
2015-11-04,286.0
2015-11-05,282.0
2015-11-06,286.0
2015-11-09,302.0
2015-11-10,296.0
2015-11-11,298.0
2015-11-12,296.0
2015-11-13,298.0
2015-11-16,296.0
2015-11-17,300.0
2015-11-18,296.0
2015-11-19,292.0
2015-11-20,300.0
2015-11-23,310.0
2015-11-24,306.0
2015-11-25,308.0
2015-11-27,316.0
2015-11-30,316.0
2015-12-01,336.0
2015-12-02,336.0
2015-12-03,352.0
2015-12-04,378.0
2015-12-07,398.0
2015-12-08,368.0
2015-12-09,338.0
2015-12-10,346.0
2015-12-11,320.0
2015-12-14,334.0
2015-12-15,316.0
2015-12-16,298.0
2015-12-17,296.0
2015-12-18,290.0
2015-12-21,274.0
2015-12-22,238.0
2015-12-23,276.0
2015-12-24,270.0
2015-12-28,296.0
2015-12-29,280.0
2015-12-30,266.0
2015-12-31,250.0
2016-01-04,256.0
2016-01-05,266.0
2016-01-06,266.0
2016-01-07,274.0
2016-01-08,276.0
2016-01-11,274.0
2016-01-12,268.0
2016-01-13,280.0
2016-01-14,282.0
2016-01-15,270.0
2016-01-19,268.0
2016-01-20,276.0
2016-01-21,284.0
2016-01-22,274.0
2016-01-25,262.0
2016-01-26,274.0
2016-01-27,278.0
2016-01-28,282.0
2016-01-29,280.0
2016-02-01,282.0
2016-02-02,274.0
2016-02-03,274.0
2016-02-04,282.0
2016-02-05,270.0
2016-02-08,274.0
2016-02-09,268.0
2016-02-10,270.0
2016-02-11,270.0
2016-02-12,274.0
2016-02-16,280.0
2016-02-17,294.0
2016-02-18,300.0
2016-02-19,300.0
2016-02-22,310.0
2016-02-23,308.0
2016-02-24,344.0
2016-02-25,350.0
2016-02-26,354.0
2016-02-29,356.0
2016-03-01,370.0
2016-03-02,382.0
2016-03-03,370.0
2016-03-04,318.0
2016-03-07,340.0
2016-03-08,344.0
2016-03-09,370.0
2016-03-10,364.0
2016-03-11,364.0
2016-03-14,370.0
2016-03-15,372.0
2016-03-16,372.0
2016-03-17,374.0
2016-03-18,384.0
2016-03-21,390.0
2016-03-22,410.0
2016-03-23,404.0
2016-03-24,424.0
2016-03-28,428.0
2016-03-29,474.0
2016-03-30,486.0
2016-03-31,518.0
2016-04-01,540.0
2016-04-04,588.0
2016-04-05,550.0
2016-04-06,556.0
2016-04-07,568.0
2016-04-08,576.0
2016-04-11,550.0
2016-04-12,546.0
2016-04-13,550.0
2016-04-14,550.0
2016-04-15,552.0
2016-04-18,560.0
2016-04-19,560.0
2016-04-20,568.0
2016-04-21,564.0
2016-04-22,548.0
2016-04-25,560.0
2016-04-26,498.0
2016-04-27,462.0
2016-04-28,456.0
2016-04-29,462.0
2016-05-02,486.0
2016-05-03,496.0
2016-05-04,502.0
2016-05-05,528.0
2016-05-06,532.0
2016-05-09,536.0
2016-05-10,550.0
2016-05-11,534.0
2016-05-12,516.0
2016-05-13,520.0
2016-05-16,524.0
2016-05-17,544.0
2016-05-18,526.0
2016-05-19,540.0
2016-05-20,534.0
2016-05-23,566.0
2016-05-24,564.0
2016-05-25,544.0
2016-05-26,542.0
2016-05-27,550.0
2016-05-31,542.0
2016-06-01,526.0
2016-06-02,500.0
2016-06-03,500.0
2016-06-06,514.0
2016-06-07,488.0
2016-06-08,500.0
2016-06-09,488.0
2016-06-10,486.0
2016-06-13,446.0
2016-06-14,410.0
2016-06-15,412.0
2016-06-16,414.0
2016-06-17,392.0
2016-06-20,396.0
2016-06-21,436.0
2016-06-22,428.0
2016-06-23,436.0
2016-06-24,428.0
2016-06-27,432.0
2016-06-28,438.0
2016-06-29,394.0
2016-06-30,398.0
2016-07-01,392.0
2016-07-05,378.0
2016-07-06,376.0
2016-07-07,358.0
2016-07-08,358.0
2016-07-11,358.0
2016-07-12,366.0
2016-07-13,362.0
2016-07-14,344.0
2016-07-15,328.0
2016-07-18,332.0
2016-07-19,316.0
2016-07-20,324.0
2016-07-21,322.0
2016-07-22,320.0
2016-07-25,328.0
2016-07-26,338.0
2016-07-27,346.0
2016-07-28,348.0
2016-07-29,340.0
2016-08-01,342.0
2016-08-02,326.0
2016-08-03,332.0
2016-08-04,332.0
2016-08-05,348.0
2016-08-08,344.0
2016-08-09,346.0
2016-08-10,344.0
2016-08-11,332.0
2016-08-12,334.0
2016-08-15,344.0
2016-08-16,336.0
2016-08-17,336.0
2016-08-18,338.0
2016-08-19,328.0
2016-08-22,332.0
2016-08-23,332.0
2016-08-24,338.0
2016-08-25,324.0
2016-08-26,318.0
2016-08-29,312.0
2016-08-30,310.0
2016-08-31,306.0
2016-09-01,316.0
2016-09-02,310.0
2016-09-06,298.0
2016-09-07,310.0
2016-09-08,304.0
2016-09-09,280.0
2016-09-12,300.0
2016-09-13,274.0
2016-09-14,262.0
2016-09-15,262.0
2016-09-16,278.0
2016-09-19,282.0
2016-09-20,280.0
2016-09-21,288.0
2016-09-22,288.0
2016-09-23,278.0
2016-09-26,272.0
2016-09-27,276.0
2016-09-28,276.0
2016-09-29,266.0
2016-09-30,280.0
2016-10-03,258.0
2016-10-04,250.0
2016-10-05,256.0
2016-10-06,250.0
2016-10-07,242.0
2016-10-10,246.0
2016-10-11,246.0
2016-10-12,242.0
2016-10-13,240.0
2016-10-14,232.0
2016-10-17,220.0
2016-10-18,224.0
2016-10-19,222.0
2016-10-20,222.0
2016-10-21,218.0
2016-10-24,224.0
2016-10-25,216.0
2016-10-26,214.0
2016-10-27,214.0
2016-10-28,206.0
2016-10-31,200.0
2016-11-01,194.0
2016-11-02,196.0
2016-11-03,206.0
2016-11-04,214.0
2016-11-07,222.0
2016-11-08,220.0
2016-11-09,242.0
2016-11-10,248.0
2016-11-11,282.0
2016-11-14,288.0
2016-11-15,278.0
2016-11-16,272.0
2016-11-17,250.0
2016-11-18,234.0
2016-11-21,238.0
2016-11-22,254.0
2016-11-23,254.0
2016-11-25,262.0
2016-11-28,256.0
2016-11-29,250.0
2016-11-30,246.0
2016-12-01,246.0
2016-12-02,250.0
2016-12-05,262.0
2016-12-06,260.0
2016-12-07,256.0
2016-12-08,258.0
2016-12-09,250.0
2016-12-12,234.0
2016-12-13,234.0
2016-12-14,234.0
2016-12-15,242.0
2016-12-16,240.0
2016-12-19,256.0
2016-12-20,260.0
2016-12-21,252.0
2016-12-22,248.0
2016-12-23,260.0
2016-12-27,264.0
2016-12-28,262.0
2016-12-29,272.0
2016-12-30,270.0
2017-01-03,250.0
2017-01-04,254.0
2017-01-05,250.0
2017-01-06,240.0
2017-01-09,224.0
2017-01-10,222.0
2017-01-11,200.0
2017-01-12,208.0
2017-01-13,214.0
2017-01-17,204.0
2017-01-18,196.0
2017-01-19,180.0
2017-01-20,186.0
2017-01-23,188.0
2017-01-24,182.0
2017-01-25,192.0
2017-01-26,188.0
2017-01-27,194.0
2017-01-30,186.0
2017-01-31,190.0
2017-02-01,178.0
2017-02-02,178.0
2017-02-03,172.0
2017-02-06,176.0
2017-02-07,172.0
2017-02-08,170.0
2017-02-09,172.0
2017-02-10,174.0
2017-02-13,174.0
2017-02-14,178.0
2017-02-15,184.0
2017-02-16,190.0
2017-02-17,190.0
2017-02-21,186.0
2017-02-22,176.0
2017-02-23,172.0
2017-02-24,170.0
2017-02-27,174.0
2017-02-28,164.0
2017-03-01,168.0
2017-03-02,166.0
2017-03-03,166.0
2017-03-06,160.0
2017-03-07,152.0
2017-03-08,144.0
2017-03-09,162.0
2017-03-10,176.0
2017-03-13,188.0
2017-03-14,188.0
2017-03-15,166.0
2017-03-16,160.0
2017-03-17,154.0
2017-03-20,166.0
2017-03-21,156.0
2017-03-22,162.0
2017-03-23,160.0
2017-03-24,156.0
2017-03-27,160.0
2017-03-28,164.0
2017-03-29,160.0
2017-03-30,158.0
2017-03-31,166.0
2017-04-03,158.0
2017-04-04,156.0
2017-04-05,142.0
2017-04-06,146.0
2017-04-07,144.0
2017-04-10,130.0
2017-04-11,126.0
2017-04-12,112.0
2017-04-13,128.0
2017-04-17,144.0
2017-04-18,140.0
2017-04-19,140.0
2017-04-20,140.0
2017-04-21,136.0
2017-04-24,142.0
2017-04-25,138.0
2017-04-26,140.0
2017-04-27,134.0
2017-04-28,126.0
2017-05-01,134.0
2017-05-02,120.0
2017-05-03,120.0
2017-05-04,124.0
2017-05-05,122.0
2017-05-08,120.0
2017-05-09,118.0
2017-05-10,118.0
2017-05-11,108.0
2017-05-12,108.0
2017-05-15,106.0
2017-05-16,108.0
2017-05-17,102.0
2017-05-18,96.0
2017-05-19,96.0
2017-05-22,86.0
2017-05-23,84.0
2017-05-24,82.0
2017-05-25,82.0
2017-05-26,78.0
2017-05-30,78.0
2017-05-31,70.0
2017-06-01,68.0
2017-06-02,72.0
2017-06-05,74.0
2017-06-06,76.0
2017-06-07,78.0
2017-06-08,78.0
2017-06-09,78.0
2017-06-12,88.0
2017-06-13,80.0
2017-06-14,78.0
2017-06-15,74.0
2017-06-16,70.0
2017-06-19,74.0
2017-06-20,80.0
2017-06-21,86.0
2017-06-22,90.0
2017-06-23,80.0
2017-06-26,78.0
2017-06-27,80.0
2017-06-28,82.0
2017-06-29,82.0
2017-06-30,78.0
2017-07-03,78.0
2017-07-05,78.0
2017-07-06,74.0
2017-07-07,80.0
2017-07-10,76.0
2017-07-11,76.0
2017-07-12,78.0
2017-07-13,76.0
2017-07-14,76.0
2017-07-17,78.0
2017-07-18,78.0
2017-07-19,80.0
2017-07-20,78.0
2017-07-21,76.0
2017-07-24,76.0
2017-07-25,72.0
2017-07-26,74.0
2017-07-27,74.0
2017-07-28,74.0
2017-07-31,72.0
2017-08-01,74.0
2017-08-02,72.0
2017-08-03,74.0
2017-08-04,74.0
2017-08-07,74.0
2017-08-08,70.0
2017-08-09,70.0
2017-08-10,60.0
2017-08-11,60.0
2017-08-14,60.0
2017-08-15,56.0
2017-08-16,56.0
2017-08-17,54.0
2017-08-18,58.0
2017-08-21,56.0
2017-08-22,56.0
2017-08-23,56.0
2017-08-24,54.0
2017-08-25,56.0
2017-08-28,54.0
2017-08-29,54.0
2017-08-30,56.0
2017-08-31,56.0
2017-09-01,56.0
2017-09-05,56.0
2017-09-06,54.0
2017-09-07,64.0
2017-09-08,62.0
2017-09-11,62.0
2017-09-12,64.0
2017-09-13,66.0
2017-09-14,76.0
2017-09-15,82.0
2017-09-18,76.0
2017-09-19,70.0
2017-09-20,78.0
2017-09-21,76.0
2017-09-22,80.0
2017-09-25,74.0
2017-09-26,72.0
2017-09-27,76.0
2017-09-28,74.0
2017-09-29,72.0
2017-10-02,74.0
2017-10-03,78.0
2017-10-04,74.0
2017-10-05,76.0
2017-10-06,78.0
2017-10-09,82.0
2017-10-10,112.0
2017-10-11,98.0
2017-10-12,92.0
2017-10-13,92.0
2017-10-16,96.0
2017-10-17,90.0
2017-10-18,88.0
2017-10-19,90.0
2017-10-20,90.0
2017-10-23,86.0
2017-10-24,92.0
2017-10-25,84.0
2017-10-26,84.0
2017-10-27,82.0
2017-10-30,80.0
2017-10-31,80.0
2017-11-01,78.0
2017-11-02,78.0
2017-11-03,64.0
2017-11-06,66.0
2017-11-07,64.0
2017-11-08,62.0
2017-11-09,60.0
2017-11-10,62.0
2017-11-13,58.0
2017-11-14,60.0
2017-11-15,60.0
2017-11-16,58.0
2017-11-17,62.0
2017-11-20,60.0
2017-11-21,60.0
2017-11-22,56.0
2017-11-24,56.0
2017-11-27,56.0
2017-11-28,56.0
2017-11-29,52.0
2017-11-30,56.0
2017-12-01,52.0
2017-12-04,44.0
2017-12-05,42.0
2017-12-06,40.0
2017-12-07,40.0
2017-12-08,44.0
2017-12-11,44.0
2017-12-12,44.0
2017-12-13,46.0
2017-12-14,46.0
2017-12-15,44.0
2017-12-18,46.0
2017-12-19,44.0
2017-12-20,44.0
2017-12-21,44.0
2017-12-22,44.0
2017-12-26,40.0
2017-12-27,42.0
2017-12-28,42.0
2017-12-29,40.0
2018-01-02,42.0
2018-01-03,42.0
2018-01-04,46.0
2018-01-05,46.0
2018-01-08,46.0
2018-01-09,44.0
2018-01-10,44.0
2018-01-11,48.0
2018-01-12,46.0
2018-01-16,44.0
2018-01-17,42.0
2018-01-18,42.0
2018-01-19,44.0
2018-01-22,44.0
2018-01-23,46.0
2018-01-24,46.0
2018-01-25,48.0
2018-01-26,48.0
2018-01-29,50.0
2018-01-30,46.0
2018-01-31,42.0
2018-02-01,40.0
2018-02-02,38.0
2018-02-05,40.0
2018-02-06,40.0
2018-02-07,38.0
2018-02-08,38.0
2018-02-09,37.0
2018-02-12,38.599998474121094
2018-02-13,36.400001525878906
2018-02-14,33.400001525878906
2018-02-15,32.0
2018-02-16,31.600000381469727
2018-02-20,32.599998474121094
2018-02-21,33.20000076293945
2018-02-22,33.20000076293945
2018-02-23,32.400001525878906
2018-02-26,32.79999923706055
2018-02-27,33.599998474121094
2018-02-28,33.79999923706055
2018-03-01,33.599998474121094
2018-03-02,33.20000076293945
2018-03-05,36.0
2018-03-06,35.20000076293945
2018-03-07,34.79999923706055
2018-03-08,37.400001525878906
2018-03-09,36.20000076293945
2018-03-12,37.400001525878906
2018-03-13,37.79999923706055
2018-03-14,34.20000076293945
2018-03-15,36.599998474121094
2018-03-16,37.400001525878906
2018-03-19,37.599998474121094
2018-03-20,34.79999923706055
2018-03-21,34.79999923706055
2018-03-22,35.400001525878906
2018-03-23,36.20000076293945
