,BWFG
2014-10-31,19.0
2014-11-03,18.760000228881836
2014-11-04,18.760000228881836
2014-11-05,18.739999771118164
2014-11-06,18.75
2014-11-07,19.200000762939453
2014-11-10,19.1200008392334
2014-11-11,19.299999237060547
2014-11-12,19.25
2014-11-13,19.25
2014-11-14,19.399999618530273
2014-11-17,19.399999618530273
2014-11-18,19.059999465942383
2014-11-19,19.030000686645508
2014-11-20,19.030000686645508
2014-11-21,19.149999618530273
2014-11-24,19.18000030517578
2014-11-25,19.18000030517578
2014-11-26,19.010000228881836
2014-11-28,19.010000228881836
2014-12-01,19.0
2014-12-02,19.0
2014-12-03,19.0
2014-12-04,19.0
2014-12-05,19.15999984741211
2014-12-08,19.190000534057617
2014-12-09,18.989999771118164
2014-12-10,18.559999465942383
2014-12-11,19.190000534057617
2014-12-12,19.790000915527344
2014-12-15,21.899999618530273
2014-12-16,20.639999389648438
2014-12-17,19.8700008392334
2014-12-18,19.959999084472656
2014-12-19,19.5
2014-12-22,19.969999313354492
2014-12-23,20.0
2014-12-24,20.049999237060547
2014-12-26,20.899999618530273
2014-12-29,20.350000381469727
2014-12-30,20.989999771118164
2014-12-31,21.0
2015-01-02,20.829999923706055
2015-01-05,20.450000762939453
2015-01-06,20.5
2015-01-07,20.700000762939453
2015-01-08,20.100000381469727
2015-01-09,20.969999313354492
2015-01-12,20.15999984741211
2015-01-13,21.0
2015-01-14,20.0
2015-01-15,20.450000762939453
2015-01-16,20.010000228881836
2015-01-20,20.270000457763672
2015-01-21,19.68000030517578
2015-01-22,20.09000015258789
2015-01-23,20.010000228881836
2015-01-26,20.0
2015-01-27,20.0
2015-01-28,20.0
2015-01-29,20.0
2015-01-30,19.510000228881836
2015-02-02,19.510000228881836
2015-02-03,19.200000762939453
2015-02-04,18.75
2015-02-05,19.020000457763672
2015-02-06,19.5
2015-02-09,19.59000015258789
2015-02-10,18.799999237060547
2015-02-11,19.0
2015-02-12,19.030000686645508
2015-02-13,19.030000686645508
2015-02-17,19.3799991607666
2015-02-18,19.350000381469727
2015-02-19,19.420000076293945
2015-02-20,18.81999969482422
2015-02-23,19.100000381469727
2015-02-24,19.100000381469727
2015-02-25,18.940000534057617
2015-02-26,19.68000030517578
2015-02-27,19.399999618530273
2015-03-02,19.079999923706055
2015-03-03,19.309999465942383
2015-03-04,18.5
2015-03-05,19.239999771118164
2015-03-06,19.239999771118164
2015-03-09,18.450000762939453
2015-03-10,18.450000762939453
2015-03-11,18.5
2015-03-12,18.799999237060547
2015-03-13,18.700000762939453
2015-03-16,18.25
2015-03-17,19.040000915527344
2015-03-18,19.010000228881836
2015-03-19,18.799999237060547
2015-03-20,19.889999389648438
2015-03-23,19.290000915527344
2015-03-24,19.5
2015-03-25,19.5
2015-03-26,19.5
2015-03-27,19.5
2015-03-30,19.5
2015-03-31,19.260000228881836
2015-04-01,19.260000228881836
2015-04-02,19.6200008392334
2015-04-06,19.030000686645508
2015-04-07,19.0
2015-04-08,19.0
2015-04-09,19.450000762939453
2015-04-10,19.520000457763672
2015-04-13,19.540000915527344
2015-04-14,19.049999237060547
2015-04-15,18.950000762939453
2015-04-16,19.200000762939453
2015-04-17,19.5
2015-04-20,19.09000015258789
2015-04-21,19.469999313354492
2015-04-22,19.459999084472656
2015-04-23,18.93000030517578
2015-04-24,19.200000762939453
2015-04-27,19.389999389648438
2015-04-28,19.06999969482422
2015-04-29,19.170000076293945
2015-04-30,18.260000228881836
2015-05-01,18.75
2015-05-04,18.329999923706055
2015-05-05,19.0
2015-05-06,18.5
2015-05-07,18.600000381469727
2015-05-08,18.209999084472656
2015-05-11,18.260000228881836
2015-05-12,19.549999237060547
2015-05-13,19.31999969482422
2015-05-14,19.219999313354492
2015-05-15,19.239999771118164
2015-05-18,18.940000534057617
2015-05-19,18.540000915527344
2015-05-20,18.360000610351562
2015-05-21,18.360000610351562
2015-05-22,18.469999313354492
2015-05-26,18.459999084472656
2015-05-27,18.260000228881836
2015-05-28,18.489999771118164
2015-05-29,18.139999389648438
2015-06-01,18.290000915527344
2015-06-02,18.360000610351562
2015-06-03,18.360000610351562
2015-06-04,18.059999465942383
2015-06-05,18.15999984741211
2015-06-08,17.920000076293945
2015-06-09,17.950000762939453
2015-06-10,17.950000762939453
2015-06-11,17.950000762939453
2015-06-12,17.950000762939453
2015-06-15,17.950000762939453
2015-06-16,17.940000534057617
2015-06-17,17.950000762939453
2015-06-18,18.0
2015-06-19,17.950000762939453
2015-06-22,18.31999969482422
2015-06-23,18.020000457763672
2015-06-24,17.959999084472656
2015-06-25,18.0
2015-06-26,18.350000381469727
2015-06-29,18.049999237060547
2015-06-30,17.829999923706055
2015-07-01,17.829999923706055
2015-07-02,18.100000381469727
2015-07-06,17.979999542236328
2015-07-07,17.979999542236328
2015-07-08,17.93000030517578
2015-07-09,17.989999771118164
2015-07-10,18.290000915527344
2015-07-13,18.209999084472656
2015-07-14,18.09000015258789
2015-07-15,18.09000015258789
2015-07-16,17.93000030517578
2015-07-17,17.860000610351562
2015-07-20,18.200000762939453
2015-07-21,18.049999237060547
2015-07-22,17.889999389648438
2015-07-23,17.860000610351562
2015-07-24,17.920000076293945
2015-07-27,17.920000076293945
2015-07-28,18.0
2015-07-29,18.0
2015-07-30,18.06999969482422
2015-07-31,17.8799991607666
2015-08-03,17.950000762939453
2015-08-04,17.959999084472656
2015-08-05,18.020000457763672
2015-08-06,18.09000015258789
2015-08-07,18.280000686645508
2015-08-10,18.280000686645508
2015-08-11,18.030000686645508
2015-08-12,17.8700008392334
2015-08-13,18.25
2015-08-14,18.280000686645508
2015-08-17,18.239999771118164
2015-08-18,18.239999771118164
2015-08-19,18.239999771118164
2015-08-20,18.25
2015-08-21,18.030000686645508
2015-08-24,18.190000534057617
2015-08-25,18.0
2015-08-26,18.0
2015-08-27,18.020000457763672
2015-08-28,17.889999389648438
2015-08-31,18.18000030517578
2015-09-01,18.170000076293945
2015-09-02,18.030000686645508
2015-09-03,18.200000762939453
2015-09-04,18.309999465942383
2015-09-08,18.100000381469727
2015-09-09,17.90999984741211
2015-09-10,18.950000762939453
2015-09-11,19.100000381469727
2015-09-14,19.6200008392334
2015-09-15,18.90999984741211
2015-09-16,18.940000534057617
2015-09-17,19.149999618530273
2015-09-18,18.049999237060547
2015-09-21,18.899999618530273
2015-09-22,18.34000015258789
2015-09-23,18.3700008392334
2015-09-24,18.270000457763672
2015-09-25,18.030000686645508
2015-09-28,18.229999542236328
2015-09-29,18.5
2015-09-30,18.280000686645508
2015-10-01,18.100000381469727
2015-10-02,18.18000030517578
2015-10-05,18.25
2015-10-06,18.309999465942383
2015-10-07,18.329999923706055
2015-10-08,18.149999618530273
2015-10-09,18.15999984741211
2015-10-12,18.1299991607666
2015-10-13,18.25
2015-10-14,18.010000228881836
2015-10-15,18.239999771118164
2015-10-16,18.239999771118164
2015-10-19,18.200000762939453
2015-10-20,18.1299991607666
2015-10-21,18.270000457763672
2015-10-22,18.450000762939453
2015-10-23,18.450000762939453
2015-10-26,18.290000915527344
2015-10-27,18.31999969482422
2015-10-28,18.8799991607666
2015-10-29,19.31999969482422
2015-10-30,19.34000015258789
2015-11-02,19.360000610351562
2015-11-03,19.25
2015-11-04,19.290000915527344
2015-11-05,19.31999969482422
2015-11-06,19.450000762939453
2015-11-09,20.0
2015-11-10,19.979999542236328
2015-11-11,19.8700008392334
2015-11-12,20.0
2015-11-13,19.65999984741211
2015-11-16,19.110000610351562
2015-11-17,19.309999465942383
2015-11-18,19.649999618530273
2015-11-19,19.75
2015-11-20,19.809999465942383
2015-11-23,19.540000915527344
2015-11-24,19.25
2015-11-25,19.700000762939453
2015-11-27,19.5
2015-11-30,19.700000762939453
2015-12-01,19.8700008392334
2015-12-02,19.510000228881836
2015-12-03,19.700000762939453
2015-12-04,19.610000610351562
2015-12-07,19.420000076293945
2015-12-08,19.3799991607666
2015-12-09,19.610000610351562
2015-12-10,19.600000381469727
2015-12-11,19.420000076293945
2015-12-14,19.729999542236328
2015-12-15,19.75
2015-12-16,19.469999313354492
2015-12-17,19.5
2015-12-18,19.450000762939453
2015-12-21,19.639999389648438
2015-12-22,19.520000457763672
2015-12-23,19.75
2015-12-24,19.610000610351562
2015-12-28,19.719999313354492
2015-12-29,19.75
2015-12-30,19.799999237060547
2015-12-31,19.850000381469727
2016-01-04,19.799999237060547
2016-01-05,19.809999465942383
2016-01-06,19.760000228881836
2016-01-07,19.760000228881836
2016-01-08,19.799999237060547
2016-01-11,19.899999618530273
2016-01-12,19.899999618530273
2016-01-13,19.649999618530273
2016-01-14,19.5
2016-01-15,19.459999084472656
2016-01-19,19.479999542236328
2016-01-20,19.489999771118164
2016-01-21,19.5
2016-01-22,19.5
2016-01-25,19.700000762939453
2016-01-26,19.520000457763672
2016-01-27,19.5
2016-01-28,19.540000915527344
2016-01-29,19.5
2016-02-01,19.5
2016-02-02,19.5
2016-02-03,19.520000457763672
2016-02-04,19.5
2016-02-05,19.450000762939453
2016-02-08,19.5
2016-02-09,19.440000534057617
2016-02-10,19.479999542236328
2016-02-11,19.059999465942383
2016-02-12,19.360000610351562
2016-02-16,19.5
2016-02-17,19.309999465942383
2016-02-18,19.399999618530273
2016-02-19,19.489999771118164
2016-02-22,19.700000762939453
2016-02-23,19.75
2016-02-24,19.75
2016-02-25,19.75
2016-02-26,19.75
2016-02-29,19.579999923706055
2016-03-01,19.700000762939453
2016-03-02,19.690000534057617
2016-03-03,19.65999984741211
2016-03-04,19.510000228881836
2016-03-07,19.530000686645508
2016-03-08,19.459999084472656
2016-03-09,19.559999465942383
2016-03-10,19.549999237060547
2016-03-11,19.719999313354492
2016-03-14,19.610000610351562
2016-03-15,19.709999084472656
2016-03-16,19.670000076293945
2016-03-17,19.700000762939453
2016-03-18,19.510000228881836
2016-03-21,19.549999237060547
2016-03-22,19.729999542236328
2016-03-23,19.75
2016-03-24,19.75
2016-03-28,19.75
2016-03-29,19.709999084472656
2016-03-30,19.65999984741211
2016-03-31,19.56999969482422
2016-04-01,19.65999984741211
2016-04-04,19.68000030517578
2016-04-05,19.690000534057617
2016-04-06,19.6200008392334
2016-04-07,19.75
2016-04-08,19.75
2016-04-11,19.780000686645508
2016-04-12,19.780000686645508
2016-04-13,19.8799991607666
2016-04-14,20.09000015258789
2016-04-15,20.059999465942383
2016-04-18,19.989999771118164
2016-04-19,20.34000015258789
2016-04-20,20.34000015258789
2016-04-21,20.489999771118164
2016-04-22,20.93000030517578
2016-04-25,20.989999771118164
2016-04-26,20.780000686645508
2016-04-27,20.489999771118164
2016-04-28,20.84000015258789
2016-04-29,20.700000762939453
2016-05-02,21.030000686645508
2016-05-03,21.0
2016-05-04,20.899999618530273
2016-05-05,20.729999542236328
2016-05-06,21.0
2016-05-09,21.09000015258789
2016-05-10,21.200000762939453
2016-05-11,21.350000381469727
2016-05-12,21.75
2016-05-13,21.950000762939453
2016-05-16,22.260000228881836
2016-05-17,21.469999313354492
2016-05-18,21.799999237060547
2016-05-19,21.850000381469727
2016-05-20,21.649999618530273
2016-05-23,21.780000686645508
2016-05-24,21.600000381469727
2016-05-25,21.81999969482422
2016-05-26,21.860000610351562
2016-05-27,21.809999465942383
2016-05-31,21.510000228881836
2016-06-01,21.59000015258789
2016-06-02,21.450000762939453
2016-06-03,21.200000762939453
2016-06-06,21.31999969482422
2016-06-07,21.6200008392334
2016-06-08,21.65999984741211
2016-06-09,21.479999542236328
2016-06-10,21.600000381469727
2016-06-13,20.719999313354492
2016-06-14,20.719999313354492
2016-06-15,21.030000686645508
2016-06-16,20.6299991607666
2016-06-17,20.790000915527344
2016-06-20,20.6299991607666
2016-06-21,20.889999389648438
2016-06-22,21.420000076293945
2016-06-23,21.8799991607666
2016-06-24,21.790000915527344
2016-06-27,21.440000534057617
2016-06-28,21.989999771118164
2016-06-29,21.860000610351562
2016-06-30,22.059999465942383
2016-07-01,22.09000015258789
2016-07-05,22.40999984741211
2016-07-06,22.920000076293945
2016-07-07,22.90999984741211
2016-07-08,22.770000457763672
2016-07-11,22.670000076293945
2016-07-12,22.809999465942383
2016-07-13,22.68000030517578
2016-07-14,22.670000076293945
2016-07-15,22.75
2016-07-18,22.729999542236328
2016-07-19,22.719999313354492
2016-07-20,22.739999771118164
2016-07-21,22.75
2016-07-22,22.709999084472656
2016-07-25,22.75
2016-07-26,22.75
2016-07-27,22.5
2016-07-28,22.049999237060547
2016-07-29,22.010000228881836
2016-08-01,21.90999984741211
2016-08-02,21.770000457763672
2016-08-03,22.0
2016-08-04,22.0
2016-08-05,22.0
2016-08-08,22.049999237060547
2016-08-09,22.020000457763672
2016-08-10,21.940000534057617
2016-08-11,21.989999771118164
2016-08-12,22.06999969482422
2016-08-15,22.200000762939453
2016-08-16,22.059999465942383
2016-08-17,22.010000228881836
2016-08-18,22.049999237060547
2016-08-19,22.09000015258789
2016-08-22,22.1200008392334
2016-08-23,22.110000610351562
2016-08-24,22.149999618530273
2016-08-25,22.200000762939453
2016-08-26,22.270000457763672
2016-08-29,22.440000534057617
2016-08-30,22.530000686645508
2016-08-31,22.43000030517578
2016-09-01,22.56999969482422
2016-09-02,22.75
2016-09-06,23.100000381469727
2016-09-07,22.959999084472656
2016-09-08,23.0
2016-09-09,22.950000762939453
2016-09-12,23.0
2016-09-13,22.950000762939453
2016-09-14,22.959999084472656
2016-09-15,22.989999771118164
2016-09-16,23.100000381469727
2016-09-19,22.850000381469727
2016-09-20,22.969999313354492
2016-09-21,22.989999771118164
2016-09-22,23.25
2016-09-23,23.399999618530273
2016-09-26,23.270000457763672
2016-09-27,23.469999313354492
2016-09-28,23.479999542236328
2016-09-29,23.3799991607666
2016-09-30,23.690000534057617
2016-10-03,23.360000610351562
2016-10-04,23.6299991607666
2016-10-05,23.950000762939453
2016-10-06,24.100000381469727
2016-10-07,23.739999771118164
2016-10-10,24.3799991607666
2016-10-11,24.610000610351562
2016-10-12,24.75
2016-10-13,24.3799991607666
2016-10-14,24.09000015258789
2016-10-17,24.459999084472656
2016-10-18,24.639999389648438
2016-10-19,24.299999237060547
2016-10-20,24.200000762939453
2016-10-21,24.260000228881836
2016-10-24,24.420000076293945
2016-10-25,24.31999969482422
2016-10-26,23.700000762939453
2016-10-27,24.360000610351562
2016-10-28,24.59000015258789
2016-10-31,24.65999984741211
2016-11-01,24.149999618530273
2016-11-02,24.450000762939453
2016-11-03,24.170000076293945
2016-11-04,24.010000228881836
2016-11-07,24.299999237060547
2016-11-08,24.280000686645508
2016-11-09,24.799999237060547
2016-11-10,25.93000030517578
2016-11-11,26.239999771118164
2016-11-14,26.75
2016-11-15,26.75
2016-11-16,26.760000228881836
2016-11-17,26.93000030517578
2016-11-18,27.100000381469727
2016-11-21,27.25
2016-11-22,28.700000762939453
2016-11-23,28.719999313354492
2016-11-25,28.3799991607666
2016-11-28,28.729999542236328
2016-11-29,28.719999313354492
2016-11-30,29.149999618530273
2016-12-01,29.200000762939453
2016-12-02,29.239999771118164
2016-12-05,29.280000686645508
2016-12-06,29.3799991607666
2016-12-07,30.09000015258789
2016-12-08,30.25
2016-12-09,30.170000076293945
2016-12-12,31.350000381469727
2016-12-13,31.81999969482422
2016-12-14,31.6200008392334
2016-12-15,32.209999084472656
2016-12-16,31.940000534057617
2016-12-19,31.510000228881836
2016-12-20,32.15999984741211
2016-12-21,32.0099983215332
2016-12-22,32.22999954223633
2016-12-23,33.04999923706055
2016-12-27,33.880001068115234
2016-12-28,32.939998626708984
2016-12-29,32.5
2016-12-30,32.5
2017-01-03,32.04999923706055
2017-01-04,32.0
2017-01-05,31.850000381469727
2017-01-06,31.649999618530273
2017-01-09,31.770000457763672
2017-01-10,31.549999237060547
2017-01-11,30.979999542236328
2017-01-12,30.280000686645508
2017-01-13,29.799999237060547
2017-01-17,29.030000686645508
2017-01-18,29.31999969482422
2017-01-19,29.06999969482422
2017-01-20,29.190000534057617
2017-01-23,29.290000915527344
2017-01-24,29.25
2017-01-25,29.229999542236328
2017-01-26,29.399999618530273
2017-01-27,29.420000076293945
2017-01-30,29.34000015258789
2017-01-31,29.309999465942383
2017-02-01,29.350000381469727
2017-02-02,29.799999237060547
2017-02-03,30.790000915527344
2017-02-06,31.56999969482422
2017-02-07,31.68000030517578
2017-02-08,31.780000686645508
2017-02-09,31.84000015258789
2017-02-10,31.770000457763672
2017-02-13,32.380001068115234
2017-02-14,32.0099983215332
2017-02-15,32.040000915527344
2017-02-16,32.150001525878906
2017-02-17,32.09000015258789
2017-02-21,32.5
2017-02-22,32.45000076293945
2017-02-23,32.709999084472656
2017-02-24,33.2400016784668
2017-02-27,33.68000030517578
2017-02-28,32.849998474121094
2017-03-01,33.040000915527344
2017-03-02,33.130001068115234
2017-03-03,32.86000061035156
2017-03-06,33.0
2017-03-07,32.79999923706055
2017-03-08,32.650001525878906
2017-03-09,32.810001373291016
2017-03-10,32.619998931884766
2017-03-13,31.950000762939453
2017-03-14,31.059999465942383
2017-03-15,31.469999313354492
2017-03-16,31.43000030517578
2017-03-17,34.58000183105469
2017-03-20,33.84000015258789
2017-03-21,32.7599983215332
2017-03-22,31.219999313354492
2017-03-23,30.479999542236328
2017-03-24,30.309999465942383
2017-03-27,30.6200008392334
2017-03-28,31.200000762939453
2017-03-29,33.5
2017-03-30,33.959999084472656
2017-03-31,34.38999938964844
2017-04-03,33.91999816894531
2017-04-04,34.540000915527344
2017-04-05,33.790000915527344
2017-04-06,33.08000183105469
2017-04-07,33.75
2017-04-10,32.790000915527344
2017-04-11,33.08000183105469
2017-04-12,32.810001373291016
2017-04-13,32.90999984741211
2017-04-17,33.470001220703125
2017-04-18,34.290000915527344
2017-04-19,34.040000915527344
2017-04-20,34.88999938964844
2017-04-21,35.5
2017-04-24,36.290000915527344
2017-04-25,35.40999984741211
2017-04-26,34.900001525878906
2017-04-27,35.5
2017-04-28,36.13999938964844
2017-05-01,35.939998626708984
2017-05-02,35.380001068115234
2017-05-03,35.060001373291016
2017-05-04,35.2599983215332
2017-05-05,35.869998931884766
2017-05-08,36.099998474121094
2017-05-09,35.90999984741211
2017-05-10,36.119998931884766
2017-05-11,36.5
2017-05-12,36.79999923706055
2017-05-15,36.2400016784668
2017-05-16,36.150001525878906
2017-05-17,33.47999954223633
2017-05-18,34.369998931884766
2017-05-19,33.83000183105469
2017-05-22,33.81999969482422
2017-05-23,34.08000183105469
2017-05-24,33.72999954223633
2017-05-25,33.310001373291016
2017-05-26,31.809999465942383
2017-05-30,30.700000762939453
2017-05-31,31.030000686645508
2017-06-01,30.8700008392334
2017-06-02,31.920000076293945
2017-06-05,31.600000381469727
2017-06-06,31.6299991607666
2017-06-07,31.600000381469727
2017-06-08,32.5
2017-06-09,32.709999084472656
2017-06-12,32.38999938964844
2017-06-13,33.31999969482422
2017-06-14,33.70000076293945
2017-06-15,33.72999954223633
2017-06-16,32.709999084472656
2017-06-19,32.9900016784668
2017-06-20,32.68000030517578
2017-06-21,32.25
2017-06-22,31.68000030517578
2017-06-23,31.450000762939453
2017-06-26,31.479999542236328
2017-06-27,31.31999969482422
2017-06-28,32.20000076293945
2017-06-29,31.219999313354492
2017-06-30,31.229999542236328
2017-07-03,31.559999465942383
2017-07-05,31.760000228881836
2017-07-06,31.56999969482422
2017-07-07,32.54999923706055
2017-07-10,32.27000045776367
2017-07-11,32.560001373291016
2017-07-12,32.91999816894531
2017-07-13,32.72999954223633
2017-07-14,31.889999389648438
2017-07-17,32.099998474121094
2017-07-18,31.799999237060547
2017-07-19,31.979999542236328
2017-07-20,32.630001068115234
2017-07-21,32.36000061035156
2017-07-24,32.380001068115234
2017-07-25,32.29999923706055
2017-07-26,32.20000076293945
2017-07-27,32.38999938964844
2017-07-28,32.810001373291016
2017-07-31,32.810001373291016
2017-08-01,34.130001068115234
2017-08-02,33.349998474121094
2017-08-03,32.68000030517578
2017-08-04,33.150001525878906
2017-08-07,32.58000183105469
2017-08-08,32.939998626708984
2017-08-09,33.2400016784668
2017-08-10,32.849998474121094
2017-08-11,31.690000534057617
2017-08-14,32.150001525878906
2017-08-15,32.369998931884766
2017-08-16,32.20000076293945
2017-08-17,31.979999542236328
2017-08-18,31.670000076293945
2017-08-21,31.510000228881836
2017-08-22,32.06999969482422
2017-08-23,31.950000762939453
2017-08-24,31.75
2017-08-25,31.709999084472656
2017-08-28,32.459999084472656
2017-08-29,32.43000030517578
2017-08-30,32.720001220703125
2017-08-31,33.900001525878906
2017-09-01,34.0
2017-09-05,33.66999816894531
2017-09-06,34.16999816894531
2017-09-07,33.58000183105469
2017-09-08,33.400001525878906
2017-09-11,34.0
2017-09-12,34.43000030517578
2017-09-13,35.11000061035156
2017-09-14,35.25
2017-09-15,35.4900016784668
2017-09-18,35.189998626708984
2017-09-19,34.88999938964844
2017-09-20,33.93000030517578
2017-09-21,34.06999969482422
2017-09-22,33.93000030517578
2017-09-25,35.06999969482422
2017-09-26,35.52000045776367
2017-09-27,36.439998626708984
2017-09-28,36.720001220703125
2017-09-29,36.939998626708984
2017-10-02,36.880001068115234
2017-10-03,36.29999923706055
2017-10-04,35.439998626708984
2017-10-05,35.88999938964844
2017-10-06,35.95000076293945
2017-10-09,35.849998474121094
2017-10-10,36.0
2017-10-11,37.27000045776367
2017-10-12,36.790000915527344
2017-10-13,36.56999969482422
2017-10-16,36.65999984741211
2017-10-17,36.599998474121094
2017-10-18,36.79999923706055
2017-10-19,37.599998474121094
2017-10-20,37.43000030517578
2017-10-23,37.36000061035156
2017-10-24,37.5
2017-10-25,37.34000015258789
2017-10-26,36.779998779296875
2017-10-27,37.130001068115234
2017-10-30,36.54999923706055
2017-10-31,36.599998474121094
2017-11-01,35.86000061035156
2017-11-02,36.56999969482422
2017-11-03,36.59000015258789
2017-11-06,36.16999816894531
2017-11-07,34.150001525878906
2017-11-08,33.75
2017-11-09,34.09000015258789
2017-11-10,33.5099983215332
2017-11-13,33.0
2017-11-14,33.459999084472656
2017-11-15,33.31999969482422
2017-11-16,33.58000183105469
2017-11-17,33.70000076293945
2017-11-20,33.61000061035156
2017-11-21,33.84000015258789
2017-11-22,34.08000183105469
2017-11-24,33.83000183105469
2017-11-27,33.84000015258789
2017-11-28,34.20000076293945
2017-11-29,35.5
2017-11-30,35.290000915527344
2017-12-01,35.040000915527344
2017-12-04,35.560001373291016
2017-12-05,35.119998931884766
2017-12-06,34.849998474121094
2017-12-07,35.22999954223633
2017-12-08,35.2400016784668
2017-12-11,35.16999816894531
2017-12-12,35.02000045776367
2017-12-13,35.0
2017-12-14,34.86000061035156
2017-12-15,35.02000045776367
2017-12-18,35.15999984741211
2017-12-19,35.0
2017-12-20,34.650001525878906
2017-12-21,34.20000076293945
2017-12-22,34.13999938964844
2017-12-26,34.5
2017-12-27,34.65999984741211
2017-12-28,34.790000915527344
2017-12-29,34.34000015258789
2018-01-02,33.709999084472656
2018-01-03,33.88999938964844
2018-01-04,34.060001373291016
2018-01-05,34.0
2018-01-08,33.54999923706055
2018-01-09,34.540000915527344
2018-01-10,34.83000183105469
2018-01-11,35.290000915527344
2018-01-12,35.36000061035156
2018-01-16,35.119998931884766
2018-01-17,34.79999923706055
2018-01-18,34.68000030517578
2018-01-19,34.77000045776367
2018-01-22,34.040000915527344
2018-01-23,34.04999923706055
2018-01-24,33.709999084472656
2018-01-25,33.709999084472656
2018-01-26,33.33000183105469
2018-01-29,33.5
2018-01-30,33.84000015258789
2018-01-31,33.400001525878906
2018-02-01,34.349998474121094
2018-02-02,34.34000015258789
2018-02-05,32.9900016784668
2018-02-06,33.220001220703125
2018-02-07,32.75
2018-02-08,31.889999389648438
2018-02-09,32.61000061035156
2018-02-12,32.70000076293945
2018-02-13,32.779998779296875
2018-02-14,33.02000045776367
2018-02-15,32.869998931884766
2018-02-16,33.310001373291016
2018-02-20,33.02000045776367
2018-02-21,32.63999938964844
2018-02-22,32.369998931884766
2018-02-23,32.54999923706055
2018-02-26,32.560001373291016
2018-02-27,32.290000915527344
2018-02-28,31.299999237060547
2018-03-01,31.670000076293945
2018-03-02,32.29999923706055
2018-03-05,32.06999969482422
2018-03-06,32.41999816894531
2018-03-07,32.4900016784668
2018-03-08,32.599998474121094
2018-03-09,33.45000076293945
2018-03-12,33.20000076293945
2018-03-13,33.22999954223633
2018-03-14,33.61000061035156
2018-03-15,33.2400016784668
2018-03-16,33.959999084472656
2018-03-19,34.0
2018-03-20,34.04999923706055
2018-03-21,34.130001068115234
2018-03-22,33.16999816894531
2018-03-23,32.0
2018-03-26,32.630001068115234
2018-03-27,32.40999984741211
2018-03-28,32.15999984741211
2018-03-29,32.279998779296875
2018-04-02,31.549999237060547
2018-04-03,31.899999618530273
2018-04-04,32.349998474121094
2018-04-05,31.989999771118164
2018-04-06,31.93000030517578
2018-04-09,31.8799991607666
2018-04-10,31.790000915527344
2018-04-11,31.709999084472656
2018-04-12,31.729999542236328
2018-04-13,31.670000076293945
2018-04-16,31.780000686645508
2018-04-17,31.790000915527344
2018-04-18,31.690000534057617
2018-04-19,31.809999465942383
2018-04-20,32.380001068115234
2018-04-23,32.5
2018-04-24,32.13999938964844
2018-04-25,32.310001373291016
2018-04-26,31.969999313354492
2018-04-27,31.610000610351562
2018-04-30,31.579999923706055
2018-05-01,31.899999618530273
2018-05-02,31.600000381469727
2018-05-03,31.850000381469727
2018-05-04,32.0
2018-05-07,31.90999984741211
2018-05-08,30.59000015258789
2018-05-09,30.709999084472656
2018-05-10,31.559999465942383
2018-05-11,31.059999465942383
2018-05-14,30.399999618530273
2018-05-15,30.3700008392334
2018-05-16,31.06999969482422
2018-05-17,31.170000076293945
2018-05-18,30.510000228881836
2018-05-21,31.200000762939453
2018-05-22,30.700000762939453
2018-05-23,30.700000762939453
2018-05-24,30.81999969482422
2018-05-25,30.649999618530273
2018-05-29,31.190000534057617
2018-05-30,31.149999618530273
2018-05-31,30.989999771118164
2018-06-01,30.950000762939453
2018-06-04,30.8799991607666
2018-06-05,30.469999313354492
2018-06-06,30.920000076293945
2018-06-07,31.149999618530273
2018-06-08,31.15999984741211
2018-06-11,31.350000381469727
2018-06-12,31.65999984741211
2018-06-13,31.770000457763672
2018-06-14,31.510000228881836
2018-06-15,31.309999465942383
2018-06-18,31.940000534057617
2018-06-19,32.79999923706055
2018-06-20,32.54999923706055
2018-06-21,32.29999923706055
2018-06-22,32.790000915527344
2018-06-25,32.459999084472656
2018-06-26,32.56999969482422
2018-06-27,32.130001068115234
2018-06-28,32.040000915527344
2018-06-29,32.150001525878906
2018-07-02,31.989999771118164
2018-07-03,31.84000015258789
2018-07-05,31.84000015258789
2018-07-06,31.829999923706055
2018-07-09,32.13999938964844
2018-07-10,32.400001525878906
2018-07-11,32.5099983215332
2018-07-12,32.5
2018-07-13,32.709999084472656
2018-07-16,32.79999923706055
2018-07-17,32.939998626708984
2018-07-18,32.63999938964844
2018-07-19,32.709999084472656
2018-07-20,32.689998626708984
2018-07-23,32.84000015258789
2018-07-24,32.77000045776367
2018-07-25,32.5099983215332
2018-07-26,32.4900016784668
2018-07-27,31.8799991607666
2018-07-30,31.989999771118164
2018-07-31,32.5
2018-08-01,32.58000183105469
2018-08-02,32.470001220703125
2018-08-03,32.31999969482422
2018-08-06,32.2599983215332
2018-08-07,31.950000762939453
2018-08-08,31.889999389648438
2018-08-09,31.829999923706055
2018-08-10,31.6200008392334
2018-08-13,31.56999969482422
2018-08-14,31.559999465942383
2018-08-15,31.3799991607666
2018-08-16,31.459999084472656
2018-08-17,31.479999542236328
2018-08-20,31.329999923706055
2018-08-21,31.25
2018-08-22,31.149999618530273
2018-08-23,31.389999389648438
2018-08-24,31.18000030517578
2018-08-27,31.1299991607666
2018-08-28,31.049999237060547
2018-08-29,31.15999984741211
2018-08-30,31.170000076293945
2018-08-31,31.5
2018-09-04,31.170000076293945
