,EFOI
2020-07-06,6.019999980926514
2020-07-07,5.949999809265137
2020-07-08,5.96999979019165
2020-07-09,5.889999866485596
2020-07-10,5.559999942779541
2020-07-13,5.099999904632568
2020-07-14,4.699999809265137
2020-07-15,4.980000019073486
2020-07-16,5.409999847412109
2020-07-17,5.360000133514404
2020-07-20,5.25
2020-07-21,5.559999942779541
2020-07-22,5.429999828338623
2020-07-23,5.119999885559082
2020-07-24,5.269999980926514
2020-07-27,5.099999904632568
2020-07-28,5.159999847412109
2020-07-29,5.150000095367432
2020-07-30,4.96999979019165
2020-07-31,5.130000114440918
2020-08-03,5.550000190734863
2020-08-04,5.639999866485596
2020-08-05,5.949999809265137
2020-08-06,6.059999942779541
2020-08-07,6.599999904632568
2020-08-10,7.25
2020-08-11,7.039999961853027
2020-08-12,6.650000095367432
2020-08-13,7.329999923706055
2020-08-14,8.25
2020-08-17,8.449999809265137
2020-08-18,9.180000305175781
2020-08-19,9.529999732971191
2020-08-20,8.390000343322754
2020-08-21,8.279999732971191
2020-08-24,8.640000343322754
2020-08-25,8.449999809265137
2020-08-26,8.84000015258789
2020-08-27,8.779999732971191
2020-08-28,8.649999618530273
2020-08-31,9.029999732971191
2020-09-01,9.289999961853027
2020-09-02,9.25
2020-09-03,8.350000381469727
2020-09-04,7.96999979019165
2020-09-08,7.550000190734863
2020-09-09,7.909999847412109
2020-09-10,7.829999923706055
2020-09-11,7.75
2020-09-14,8.170000076293945
2020-09-15,8.039999961853027
2020-09-16,7.989999771118164
2020-09-17,7.820000171661377
2020-09-18,8.010000228881836
2020-09-21,7.099999904632568
2020-09-22,7.420000076293945
2020-09-23,6.820000171661377
2020-09-24,6.820000171661377
2020-09-25,7.349999904632568
2020-09-28,7.139999866485596
2020-09-29,7.039999961853027
2020-09-30,6.869999885559082
2020-10-01,6.699999809265137
2020-10-02,6.699999809265137
2020-10-05,6.96999979019165
2020-10-06,7.21999979019165
2020-10-07,7.690000057220459
2020-10-08,7.630000114440918
2020-10-09,8.15999984741211
2020-10-12,8.539999961853027
2020-10-13,8.390000343322754
2020-10-14,8.239999771118164
2020-10-15,7.880000114440918
2020-10-16,8.170000076293945
2020-10-19,7.690000057220459
2020-10-20,7.679999828338623
2020-10-21,7.409999847412109
2020-10-22,7.460000038146973
2020-10-23,7.340000152587891
2020-10-26,7.289999961853027
2020-10-27,7.25
2020-10-28,7.0
2020-10-29,6.730000019073486
2020-10-30,6.539999961853027
2020-11-02,6.510000228881836
2020-11-03,6.96999979019165
2020-11-04,6.71999979019165
2020-11-05,7.090000152587891
2020-11-06,7.010000228881836
2020-11-09,7.059999942779541
2020-11-10,7.079999923706055
2020-11-11,6.53000020980835
2020-11-12,5.550000190734863
2020-11-13,5.340000152587891
2020-11-16,5.639999866485596
2020-11-17,5.150000095367432
2020-11-18,4.670000076293945
2020-11-19,4.78000020980835
2020-11-20,4.650000095367432
2020-11-23,4.900000095367432
2020-11-24,4.789999961853027
2020-11-25,4.960000038146973
2020-11-27,5.409999847412109
2020-11-30,5.230000019073486
2020-12-01,4.929999828338623
2020-12-02,4.840000152587891
2020-12-03,4.809999942779541
2020-12-04,4.78000020980835
2020-12-07,4.480000019073486
2020-12-08,4.730000019073486
2020-12-09,4.460000038146973
2020-12-10,4.389999866485596
2020-12-11,4.340000152587891
2020-12-14,4.440000057220459
2020-12-15,4.75
2020-12-16,4.840000152587891
2020-12-17,4.619999885559082
2020-12-18,4.360000133514404
2020-12-21,4.239999771118164
2020-12-22,4.179999828338623
2020-12-23,4.230000019073486
2020-12-24,4.199999809265137
2020-12-28,4.050000190734863
2020-12-29,3.9800000190734863
2020-12-30,4.090000152587891
2020-12-31,4.03000020980835
2021-01-04,4.199999809265137
2021-01-05,4.230000019073486
2021-01-06,4.489999771118164
2021-01-07,4.579999923706055
2021-01-08,4.929999828338623
2021-01-11,5.28000020980835
2021-01-12,5.179999828338623
2021-01-13,5.03000020980835
2021-01-14,5.059999942779541
2021-01-15,4.809999942779541
2021-01-19,4.929999828338623
2021-01-20,5.050000190734863
2021-01-21,4.940000057220459
2021-01-22,4.929999828338623
2021-01-25,4.880000114440918
2021-01-26,5.110000133514404
2021-01-27,4.849999904632568
2021-01-28,4.929999828338623
2021-01-29,4.599999904632568
2021-02-01,4.769999980926514
2021-02-02,4.78000020980835
2021-02-03,4.800000190734863
2021-02-04,4.809999942779541
2021-02-05,4.929999828338623
2021-02-08,5.090000152587891
2021-02-09,7.070000171661377
2021-02-10,6.139999866485596
2021-02-11,6.019999980926514
2021-02-12,5.380000114440918
2021-02-16,5.860000133514404
2021-02-17,5.550000190734863
2021-02-18,5.300000190734863
2021-02-19,5.590000152587891
2021-02-22,6.150000095367432
2021-02-23,5.369999885559082
2021-02-24,5.46999979019165
2021-02-25,5.0
2021-02-26,5.190000057220459
2021-03-01,5.639999866485596
2021-03-02,5.25
2021-03-03,5.099999904632568
2021-03-04,4.489999771118164
2021-03-05,4.269999980926514
2021-03-08,4.099999904632568
2021-03-09,4.360000133514404
2021-03-10,4.440000057220459
2021-03-11,4.75
2021-03-12,4.840000152587891
2021-03-15,4.869999885559082
2021-03-16,4.630000114440918
2021-03-17,4.679999828338623
2021-03-18,4.429999828338623
2021-03-19,4.570000171661377
2021-03-22,4.420000076293945
2021-03-23,4.099999904632568
2021-03-24,3.940000057220459
2021-03-25,4.369999885559082
2021-03-26,4.199999809265137
2021-03-29,3.809999942779541
2021-03-30,4.010000228881836
2021-03-31,4.599999904632568
2021-04-01,4.300000190734863
2021-04-05,4.190000057220459
2021-04-06,3.9600000381469727
2021-04-07,4.019999980926514
2021-04-08,4.150000095367432
2021-04-09,4.110000133514404
2021-04-12,3.809999942779541
2021-04-13,4.050000190734863
2021-04-14,3.8499999046325684
2021-04-15,3.75
2021-04-16,4.210000038146973
2021-04-19,3.7799999713897705
2021-04-20,3.5
2021-04-21,3.5799999237060547
2021-04-22,3.8399999141693115
2021-04-23,3.9600000381469727
2021-04-26,3.9200000762939453
2021-04-27,3.8499999046325684
2021-04-28,3.859999895095825
2021-04-29,3.7200000286102295
2021-04-30,3.680000066757202
2021-05-03,3.799999952316284
2021-05-04,4.28000020980835
2021-05-05,3.890000104904175
2021-05-06,4.230000019073486
2021-05-07,4.389999866485596
2021-05-10,4.53000020980835
2021-05-11,4.099999904632568
2021-05-12,3.609999895095825
2021-05-13,3.3499999046325684
2021-05-14,3.4700000286102295
