,DISH
2007-11-23,41.849998474121094
2007-11-26,42.18000030517578
2007-11-27,42.43000030517578
2007-11-28,42.84000015258789
2007-11-29,42.70000076293945
2007-11-30,43.099998474121094
2007-12-03,42.36000061035156
2007-12-04,40.310001373291016
2007-12-05,40.029998779296875
2007-12-06,39.5099983215332
2007-12-07,40.27000045776367
2007-12-10,40.08000183105469
2007-12-11,38.83000183105469
2007-12-12,38.849998474121094
2007-12-13,37.93000030517578
2007-12-14,37.81999969482422
2007-12-17,36.77000045776367
2007-12-18,37.0099983215332
2007-12-19,37.130001068115234
2007-12-20,37.31999969482422
2007-12-21,37.369998931884766
2007-12-24,37.68000030517578
2007-12-26,37.29999923706055
2007-12-27,37.0099983215332
2007-12-28,36.90999984741211
2007-12-31,37.720001220703125
2008-01-02,32.099998474121094
2008-01-03,33.16999816894531
2008-01-04,33.47999954223633
2008-01-07,31.979999542236328
2008-01-08,31.299999237060547
2008-01-09,30.299999237060547
2008-01-10,30.31999969482422
2008-01-11,30.399999618530273
2008-01-14,29.6200008392334
2008-01-15,28.81999969482422
2008-01-16,28.639999389648438
2008-01-17,28.149999618530273
2008-01-18,27.950000762939453
2008-01-22,28.1299991607666
2008-01-23,28.610000610351562
2008-01-24,28.399999618530273
2008-01-25,28.149999618530273
2008-01-28,28.790000915527344
2008-01-29,28.940000534057617
2008-01-30,28.389999389648438
2008-01-31,28.239999771118164
2008-02-01,31.170000076293945
2008-02-04,30.329999923706055
2008-02-05,29.6299991607666
2008-02-06,28.700000762939453
2008-02-07,29.450000762939453
2008-02-08,29.18000030517578
2008-02-11,29.190000534057617
2008-02-12,29.5
2008-02-13,30.6299991607666
2008-02-14,30.280000686645508
2008-02-15,30.440000534057617
2008-02-19,30.329999923706055
2008-02-20,30.739999771118164
2008-02-21,30.09000015258789
2008-02-22,31.25
2008-02-25,30.65999984741211
2008-02-26,29.18000030517578
2008-02-27,29.729999542236328
2008-02-28,30.540000915527344
2008-02-29,29.649999618530273
2008-03-03,30.0
2008-03-04,29.950000762939453
2008-03-05,29.219999313354492
2008-03-06,29.06999969482422
2008-03-07,28.34000015258789
2008-03-10,27.079999923706055
2008-03-11,27.65999984741211
2008-03-12,28.0
2008-03-13,28.81999969482422
2008-03-14,27.739999771118164
2008-03-17,26.639999389648438
2008-03-18,27.770000457763672
2008-03-19,28.049999237060547
2008-03-20,28.6200008392334
2008-03-24,27.979999542236328
2008-03-25,29.260000228881836
2008-03-26,29.09000015258789
2008-03-27,28.93000030517578
2008-03-28,28.389999389648438
2008-03-31,28.729999542236328
2008-04-01,29.790000915527344
2008-04-02,30.049999237060547
2008-04-03,29.90999984741211
2008-04-04,29.649999618530273
2008-04-07,30.540000915527344
2008-04-08,31.229999542236328
2008-04-09,30.559999465942383
2008-04-10,31.6299991607666
2008-04-11,30.81999969482422
2008-04-14,30.739999771118164
2008-04-15,30.489999771118164
2008-04-16,31.559999465942383
2008-04-17,31.84000015258789
2008-04-18,32.0
2008-04-21,31.549999237060547
2008-04-22,30.889999389648438
2008-04-23,30.520000457763672
2008-04-24,30.940000534057617
2008-04-25,30.59000015258789
2008-04-28,31.200000762939453
2008-04-29,30.8799991607666
2008-04-30,29.84000015258789
2008-05-01,30.43000030517578
2008-05-02,30.34000015258789
2008-05-05,30.100000381469727
2008-05-06,30.600000381469727
2008-05-07,30.610000610351562
2008-05-08,30.959999084472656
2008-05-09,30.389999389648438
2008-05-12,30.450000762939453
2008-05-13,31.559999465942383
2008-05-14,33.31999969482422
2008-05-15,33.560001373291016
2008-05-16,33.7400016784668
2008-05-19,34.70000076293945
2008-05-20,35.29999923706055
2008-05-21,34.369998931884766
2008-05-22,34.650001525878906
2008-05-23,34.349998474121094
2008-05-27,35.0
2008-05-28,35.22999954223633
2008-05-29,35.43000030517578
2008-05-30,35.11000061035156
2008-06-02,35.279998779296875
2008-06-03,34.369998931884766
2008-06-04,35.130001068115234
2008-06-05,35.65999984741211
2008-06-06,35.130001068115234
2008-06-09,34.869998931884766
2008-06-10,34.709999084472656
2008-06-11,33.849998474121094
2008-06-12,33.65999984741211
2008-06-13,33.90999984741211
2008-06-16,33.91999816894531
2008-06-17,33.02000045776367
2008-06-18,30.8700008392334
2008-06-19,30.850000381469727
2008-06-20,30.020000457763672
2008-06-23,29.709999084472656
2008-06-24,29.350000381469727
2008-06-25,30.34000015258789
2008-06-26,29.09000015258789
2008-06-27,29.260000228881836
2008-06-30,29.280000686645508
2008-07-01,29.110000610351562
2008-07-02,26.90999984741211
2008-07-03,26.84000015258789
2008-07-07,26.700000762939453
2008-07-08,27.670000076293945
2008-07-09,27.420000076293945
2008-07-10,27.06999969482422
2008-07-11,26.979999542236328
2008-07-14,26.690000534057617
2008-07-15,27.149999618530273
2008-07-16,28.0
2008-07-17,27.739999771118164
2008-07-18,28.440000534057617
2008-07-21,28.110000610351562
2008-07-22,28.170000076293945
2008-07-23,28.110000610351562
2008-07-24,28.09000015258789
2008-07-25,28.3799991607666
2008-07-28,27.899999618530273
2008-07-29,28.5
2008-07-30,28.520000457763672
2008-07-31,29.420000076293945
2008-08-01,28.959999084472656
2008-08-04,27.90999984741211
2008-08-05,29.979999542236328
2008-08-06,30.15999984741211
2008-08-07,30.540000915527344
2008-08-08,30.90999984741211
2008-08-11,30.540000915527344
2008-08-12,30.40999984741211
2008-08-13,31.479999542236328
2008-08-14,31.56999969482422
2008-08-15,31.469999313354492
2008-08-18,30.469999313354492
2008-08-19,30.010000228881836
2008-08-20,28.84000015258789
2008-08-21,28.450000762939453
2008-08-22,28.920000076293945
2008-08-25,28.09000015258789
2008-08-26,28.770000457763672
2008-08-27,28.59000015258789
2008-08-28,28.670000076293945
2008-08-29,28.209999084472656
2008-09-02,28.329999923706055
2008-09-03,28.329999923706055
2008-09-04,27.760000228881836
2008-09-05,27.75
2008-09-08,27.8799991607666
2008-09-09,27.190000534057617
2008-09-10,27.860000610351562
2008-09-11,28.139999389648438
2008-09-12,28.1200008392334
2008-09-15,26.729999542236328
2008-09-16,26.34000015258789
2008-09-17,24.860000610351562
2008-09-18,25.459999084472656
2008-09-19,25.329999923706055
2008-09-22,24.469999313354492
2008-09-23,23.639999389648438
2008-09-24,23.860000610351562
2008-09-25,24.059999465942383
2008-09-26,24.549999237060547
2008-09-29,19.969999313354492
2008-09-30,21.0
2008-10-01,20.690000534057617
2008-10-02,19.43000030517578
2008-10-03,18.799999237060547
2008-10-06,18.059999465942383
2008-10-07,16.93000030517578
2008-10-08,18.190000534057617
2008-10-09,16.09000015258789
2008-10-10,13.710000038146973
2008-10-13,16.5
2008-10-14,15.899999618530273
2008-10-15,14.449999809265137
2008-10-16,15.020000457763672
2008-10-17,15.399999618530273
2008-10-20,16.479999542236328
2008-10-21,16.329999923706055
2008-10-22,15.970000267028809
2008-10-23,16.969999313354492
2008-10-24,16.190000534057617
2008-10-27,15.619999885559082
2008-10-28,16.3799991607666
2008-10-29,15.819999694824219
2008-10-30,16.559999465942383
2008-10-31,15.739999771118164
2008-11-03,15.699999809265137
2008-11-04,16.280000686645508
2008-11-05,15.760000228881836
2008-11-06,15.050000190734863
2008-11-07,15.520000457763672
2008-11-10,13.239999771118164
2008-11-11,11.479999542236328
2008-11-12,11.399999618530273
2008-11-13,11.630000114440918
2008-11-14,11.0
2008-11-17,10.90999984741211
2008-11-18,10.529999732971191
2008-11-19,9.619999885559082
2008-11-20,8.369999885559082
2008-11-21,9.010000228881836
2008-11-24,9.800000190734863
2008-11-25,10.329999923706055
2008-11-26,10.520000457763672
2008-11-28,11.079999923706055
2008-12-01,10.100000381469727
2008-12-02,10.600000381469727
2008-12-03,10.770000457763672
2008-12-04,10.25
2008-12-05,11.029999732971191
2008-12-08,11.970000267028809
2008-12-09,11.680000305175781
2008-12-10,11.59000015258789
2008-12-11,11.149999618530273
2008-12-12,10.989999771118164
2008-12-15,10.680000305175781
2008-12-16,11.3100004196167
2008-12-17,11.489999771118164
2008-12-18,11.1899995803833
2008-12-19,11.729999542236328
2008-12-22,11.050000190734863
2008-12-23,10.40999984741211
2008-12-24,10.6899995803833
2008-12-26,10.739999771118164
2008-12-29,10.449999809265137
2008-12-30,11.109999656677246
2008-12-31,11.09000015258789
2009-01-02,11.739999771118164
2009-01-05,11.489999771118164
2009-01-06,11.979999542236328
2009-01-07,12.020000457763672
2009-01-08,13.510000228881836
2009-01-09,13.050000190734863
2009-01-12,12.6899995803833
2009-01-13,12.569999694824219
2009-01-14,12.329999923706055
2009-01-15,12.460000038146973
2009-01-16,12.34000015258789
2009-01-20,11.010000228881836
2009-01-21,11.489999771118164
2009-01-22,11.15999984741211
2009-01-23,11.1899995803833
2009-01-26,11.380000114440918
2009-01-27,11.930000305175781
2009-01-28,13.220000267028809
2009-01-29,13.069999694824219
2009-01-30,12.84000015258789
2009-02-02,12.970000267028809
2009-02-03,12.670000076293945
2009-02-04,12.84000015258789
2009-02-05,13.5600004196167
2009-02-06,13.569999694824219
2009-02-09,13.90999984741211
2009-02-10,13.149999618530273
2009-02-11,12.979999542236328
2009-02-12,13.199999809265137
2009-02-13,13.579999923706055
2009-02-17,12.550000190734863
2009-02-18,11.979999542236328
2009-02-19,11.489999771118164
2009-02-20,11.15999984741211
2009-02-23,10.9399995803833
2009-02-24,11.5600004196167
2009-02-25,11.279999732971191
2009-02-26,11.079999923706055
2009-02-27,11.25
2009-03-02,9.930000305175781
2009-03-03,9.100000381469727
2009-03-04,9.59000015258789
2009-03-05,9.069999694824219
2009-03-06,9.270000457763672
2009-03-09,9.239999771118164
2009-03-10,9.739999771118164
2009-03-11,10.010000228881836
2009-03-12,10.739999771118164
2009-03-13,10.880000114440918
2009-03-16,10.420000076293945
2009-03-17,10.770000457763672
2009-03-18,10.960000038146973
2009-03-19,10.729999542236328
2009-03-20,10.350000381469727
2009-03-23,11.319999694824219
2009-03-24,11.4399995803833
2009-03-25,11.720000267028809
2009-03-26,12.119999885559082
2009-03-27,11.569999694824219
2009-03-30,11.010000228881836
2009-03-31,11.109999656677246
2009-04-01,11.539999961853027
2009-04-02,12.1899995803833
2009-04-03,12.430000305175781
2009-04-06,12.65999984741211
2009-04-07,12.350000381469727
2009-04-08,12.59000015258789
2009-04-09,13.680000305175781
2009-04-13,13.510000228881836
2009-04-14,12.819999694824219
2009-04-15,13.020000457763672
2009-04-16,13.979999542236328
2009-04-17,14.210000038146973
2009-04-20,13.5600004196167
2009-04-21,13.5600004196167
2009-04-22,13.789999961853027
2009-04-23,13.329999923706055
2009-04-24,13.880000114440918
2009-04-27,13.5
2009-04-28,12.819999694824219
2009-04-29,13.260000228881836
2009-04-30,13.25
2009-05-01,14.380000114440918
2009-05-04,14.850000381469727
2009-05-05,15.050000190734863
2009-05-06,15.119999885559082
2009-05-07,14.579999923706055
2009-05-08,15.3100004196167
2009-05-11,17.920000076293945
2009-05-12,17.139999389648438
2009-05-13,15.75
2009-05-14,15.84000015258789
2009-05-15,15.710000038146973
2009-05-18,17.34000015258789
2009-05-19,17.219999313354492
2009-05-20,17.270000457763672
2009-05-21,16.739999771118164
2009-05-22,16.81999969482422
2009-05-26,17.09000015258789
2009-05-27,16.399999618530273
2009-05-28,16.540000915527344
2009-05-29,16.399999618530273
2009-06-01,16.93000030517578
2009-06-02,17.239999771118164
2009-06-03,15.5600004196167
2009-06-04,15.979999542236328
2009-06-05,15.960000038146973
2009-06-08,16.100000381469727
2009-06-09,16.079999923706055
2009-06-10,16.1200008392334
2009-06-11,15.550000190734863
2009-06-12,15.329999923706055
2009-06-15,14.800000190734863
2009-06-16,14.859999656677246
2009-06-17,14.850000381469727
2009-06-18,15.09000015258789
2009-06-19,15.180000305175781
2009-06-22,14.520000457763672
2009-06-23,14.5600004196167
2009-06-24,15.170000076293945
2009-06-25,15.84000015258789
2009-06-26,15.8100004196167
2009-06-29,16.100000381469727
2009-06-30,16.209999084472656
2009-07-01,16.479999542236328
2009-07-02,16.100000381469727
2009-07-06,15.460000038146973
2009-07-07,14.630000114440918
2009-07-08,14.5
2009-07-09,14.819999694824219
2009-07-10,14.859999656677246
2009-07-13,14.670000076293945
2009-07-14,14.90999984741211
2009-07-15,15.609999656677246
2009-07-16,16.040000915527344
2009-07-17,16.139999389648438
2009-07-20,16.81999969482422
2009-07-21,17.170000076293945
2009-07-22,16.489999771118164
2009-07-23,16.700000762939453
2009-07-24,16.829999923706055
2009-07-27,17.040000915527344
2009-07-28,17.079999923706055
2009-07-29,16.979999542236328
2009-07-30,17.079999923706055
2009-07-31,16.950000762939453
2009-08-03,17.450000762939453
2009-08-04,18.18000030517578
2009-08-05,17.700000762939453
2009-08-06,17.420000076293945
2009-08-07,18.420000076293945
2009-08-10,19.299999237060547
2009-08-11,18.530000686645508
2009-08-12,18.239999771118164
2009-08-13,17.989999771118164
2009-08-14,17.75
2009-08-17,16.809999465942383
2009-08-18,16.559999465942383
2009-08-19,17.049999237060547
2009-08-20,16.950000762939453
2009-08-21,17.18000030517578
2009-08-24,16.93000030517578
2009-08-25,16.770000457763672
2009-08-26,16.75
2009-08-27,16.809999465942383
2009-08-28,16.860000610351562
2009-08-31,16.309999465942383
2009-09-01,15.970000267028809
2009-09-02,16.1200008392334
2009-09-03,16.299999237060547
2009-09-04,17.229999542236328
2009-09-08,17.190000534057617
2009-09-09,16.950000762939453
2009-09-10,17.030000686645508
2009-09-11,17.559999465942383
2009-09-14,18.1299991607666
2009-09-15,17.899999618530273
2009-09-16,18.459999084472656
2009-09-17,17.8799991607666
2009-09-18,18.09000015258789
2009-09-21,18.510000228881836
2009-09-22,19.0
2009-09-23,18.43000030517578
2009-09-24,18.09000015258789
2009-09-25,18.81999969482422
2009-09-28,19.18000030517578
2009-09-29,19.290000915527344
2009-09-30,19.260000228881836
2009-10-01,19.360000610351562
2009-10-02,19.239999771118164
2009-10-05,19.309999465942383
2009-10-06,19.639999389648438
2009-10-07,19.690000534057617
2009-10-08,20.020000457763672
2009-10-09,20.030000686645508
2009-10-12,19.579999923706055
2009-10-13,19.479999542236328
2009-10-14,19.170000076293945
2009-10-15,18.760000228881836
2009-10-16,18.479999542236328
2009-10-19,19.100000381469727
2009-10-20,18.920000076293945
2009-10-21,18.299999237060547
2009-10-22,18.5
2009-10-23,18.06999969482422
2009-10-26,17.700000762939453
2009-10-27,17.700000762939453
2009-10-28,17.280000686645508
2009-10-29,17.729999542236328
2009-10-30,17.399999618530273
2009-11-02,17.549999237060547
2009-11-03,17.3700008392334
2009-11-04,17.5
2009-11-05,18.459999084472656
2009-11-06,19.149999618530273
2009-11-09,20.139999389648438
2009-11-10,20.440000534057617
2009-11-11,20.690000534057617
2009-11-12,20.760000228881836
2009-11-13,21.010000228881836
2009-11-16,21.709999084472656
2009-11-17,22.149999618530273
2009-11-18,19.90999984741211
2009-11-19,19.860000610351562
2009-11-20,19.989999771118164
2009-11-23,20.3700008392334
2009-11-24,20.920000076293945
2009-11-25,21.1200008392334
2009-11-27,20.649999618530273
2009-11-30,20.709999084472656
2009-12-01,20.959999084472656
2009-12-02,20.920000076293945
2009-12-03,20.670000076293945
2009-12-04,21.200000762939453
2009-12-07,21.399999618530273
2009-12-08,21.200000762939453
2009-12-09,21.1299991607666
2009-12-10,21.479999542236328
2009-12-11,21.260000228881836
2009-12-14,21.18000030517578
2009-12-15,21.149999618530273
2009-12-16,21.18000030517578
2009-12-17,21.0
2009-12-18,20.959999084472656
2009-12-21,21.059999465942383
2009-12-22,20.959999084472656
2009-12-23,21.110000610351562
2009-12-24,20.940000534057617
2009-12-28,20.81999969482422
2009-12-29,21.079999923706055
2009-12-30,21.149999618530273
2009-12-31,20.770000457763672
2010-01-04,21.18000030517578
2010-01-05,21.049999237060547
2010-01-06,20.700000762939453
2010-01-07,20.790000915527344
2010-01-08,21.15999984741211
2010-01-11,21.229999542236328
2010-01-12,20.31999969482422
2010-01-13,20.489999771118164
2010-01-14,20.190000534057617
2010-01-15,19.90999984741211
2010-01-19,20.15999984741211
2010-01-20,19.8799991607666
2010-01-21,19.110000610351562
2010-01-22,18.809999465942383
2010-01-25,19.010000228881836
2010-01-26,18.700000762939453
2010-01-27,18.65999984741211
2010-01-28,18.440000534057617
2010-01-29,18.260000228881836
2010-02-01,19.010000228881836
2010-02-02,18.889999389648438
2010-02-03,18.760000228881836
2010-02-04,17.920000076293945
2010-02-05,17.75
2010-02-08,17.75
2010-02-09,18.06999969482422
2010-02-10,17.989999771118164
2010-02-11,18.229999542236328
2010-02-12,18.3799991607666
2010-02-16,19.059999465942383
2010-02-17,19.399999618530273
2010-02-18,19.6299991607666
2010-02-19,19.68000030517578
2010-02-22,19.84000015258789
2010-02-23,19.889999389648438
2010-02-24,19.959999084472656
2010-02-25,19.8700008392334
2010-02-26,19.969999313354492
2010-03-01,21.5
2010-03-02,21.290000915527344
2010-03-03,21.709999084472656
2010-03-04,20.59000015258789
2010-03-05,21.18000030517578
2010-03-08,21.3700008392334
2010-03-09,21.540000915527344
2010-03-10,21.799999237060547
2010-03-11,21.790000915527344
2010-03-12,21.690000534057617
2010-03-15,21.65999984741211
2010-03-16,21.549999237060547
2010-03-17,21.309999465942383
2010-03-18,21.31999969482422
2010-03-19,20.920000076293945
2010-03-22,20.950000762939453
2010-03-23,20.809999465942383
2010-03-24,20.670000076293945
2010-03-25,20.440000534057617
2010-03-26,20.459999084472656
2010-03-29,20.479999542236328
2010-03-30,20.56999969482422
2010-03-31,20.81999969482422
2010-04-01,20.729999542236328
2010-04-05,21.260000228881836
2010-04-06,22.010000228881836
2010-04-07,20.780000686645508
2010-04-08,21.030000686645508
2010-04-09,21.770000457763672
2010-04-12,21.6200008392334
2010-04-13,21.770000457763672
2010-04-14,21.729999542236328
2010-04-15,21.84000015258789
2010-04-16,21.520000457763672
2010-04-19,21.5
2010-04-20,21.81999969482422
2010-04-21,21.6200008392334
2010-04-22,21.850000381469727
2010-04-23,22.489999771118164
2010-04-26,22.540000915527344
2010-04-27,22.010000228881836
2010-04-28,21.729999542236328
2010-04-29,22.229999542236328
2010-04-30,22.170000076293945
2010-05-03,22.90999984741211
2010-05-04,22.15999984741211
2010-05-05,21.81999969482422
2010-05-06,21.200000762939453
2010-05-07,21.299999237060547
2010-05-10,21.8799991607666
2010-05-11,21.790000915527344
2010-05-12,22.3700008392334
2010-05-13,21.959999084472656
2010-05-14,22.899999618530273
2010-05-17,23.149999618530273
2010-05-18,22.469999313354492
2010-05-19,22.149999618530273
2010-05-20,20.809999465942383
2010-05-21,21.030000686645508
2010-05-24,20.729999542236328
2010-05-25,20.81999969482422
2010-05-26,20.850000381469727
2010-05-27,21.229999542236328
2010-05-28,20.850000381469727
2010-06-01,20.459999084472656
2010-06-02,20.940000534057617
2010-06-03,21.360000610351562
2010-06-04,20.350000381469727
2010-06-07,19.920000076293945
2010-06-08,19.969999313354492
2010-06-09,20.200000762939453
2010-06-10,20.969999313354492
2010-06-11,20.84000015258789
2010-06-14,21.170000076293945
2010-06-15,21.760000228881836
2010-06-16,21.610000610351562
2010-06-17,21.479999542236328
2010-06-18,21.309999465942383
2010-06-21,21.040000915527344
2010-06-22,20.25
2010-06-23,20.190000534057617
2010-06-24,20.260000228881836
2010-06-25,19.75
2010-06-28,19.700000762939453
2010-06-29,18.420000076293945
2010-06-30,18.149999618530273
2010-07-01,18.489999771118164
2010-07-02,17.940000534057617
2010-07-06,18.030000686645508
2010-07-07,18.739999771118164
2010-07-08,18.780000686645508
2010-07-09,18.90999984741211
2010-07-12,19.34000015258789
2010-07-13,19.670000076293945
2010-07-14,19.25
2010-07-15,19.399999618530273
2010-07-16,18.68000030517578
2010-07-19,19.15999984741211
2010-07-20,19.40999984741211
2010-07-21,19.229999542236328
2010-07-22,19.549999237060547
2010-07-23,19.809999465942383
2010-07-26,20.18000030517578
2010-07-27,20.139999389648438
2010-07-28,20.110000610351562
2010-07-29,19.889999389648438
2010-07-30,20.079999923706055
2010-08-02,20.709999084472656
2010-08-03,20.229999542236328
2010-08-04,20.280000686645508
2010-08-05,20.770000457763672
2010-08-06,20.84000015258789
2010-08-09,18.719999313354492
2010-08-10,18.360000610351562
2010-08-11,18.100000381469727
2010-08-12,17.8700008392334
2010-08-13,17.489999771118164
2010-08-16,17.860000610351562
2010-08-17,18.0
2010-08-18,18.1200008392334
2010-08-19,17.799999237060547
2010-08-20,17.8799991607666
2010-08-23,17.959999084472656
2010-08-24,17.440000534057617
2010-08-25,17.860000610351562
2010-08-26,17.770000457763672
2010-08-27,17.950000762939453
2010-08-30,17.780000686645508
2010-08-31,17.940000534057617
2010-09-01,18.350000381469727
2010-09-02,18.43000030517578
2010-09-03,18.459999084472656
2010-09-07,18.260000228881836
2010-09-08,18.3700008392334
2010-09-09,18.450000762939453
2010-09-10,18.649999618530273
2010-09-13,18.600000381469727
2010-09-14,18.579999923706055
2010-09-15,18.68000030517578
2010-09-16,18.690000534057617
2010-09-17,18.770000457763672
2010-09-20,18.920000076293945
2010-09-21,18.780000686645508
2010-09-22,18.889999389648438
2010-09-23,18.719999313354492
2010-09-24,19.290000915527344
2010-09-27,19.110000610351562
2010-09-28,19.139999389648438
2010-09-29,19.34000015258789
2010-09-30,19.209999084472656
2010-10-01,19.329999923706055
2010-10-04,19.059999465942383
2010-10-05,19.6299991607666
2010-10-06,19.100000381469727
2010-10-07,19.299999237060547
2010-10-08,19.43000030517578
2010-10-11,19.649999618530273
2010-10-12,19.469999313354492
2010-10-13,19.270000457763672
2010-10-14,19.15999984741211
2010-10-15,19.25
2010-10-18,19.079999923706055
2010-10-19,19.15999984741211
2010-10-20,19.56999969482422
2010-10-21,19.540000915527344
2010-10-22,19.40999984741211
2010-10-25,19.489999771118164
2010-10-26,19.75
2010-10-27,19.43000030517578
2010-10-28,19.709999084472656
2010-10-29,19.8700008392334
2010-11-01,20.309999465942383
2010-11-02,20.270000457763672
2010-11-03,20.649999618530273
2010-11-04,20.690000534057617
2010-11-05,20.809999465942383
2010-11-08,20.049999237060547
2010-11-09,19.90999984741211
2010-11-10,20.06999969482422
2010-11-11,19.729999542236328
2010-11-12,19.5
2010-11-15,19.5
2010-11-16,19.079999923706055
2010-11-17,19.25
2010-11-18,19.0
2010-11-19,18.809999465942383
2010-11-22,19.010000228881836
2010-11-23,18.709999084472656
2010-11-24,19.010000228881836
2010-11-26,18.670000076293945
2010-11-29,18.469999313354492
2010-11-30,18.389999389648438
2010-12-01,18.489999771118164
2010-12-02,18.649999618530273
2010-12-03,18.579999923706055
2010-12-06,18.420000076293945
2010-12-07,18.239999771118164
2010-12-08,18.670000076293945
2010-12-09,18.68000030517578
2010-12-10,18.799999237060547
2010-12-13,18.389999389648438
2010-12-14,18.40999984741211
2010-12-15,18.18000030517578
2010-12-16,18.170000076293945
2010-12-17,17.969999313354492
2010-12-20,18.84000015258789
2010-12-21,19.059999465942383
2010-12-22,19.25
2010-12-23,19.309999465942383
2010-12-27,19.239999771118164
2010-12-28,19.290000915527344
2010-12-29,19.360000610351562
2010-12-30,19.309999465942383
2010-12-31,19.65999984741211
2011-01-03,19.559999465942383
2011-01-04,20.260000228881836
2011-01-05,20.760000228881836
2011-01-06,21.09000015258789
2011-01-07,21.139999389648438
2011-01-10,20.989999771118164
2011-01-11,21.43000030517578
2011-01-12,21.530000686645508
2011-01-13,21.459999084472656
2011-01-14,21.40999984741211
2011-01-18,21.520000457763672
2011-01-19,21.299999237060547
2011-01-20,21.40999984741211
2011-01-21,21.610000610351562
2011-01-24,21.719999313354492
2011-01-25,21.690000534057617
2011-01-26,21.299999237060547
2011-01-27,21.6299991607666
2011-01-28,21.030000686645508
2011-01-31,21.110000610351562
2011-02-01,22.0
2011-02-02,21.75
2011-02-03,21.850000381469727
2011-02-04,21.84000015258789
2011-02-07,22.110000610351562
2011-02-08,21.639999389648438
2011-02-09,22.18000030517578
2011-02-10,23.489999771118164
2011-02-11,23.399999618530273
2011-02-14,23.139999389648438
2011-02-15,23.3799991607666
2011-02-16,23.239999771118164
2011-02-17,23.459999084472656
2011-02-18,23.469999313354492
2011-02-22,22.790000915527344
2011-02-23,22.93000030517578
2011-02-24,22.6200008392334
2011-02-25,23.450000762939453
2011-02-28,23.25
2011-03-01,22.8700008392334
2011-03-02,22.969999313354492
2011-03-03,23.770000457763672
2011-03-04,23.5
2011-03-07,23.31999969482422
2011-03-08,23.670000076293945
2011-03-09,23.84000015258789
2011-03-10,23.34000015258789
2011-03-11,23.43000030517578
2011-03-14,23.270000457763672
2011-03-15,23.459999084472656
2011-03-16,23.270000457763672
2011-03-17,23.65999984741211
2011-03-18,23.8799991607666
2011-03-21,23.239999771118164
2011-03-22,23.219999313354492
2011-03-23,23.3700008392334
2011-03-24,24.170000076293945
2011-03-25,24.399999618530273
2011-03-28,24.170000076293945
2011-03-29,24.190000534057617
2011-03-30,24.399999618530273
2011-03-31,24.360000610351562
2011-04-01,24.440000534057617
2011-04-04,24.469999313354492
2011-04-05,24.309999465942383
2011-04-06,24.31999969482422
2011-04-07,23.950000762939453
2011-04-08,23.790000915527344
2011-04-11,23.469999313354492
2011-04-12,23.280000686645508
2011-04-13,23.260000228881836
2011-04-14,23.43000030517578
2011-04-15,23.200000762939453
2011-04-18,23.100000381469727
2011-04-19,23.8700008392334
2011-04-20,23.579999923706055
2011-04-21,24.3700008392334
2011-04-25,24.309999465942383
2011-04-26,24.420000076293945
2011-04-27,24.56999969482422
2011-04-28,24.700000762939453
2011-04-29,25.040000915527344
2011-05-02,29.790000915527344
2011-05-03,29.200000762939453
2011-05-04,28.739999771118164
2011-05-05,29.280000686645508
2011-05-06,29.209999084472656
2011-05-09,29.049999237060547
2011-05-10,29.6299991607666
2011-05-11,29.309999465942383
2011-05-12,29.200000762939453
2011-05-13,28.809999465942383
2011-05-16,28.899999618530273
2011-05-17,28.889999389648438
2011-05-18,29.940000534057617
2011-05-19,29.90999984741211
2011-05-20,29.479999542236328
2011-05-23,29.420000076293945
2011-05-24,29.139999389648438
2011-05-25,29.170000076293945
2011-05-26,29.670000076293945
2011-05-27,30.1299991607666
2011-05-31,30.280000686645508
2011-06-01,29.530000686645508
2011-06-02,29.559999465942383
2011-06-03,29.030000686645508
2011-06-06,28.56999969482422
2011-06-07,28.649999618530273
2011-06-08,28.700000762939453
2011-06-09,28.940000534057617
2011-06-10,28.049999237060547
2011-06-13,27.780000686645508
2011-06-14,28.1299991607666
2011-06-15,27.799999237060547
2011-06-16,27.770000457763672
2011-06-17,27.75
2011-06-20,27.889999389648438
2011-06-21,28.639999389648438
2011-06-22,28.5
2011-06-23,28.389999389648438
2011-06-24,28.0
2011-06-27,28.739999771118164
2011-06-28,29.389999389648438
2011-06-29,29.600000381469727
2011-06-30,30.670000076293945
2011-07-01,31.110000610351562
2011-07-05,31.209999084472656
2011-07-06,30.979999542236328
2011-07-07,31.75
2011-07-08,31.780000686645508
2011-07-11,31.229999542236328
2011-07-12,31.049999237060547
2011-07-13,31.610000610351562
2011-07-14,30.950000762939453
2011-07-15,30.770000457763672
2011-07-18,30.670000076293945
2011-07-19,31.389999389648438
2011-07-20,31.59000015258789
2011-07-21,31.90999984741211
2011-07-22,32.0099983215332
2011-07-25,31.690000534057617
2011-07-26,31.56999969482422
2011-07-27,31.290000915527344
2011-07-28,31.110000610351562
2011-07-29,29.6299991607666
2011-08-01,29.8799991607666
2011-08-02,28.56999969482422
2011-08-03,28.799999237060547
2011-08-04,26.719999313354492
2011-08-05,25.1200008392334
2011-08-08,22.639999389648438
2011-08-09,22.579999923706055
2011-08-10,21.65999984741211
2011-08-11,22.719999313354492
2011-08-12,23.100000381469727
2011-08-15,23.639999389648438
2011-08-16,23.479999542236328
2011-08-17,23.520000457763672
2011-08-18,22.219999313354492
2011-08-19,21.860000610351562
2011-08-22,21.3700008392334
2011-08-23,21.989999771118164
