,BL
2020-08-07,79.26000213623047
2020-08-10,74.74500274658203
2020-08-11,72.58999633789062
2020-08-12,74.33999633789062
2020-08-13,74.93000030517578
2020-08-14,72.9800033569336
2020-08-17,75.19000244140625
2020-08-18,76.87000274658203
2020-08-19,76.73999786376953
2020-08-20,77.72000122070312
2020-08-21,75.59500122070312
2020-08-24,74.88999938964844
2020-08-25,74.75
2020-08-26,78.5999984741211
2020-08-27,84.83000183105469
2020-08-28,85.36000061035156
2020-08-31,87.37000274658203
2020-09-01,90.81999969482422
2020-09-02,92.7699966430664
2020-09-03,85.87000274658203
2020-09-04,81.45999908447266
2020-09-08,79.5199966430664
2020-09-09,83.05000305175781
2020-09-10,82.97000122070312
2020-09-11,80.01000213623047
2020-09-14,81.01000213623047
2020-09-15,81.77999877929688
2020-09-16,81.0
2020-09-17,79.83999633789062
2020-09-18,82.37999725341797
2020-09-21,85.47000122070312
2020-09-22,87.0999984741211
2020-09-23,84.55999755859375
2020-09-24,84.9000015258789
2020-09-25,89.23999786376953
2020-09-28,90.83999633789062
2020-09-29,90.33000183105469
2020-09-30,89.62999725341797
2020-10-01,90.94000244140625
2020-10-02,88.0999984741211
2020-10-05,88.26000213623047
2020-10-06,92.69999694824219
2020-10-07,96.81999969482422
2020-10-08,96.26000213623047
2020-10-09,98.43000030517578
2020-10-12,98.77999877929688
2020-10-13,99.9000015258789
2020-10-14,96.69999694824219
2020-10-15,98.18000030517578
2020-10-16,101.0
2020-10-19,102.5199966430664
2020-10-20,100.69999694824219
2020-10-21,97.72000122070312
2020-10-22,97.0199966430664
2020-10-23,99.02999877929688
2020-10-26,91.93000030517578
2020-10-27,95.0199966430664
2020-10-28,92.16999816894531
2020-10-29,92.30000305175781
2020-10-30,97.68000030517578
2020-11-02,97.44000244140625
2020-11-03,101.08000183105469
2020-11-04,108.45999908447266
2020-11-05,113.68000030517578
2020-11-06,111.3499984741211
2020-11-09,104.9800033569336
2020-11-10,106.58000183105469
2020-11-11,107.33999633789062
2020-11-12,107.19000244140625
2020-11-13,107.04000091552734
2020-11-16,106.30000305175781
2020-11-17,106.02999877929688
2020-11-18,107.30000305175781
2020-11-19,110.63999938964844
2020-11-20,112.62000274658203
2020-11-23,113.58999633789062
2020-11-24,112.58999633789062
2020-11-25,115.2300033569336
2020-11-27,120.37999725341797
2020-11-30,122.9000015258789
2020-12-01,120.08000183105469
2020-12-02,118.7300033569336
2020-12-03,120.76000213623047
2020-12-04,123.55999755859375
2020-12-07,124.27999877929688
2020-12-08,125.01000213623047
2020-12-09,120.86000061035156
2020-12-10,125.73999786376953
2020-12-11,126.5
2020-12-14,123.80000305175781
2020-12-15,127.19999694824219
2020-12-16,128.6300048828125
2020-12-17,132.5
2020-12-18,134.1999969482422
2020-12-21,135.63999938964844
2020-12-22,140.27999877929688
2020-12-23,137.4199981689453
2020-12-24,137.8300018310547
2020-12-28,135.13999938964844
2020-12-29,131.6750030517578
2020-12-30,133.14999389648438
2020-12-31,133.3800048828125
2021-01-04,127.36000061035156
2021-01-05,130.32000732421875
2021-01-06,126.6500015258789
2021-01-07,127.45999908447266
2021-01-08,129.69000244140625
2021-01-11,127.83999633789062
2021-01-12,127.06999969482422
2021-01-13,127.18000030517578
2021-01-14,129.38999938964844
2021-01-15,125.73999786376953
2021-01-19,130.24000549316406
2021-01-20,133.3699951171875
2021-01-21,132.3800048828125
2021-01-22,135.02000427246094
2021-01-25,135.35000610351562
2021-01-26,130.89999389648438
2021-01-27,128.97999572753906
2021-01-28,130.77000427246094
2021-01-29,129.6199951171875
2021-02-01,133.72000122070312
2021-02-02,138.7899932861328
2021-02-03,137.25
2021-02-04,142.88999938964844
2021-02-05,148.50999450683594
2021-02-08,148.10000610351562
2021-02-09,148.57000732421875
2021-02-10,148.0
2021-02-11,150.3699951171875
2021-02-12,133.47000122070312
2021-02-16,128.77499389648438
2021-02-17,129.89999389648438
2021-02-18,129.47000122070312
2021-02-19,132.05999755859375
2021-02-22,123.63999938964844
2021-02-23,123.0
2021-02-24,124.58000183105469
2021-02-25,121.51000213623047
2021-02-26,124.0199966430664
2021-03-01,127.5999984741211
2021-03-02,124.05999755859375
2021-03-03,117.76000213623047
2021-03-04,112.41999816894531
2021-03-05,111.52999877929688
2021-03-08,103.68000030517578
2021-03-09,110.12999725341797
2021-03-10,114.33000183105469
2021-03-11,115.08999633789062
2021-03-12,112.91000366210938
2021-03-15,113.7699966430664
2021-03-16,112.36000061035156
2021-03-17,114.33000183105469
2021-03-18,109.80000305175781
2021-03-19,111.33999633789062
2021-03-22,112.19000244140625
2021-03-23,113.06999969482422
2021-03-24,106.56999969482422
2021-03-25,107.06999969482422
2021-03-26,108.6500015258789
2021-03-29,104.1500015258789
2021-03-30,104.58000183105469
2021-03-31,108.4000015258789
2021-04-01,111.30000305175781
2021-04-05,112.08999633789062
2021-04-06,112.26000213623047
2021-04-07,111.01000213623047
2021-04-08,113.29000091552734
2021-04-09,112.87999725341797
2021-04-12,113.2699966430664
2021-04-13,115.33000183105469
2021-04-14,116.04000091552734
2021-04-15,118.69999694824219
2021-04-16,119.08999633789062
2021-04-19,115.13999938964844
2021-04-20,114.30000305175781
2021-04-21,117.01000213623047
2021-04-22,117.79000091552734
2021-04-23,120.05000305175781
2021-04-26,121.13999938964844
2021-04-27,120.69999694824219
2021-04-28,120.45999908447266
2021-04-29,117.08000183105469
2021-04-30,116.05999755859375
2021-05-03,112.45999908447266
2021-05-04,109.91999816894531
2021-05-05,107.44999694824219
2021-05-06,103.6500015258789
2021-05-07,107.47000122070312
2021-05-10,103.9000015258789
2021-05-11,106.11000061035156
2021-05-12,102.30999755859375
2021-05-13,100.13999938964844
2021-05-14,104.70999908447266
